Unnamed: 0,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,Acelerações_LM,Passes_Longos_Recebidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Deep_Completions_LM,Deep_Completed_Crosses_LM,Passes_Chave_LM,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,Passes_Longos_Recebidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Deep_Completions_Rank,Deep_Completed_Crosses_Rank,Passes_Chave_Rank,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,Passes_Longos_Recebidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Deep_Completions_Percentil,Deep_Completed_Crosses_Percentil,Passes_Chave_Percentil
18,0.882318,0.522857,0.832136,0.926316,0.469841,0.466667,0.384619,0.4762,0.225806,0.323232,0.143885,0.865497,0.404762,0.642232,Erick Salles,Itabirito,Itabirito,"LW, LAMF, CF",LW,10,29,0,,8,788,Brazil,Brazil,right,172,70,no,MG,Testing,2024,Extremo Agudo,0.642,11,21,47,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,4,11.0,4,3.5,7.0,6.5,14.0,5.0,14.0,13.0,18.0,5.0,11.0,80,47,80,83,66,69,33,76,33,38,14,76,47
11,0.748015,0.48,0.579481,0.652632,0.301587,0.5,0.441151,0.2564,0.419355,0.308081,0.633094,0.152047,0.154762,0.604339,Vinicius Balotelli,Uberlândia,Uberlândia,LW,LW,10,25,0,,10,703,Brazil,Brazil,right,179,70,no,MG,Testing,2024,Extremo Agudo,0.604,12,21,42,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,8,14.5,8,10.0,15.0,5.0,11.0,12.0,10.0,15.0,6.5,17.0,19.0,61,30,61,52,28,76,47,42,52,28,69,19,9
5,0.278297,0.614286,0.265429,0.631579,0.298413,0.366667,0.356874,0.2564,0.774194,0.409091,0.129496,0.567251,0.25,0.588617,Johnatan Cardoso,Itabirito,Itabirito,"RW, CF, RAMF",RW,10,26,400000,,10,838,Brazil,Brazil,right,172,62,no,MG,Testing,2024,Extremo Agudo,0.589,13,21,38,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,20,10.0,19,11.0,16.0,9.0,16.0,12.0,4.0,10.0,19.0,8.0,16.0,4,52,9,47,23,57,23,42,80,52,9,61,23
17,0.451985,0.628571,0.361258,0.536842,0.587302,1.0,0.737448,1.0,0.0,0.0,0.251799,0.192982,0.0,0.574997,Branquinho,Itabirito,Itabirito,"LW, LAMF, CF",LW,10,34,0,,10,546,Brazil,Brazil,right,170,65,no,MG,Testing,2024,Extremo Agudo,0.575,14,21,33,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,16,9.0,16,13.5,4.0,1.0,5.0,1.0,21.0,21.0,16.0,14.0,20.5,23,57,23,35,80,95,76,95,0,0,23,33,2
4,0.409727,0.634286,0.44325,0.0,0.361905,0.333333,0.391901,0.333333,0.096774,0.358586,0.633094,0.339181,0.178571,0.56023,Fabinho,América Mineiro,América Mineiro,"RWF, RW, RAMF",RWF,11,24,1000000,,7,619,Brazil,Brazil,left,180,75,no,MG,Testing,2024,Extremo Agudo,0.56,15,21,28,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,17,6.5,13,21.0,12.0,12.5,13.0,9.0,17.0,11.0,6.5,11.0,18.0,19,69,38,0,42,40,38,57,19,47,69,47,14
0,0.500489,0.334286,0.33104,0.210526,0.444444,0.0,0.098808,0.0,0.483871,0.621212,0.647482,0.608187,0.690476,0.515505,Gustavo Scarpa,Atlético Mineiro,Atlético Mineiro,"LW, RCMF",LW,10,30,12000000,2026-06-30,10,776,Brazil,"Brazil, Italy",left,176,74,no,MG,Testing,2024,Extremo Agudo,0.516,16,21,23,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,14,19.0,18,16.0,9.0,21.0,20.0,19.0,8.0,3.5,5.0,7.0,6.0,33,9,14,23,57,0,4,9,61,83,76,66,71
12,0.744188,0.425714,0.564348,0.684211,0.136508,0.3,0.575631,0.444433,0.064516,0.09596,0.151079,0.105263,0.416667,0.483591,Jefferson,Uberlândia,Uberlândia,"RW, CF",RW,10,27,0,,10,1015,Brazil,Brazil,left,179,75,no,MG,Testing,2024,Extremo Agudo,0.484,17,21,19,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,9,18.0,9,9.0,17.0,15.0,9.0,6.0,18.5,18.0,17.0,19.0,10.0,57,14,57,57,19,28,57,71,11,14,19,9,52
9,0.454574,0.488571,0.519591,0.715789,0.11746,0.466667,0.741662,0.833333,0.064516,0.085859,0.258993,0.0,0.202381,0.465879,Rafael Conceição,Athletic Club,Athletic Club,"LAMF, LW, LCMF",LAMF,10,20,0,,10,544,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Extremo Agudo,0.466,18,21,14,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,15,13.0,11,7.5,18.0,6.5,4.0,3.0,18.5,20.0,15.0,21.0,17.0,28,38,47,64,14,69,80,85,11,4,28,0,19
1,0.626825,0.428571,0.510214,0.568421,0.0,0.2,0.0,0.0,0.225806,0.267677,0.395683,0.204678,0.27381,0.300798,Igor Gomes,Atlético Mineiro,Atlético Mineiro,"LW, AMF, LCMF",LW,10,25,5500000,2026-12-31,11,782,Brazil,Brazil,right,183,73,no,MG,Testing,2024,Extremo Agudo,0.301,19,21,9,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,13,17.0,12,12.0,20.5,17.5,21.0,19.0,14.0,16.0,11.0,13.0,15.0,38,19,42,42,2,16,0,9,33,23,47,38,28
15,0.0,0.205714,0.04754,0.536842,0.063492,0.233333,0.182392,0.952367,0.225806,0.252525,0.021583,0.385965,0.392857,0.223673,Hudson,Patrocinense,Patrocinense,"RW, RB, RCMF",RW,10,23,0,,8,545,Brazil,Brazil,right,181,0,yes,MG,Testing,2024,Extremo Agudo,0.224,20,21,4,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,21,20.0,20,13.5,19.0,16.0,18.0,2.0,14.0,17.0,20.0,10.0,12.0,0,4,4,35,9,23,14,90,33,19,4,52,42
7,0.67465,0.0,0.0,0.084211,0.0,0.1,0.577317,0.2381,0.032258,0.090909,0.309353,0.064327,0.0,0.0,Vico,Ipatinga,Ipatinga,"RW, RAMF, RWF",RW,10,27,100000,,10,787,Brazil,Brazil,left,174,68,no,MG,Testing,2024,Extremo Agudo,0.0,21,21,0,0.63254,0.56381,0.526879,0.547368,0.389418,0.387302,0.495099,0.334773,0.417819,0.395863,0.426173,0.439432,0.45805,12,21.0,21,19.0,20.5,20.0,8.0,15.0,20.0,19.0,13.0,20.0,20.5,42,0,0,9,2,4,61,28,4,9,38,4,2
0,0.496464,0.724199,0.785047,0.410714,0.974684,0.395833,0.624804,0.57144,0.95122,0.697509,0.708661,0.425926,0.777027,1.0,Éverton,Flamengo,Flamengo,LW,LW,10,28,11000000,2026-06-30,10,785,Brazil,Brazil,right,174,72,no,RJ,Testing,2024,Extremo Agudo,1.0,1,23,95,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,8,2.0,6,14.0,2.0,8.0,3.0,6.0,2.0,4.0,4.0,5.0,3.0,65,91,73,39,91,65,86,73,91,82,82,78,86
2,0.386993,0.571174,0.826194,0.238095,0.383966,0.541667,0.474191,0.16668,0.902439,0.637011,1.0,1.0,1.0,0.911934,Luiz Araújo,Flamengo,Flamengo,RW,RW,10,27,6000000,,11,668,Brazil,Brazil,left,175,70,no,RJ,Testing,2024,Extremo Agudo,0.912,2,23,91,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,12,3.0,5,18.0,14.0,4.0,7.0,17.0,3.0,5.0,1.0,1.0,1.0,47,86,78,21,39,82,69,26,86,78,95,95,95
4,0.479211,0.517794,0.550736,0.404762,1.0,0.458333,0.453883,0.28572,1.0,1.0,0.858268,0.402778,0.722973,0.91026,D. Payet,Vasco da Gama,Vasco da Gama,"LW, AMF, LWF",LW,10,36,2000000,2024-06-30,10,928,Réunion,"Réunion, France",right,175,77,no,RJ,Testing,2024,Extremo Agudo,0.91,3,23,86,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,9,4.0,13,15.0,1.0,5.0,9.0,11.0,1.0,1.0,3.0,6.0,4.0,60,82,43,34,95,78,60,52,95,95,86,73,82
1,1.0,0.5,0.912992,0.708333,0.670886,0.270833,0.413057,0.53332,0.878049,0.768683,0.224409,0.606481,0.885135,0.888941,J. Arias,Fluminense,Fluminense,"RW, LW, LAMF",RW,10,26,8000000,2026-08-15,8,755,Colombia,Colombia,right,168,70,no,RJ,Testing,2024,Extremo Agudo,0.889,4,23,82,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,1,7.0,2,5.0,6.0,14.0,11.0,8.0,4.0,2.0,15.5,2.0,2.0,95,69,91,78,73,39,52,65,82,91,32,91,91
3,0.366584,1.0,0.716929,0.64881,0.92827,1.0,0.454565,0.25,0.268293,0.352313,0.429134,0.287037,0.108108,0.784962,Bruno Henrique,Flamengo,Flamengo,"LW, LAMF, RW",LW,10,33,3000000,,11,579,Brazil,Brazil,right,184,77,no,RJ,Testing,2024,Extremo Agudo,0.785,5,23,78,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,13,1.0,8,9.0,3.0,1.0,8.0,14.0,11.0,10.0,6.0,12.0,17.5,43,95,65,60,86,95,65,39,52,56,73,47,23
6,0.326423,0.33452,0.598785,0.25,0.624473,0.416667,0.603738,0.55172,0.658537,0.619217,0.401575,0.388889,0.506757,0.723699,Bill,Nova Iguaçu,Nova Iguaçu,"LAMF, LW, AMF",LAMF,10,24,250000,,13,1185,Brazil,Brazil,right,175,68,no,RJ,Testing,2024,Extremo Agudo,0.724,6,23,73,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,14,14.0,10,17.0,7.0,6.5,4.0,7.0,6.0,6.0,7.0,7.0,6.0,39,39,56,26,69,71,82,69,73,73,69,69,73
9,0.304703,0.396797,0.48688,0.672619,0.438819,0.354167,0.515682,0.69564,0.756098,0.704626,0.181102,0.481481,0.412162,0.704522,MV,Volta Redonda,Volta Redonda,"LW, RW",LW,10,25,0,,10,1036,Brazil,Brazil,right,172,68,no,RJ,Testing,2024,Extremo Agudo,0.705,7,23,69,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,15,12.0,15,8.0,13.0,11.5,6.0,4.0,5.0,3.0,20.0,4.0,7.5,34,47,34,65,43,50,73,82,78,86,13,82,67
8,0.102507,0.455516,0.328065,0.678571,0.919831,0.729167,1.0,0.11112,0.341463,0.409253,0.346457,0.37037,0.385135,0.684237,Hugo Borges,Madureira,Madureira,"LW, LWF, LAMF",LW,10,26,125000,,10,790,Brazil,Brazil,right,176,73,no,RJ,Testing,2024,Extremo Agudo,0.684,8,23,65,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,22,9.0,18,6.5,4.0,2.0,1.0,18.0,8.0,7.5,8.0,9.0,10.0,4,60,21,71,82,91,95,21,65,67,65,60,56
16,0.819178,0.437722,1.0,0.630952,0.620253,0.104167,0.358104,0.5,0.121951,0.192171,0.606299,0.296296,0.574324,0.656706,Isaac,Fluminense,Fluminense,"LAMF, LW, LWF",LAMF,10,19,0,,6,508,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Extremo Agudo,0.657,9,23,60,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,4,10.0,1,10.0,8.0,18.0,14.0,9.0,18.5,19.5,5.0,11.0,5.0,82,56,95,56,65,21,39,60,19,15,78,52,78
5,0.61827,0.47153,0.769346,1.0,0.78903,0.6875,0.988918,0.74076,0.195122,0.263345,0.188976,0.24537,0.358108,0.64698,Junior Santos,Botafogo,Botafogo,"RW, RWF, RWB",RW,10,29,600000,2025-12-31,12,856,Brazil,Brazil,right,188,85,no,RJ,Testing,2024,Extremo Agudo,0.647,10,23,56,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,7,8.0,7,1.0,5.0,3.0,2.0,2.0,14.5,15.0,19.0,14.5,11.0,69,65,69,95,78,86,91,91,36,34,17,36,52
11,0.442376,0.510676,0.529137,0.488095,0.329114,0.354167,0.207308,0.26668,0.341463,0.327402,0.220472,0.37963,0.412162,0.598817,Arthur Martins,Madureira,Madureira,"RW, RWF",RW,10,24,0,,11,883,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Agudo,0.599,11,23,52,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,10,5.0,14,12.0,16.0,11.5,18.0,12.5,8.0,11.0,17.0,8.0,7.5,56,78,39,47,30,50,21,45,65,52,26,65,67
17,0.25776,0.508897,0.603531,0.803571,0.57384,0.375,0.535993,1.0,0.121951,0.092527,0.259843,0.541667,0.304054,0.589996,Max,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"RW, CF, LW",RW,10,21,0,,12,999,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Extremo Agudo,0.59,12,23,47,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,16,6.0,9,3.0,9.0,9.5,5.0,1.0,18.5,21.5,13.0,3.0,12.5,30,73,60,86,60,58,78,95,19,6,43,86,45
22,0.71163,0.435943,0.592271,0.619048,0.367089,0.1875,0.37178,0.0,0.317073,0.288256,0.866142,0.0,0.263514,0.501511,Matheus Alessandro,Boavista,Boavista,LW,LW,10,27,0,2024-04-30,10,689,Brazil,Brazil,right,171,65,no,RJ,Testing,2024,Extremo Agudo,0.502,13,23,43,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,6,11.0,11,11.0,15.0,16.0,12.0,21.0,10.0,12.0,2.0,22.5,15.0,73,52,52,52,34,30,47,8,56,47,91,2,34
10,0.82219,0.231317,0.87037,0.839286,0.261603,0.083333,0.288786,0.66668,0.195122,0.27758,0.287402,0.24537,0.236486,0.447466,Gabriel Canela,Bangu,Bangu,"LW, RB, RW",LW,10,24,0,,8,509,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Agudo,0.447,14,23,39,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,3,18.0,3,2.0,17.0,20.0,16.0,5.0,14.5,14.0,12.0,14.5,16.0,86,21,86,91,26,13,30,78,36,39,47,36,30
21,0.754134,0.327402,0.856048,0.202381,0.240506,0.229167,0.159914,0.23528,0.219512,0.245552,0.338583,0.259259,0.304054,0.446657,Jefferson,Boavista,Boavista,"RW, LW, CF",RW,10,22,0,,12,801,Brazil,Brazil,right,178,70,no,RJ,Testing,2024,Extremo Agudo,0.447,15,23,34,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,5,15.0,4,20.0,18.0,15.0,19.0,15.0,12.0,16.0,9.0,13.0,12.5,78,34,82,13,21,34,17,34,47,30,60,43,45
14,0.242772,0.371886,0.230781,0.285714,0.080169,0.333333,0.358179,0.30768,0.073171,0.359431,0.251969,0.148148,0.108108,0.427388,Vini Moura,Volta Redonda,Volta Redonda,"RW, CF, RWF",RW,10,25,0,,9,567,Brazil,Brazil,,181,76,no,RJ,Testing,2024,Extremo Agudo,0.427,16,23,30,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,17,13.0,21,16.0,21.0,13.0,13.0,10.0,21.0,9.0,14.0,18.0,17.5,26,43,8,30,8,43,43,56,8,60,39,21,23
13,0.888451,0.179715,0.365531,0.678571,0.49789,0.145833,0.26039,0.0,0.341463,0.19573,0.133858,0.0,0.0,0.349975,Clisman,Audax Rio,Audax Rio,"RW, CF",RW,10,25,0,,11,554,Brazil,Brazil,left,0,0,no,RJ,Testing,2024,Extremo Agudo,0.35,17,23,26,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,2,21.0,17,6.5,11.0,17.0,17.0,21.0,8.0,18.0,21.0,22.5,22.0,91,8,26,71,52,26,26,8,65,21,8,2,4
19,0.192408,0.202847,0.267865,0.214286,0.493671,0.083333,0.292795,0.26668,0.195122,0.409253,0.295276,0.083333,0.060811,0.33968,Anderson Rosa,Portuguesa RJ,Portuguesa RJ,"RW, AMF, LW",RW,10,31,0,,12,1094,Brazil,Brazil,left,175,75,no,RJ,Testing,2024,Extremo Agudo,0.34,18,23,21,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,19,20.0,20,19.0,12.0,20.0,15.0,12.5,14.5,7.5,10.0,19.0,20.0,17,13,13,17,47,13,34,45,36,67,56,17,13
20,0.418391,0.307829,0.566623,0.761905,0.510549,0.416667,0.057156,0.22224,0.02439,0.192171,0.192913,0.041667,0.0,0.322297,Xandinho,Nova Iguaçu,Nova Iguaçu,"RAMF, RW",RAMF,10,26,0,,13,1054,Brazil,Brazil,right,170,65,no,RJ,Testing,2024,Extremo Agudo,0.322,19,23,17,0.439688,0.394786,0.552817,0.486542,0.47716,0.333333,0.392468,0.352127,0.362672,0.376141,0.365286,0.302939,0.356639,11,16.0,12,4.0,10.0,6.5,21.0,16.0,22.0,19.5,18.0,21.0,22.0,52,30,47,82,56,71,8,30,4,15,21,8,4
