Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Corridas_Progressivas,Passes_TerçoFinal_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Corridas_Progressivas_LM,Passes_TerçoFinal_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Corridas_Progressivas_Rank,Passes_TerçoFinal_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Corridas_Progressivas_Percentil,Passes_TerçoFinal_Certos_Percentil
22,0.495396,0.461443,0.624475,0.439443,0.315182,0.247945,0.674246,0.277938,0.2,0.199531,0.744112,Rayan,Itabirito,Itabirito,LCB,LCB,4,27,0,,7,713,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.744,11,26,57,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,11.0,13,4,10,18,16,5.0,5.0,15.5,17,57,50,84,61,30,38,80,80,40,34
5,0.373849,0.616779,0.449955,0.260243,0.461489,0.367231,0.394374,0.224997,0.728,0.40147,0.73583,João Marcelo,Cruzeiro,Cruzeiro,"LCB, RCB",LCB,4,23,550000,2027-06-30,9,889,Brazil,Brazil,right,190,84,no,MG,Testing,2024,Zagueiro Construtor,0.736,12,26,53,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,18.0,10,11,22,9,13,7.0,7.0,2.0,7,30,61,57,15,65,50,73,73,92,73
11,1.0,0.934989,0.464842,0.362517,0.181075,0.237196,0.165248,0.0,0.204,0.235191,0.695823,Ruan,Ipatinga,Ipatinga,RCB,RCB,4,25,100000,,5,530,Brazil,Brazil,right,186,78,no,MG,Testing,2024,Zagueiro Construtor,0.696,13,26,50,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,1.0,2,10,15,22,17,19.0,21.0,13.5,15,96,92,61,42,15,34,26,19,48,42
4,0.598527,0.759497,0.274211,0.413514,0.569293,0.325084,0.789805,0.551464,0.2,0.405569,0.688492,Neris,Cruzeiro,Cruzeiro,"LCB, CB",LCB,4,31,700000,2024-12-31,8,720,Brazil,Brazil,right,190,88,no,MG,Testing,2024,Zagueiro Construtor,0.688,14,26,46,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,8.0,5,21,12,7,14,3.0,3.0,15.5,6,69,80,19,53,73,46,88,88,40,76
15,0.699816,0.626042,0.565922,0.343225,0.002263,0.15393,0.339565,0.127456,0.068,0.087837,0.65229,Mendonça,Uberlândia,Uberlândia,"LCB, CB",LCB,4,28,0,,10,1029,Brazil,Brazil,left,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.652,15,26,42,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,6.0,9,8,18,25,21,8.0,10.0,22.0,24,76,65,69,30,3,19,69,61,15,7
1,0.627993,0.901422,0.25051,0.437812,0.649585,0.233035,0.298381,0.0,0.248,0.122842,0.585676,Jemerson,Atlético Mineiro,Atlético Mineiro,LCB,LCB,4,31,2000000,2024-12-31,10,1022,Brazil,"Brazil, Monaco",right,184,77,no,MG,Testing,2024,Zagueiro Construtor,0.586,16,26,38,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,7.0,3,22,11,5,18,9.0,21.0,11.0,21,73,88,15,57,80,30,65,19,57,19
19,0.491713,0.103163,0.42804,0.475551,0.346463,0.324089,0.218722,0.110293,0.24,0.448547,0.566794,Renan Arantes,Villa Nova,Villa Nova,RCB,RCB,4,22,0,,6,598,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.567,17,26,34,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,12.0,25,13,9,15,15,14.0,11.0,12.0,5,53,3,50,65,42,42,46,57,53,80
21,0.705341,0.720035,0.110362,0.540175,0.294501,0.421494,0.0,0.0,0.052,0.201687,0.563234,Leo Alves,Patrocinense,Patrocinense,LCB,LCB,4,31,0,,7,668,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.563,18,26,30,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,5.0,7,25,7,19,8,25.0,21.0,24.0,16,80,73,3,73,26,69,3,19,7,38
18,0.502762,1.0,0.127914,0.28132,0.393294,0.229216,0.771369,0.582988,0.7,0.396535,0.500181,Alex Paulino,Villa Nova,Villa Nova,"LCB, DMF, LDMF",LCB,4,22,0,,6,567,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.5,19,26,26,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,9.0,1,24,20,13,19,4.0,2.0,3.0,8,65,96,7,23,50,26,84,92,88,69
13,0.325967,0.382125,0.240024,0.345367,0.330078,0.367887,0.264634,0.058823,0.188,0.318846,0.415635,Felipe Moreira,Pouso Alegre,Pouso Alegre,RCB,RCB,4,21,0,,11,1152,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Construtor,0.416,20,26,23,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,19.0,16,23,16,16,12,10.0,14.5,17.0,11,26,38,11,38,38,53,61,44,34,57
24,0.412523,0.373688,0.352122,0.273453,0.27089,0.126941,0.1134,0.0,0.34,0.136151,0.302353,Lula,Democrata GV,Democrata GV,LCB,LCB,4,32,0,,11,1165,Brazil,Brazil,right,184,69,no,MG,Testing,2024,Zagueiro Construtor,0.302,21,26,19,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,16.0,17,17,21,20,22,21.0,21.0,9.0,20,38,34,34,19,23,15,19,19,65,23
8,0.427256,0.236947,0.43232,0.310455,0.329414,0.096258,0.058326,0.0,0.096,0.061441,0.280932,Cleylton,Ipatinga,Ipatinga,LCB,LCB,4,31,200000,,7,753,Brazil,Brazil,right,190,83,no,MG,Testing,2024,Zagueiro Construtor,0.281,22,26,15,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,15.0,22,12,19,17,23,23.0,21.0,18.0,25,42,15,53,26,34,11,11,19,30,3
12,0.213628,0.219057,0.70242,0.084791,0.199987,0.015957,0.147908,0.0,0.04,0.0,0.26557,Edson Miranda,Athletic Club,Athletic Club,"LCB, RCB",LCB,4,24,0,,9,882,Brazil,Brazil,right,183,78,no,MG,Testing,2024,Zagueiro Construtor,0.266,23,26,11,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,23.0,23,2,25,21,25,20.0,21.0,25.0,26,11,11,92,3,19,3,23,19,3,0
14,0.195212,0.425129,0.602353,0.200276,0.117062,0.080517,0.0,0.0,0.084,0.090274,0.246445,Alex Alves,Pouso Alegre,Pouso Alegre,"LCB, CB",LCB,4,31,0,,12,1270,Brazil,Brazil,left,181,84,no,MG,Testing,2024,Zagueiro Construtor,0.246,24,26,7,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,24.0,15,6,23,23,24,25.0,21.0,19.5,23,7,42,76,11,11,7,3,19,25,11
16,0.281768,0.264428,0.315302,0.0,0.0,0.0,0.183726,0.183821,0.3,0.11787,0.075159,Adryan,Uberlândia,Uberlândia,"RCB, CB",RCB,4,23,0,2024-11-30,7,716,Brazil,Brazil,right,183,79,no,MG,Testing,2024,Zagueiro Construtor,0.075,25,26,3,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,20.5,21,18,26,26,26,17.0,9.0,10.0,22,21,19,30,0,0,0,34,65,61,15
17,0.0,0.0,0.0,0.155535,0.078386,0.200161,0.908912,1.0,0.204,0.147979,0.0,Jamerson,Uberlândia,Uberlândia,RCB,RCB,4,29,0,,5,530,Brazil,Brazil,right,188,81,no,MG,Testing,2024,Zagueiro Construtor,0.0,26,26,0,0.466426,0.490949,0.427375,0.424289,0.405988,0.353756,0.31349,0.166578,0.294308,0.29554,26.0,26,26,24,24,20,2.0,1.0,13.5,19,0,0,0,7,7,23,92,96,48,26
6,0.925852,0.610961,0.425291,0.687697,0.894227,1.0,0.689488,0.804957,0.97541,0.51056,1.0,A. Barboza,Botafogo,Botafogo,LCB,LCB,4,29,2200000,,7,717,Argentina,Argentina,left,193,79,no,RJ,Testing,2024,Zagueiro Construtor,1.0,1,29,96,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,2.0,3,7,9,3,1,5.0,3.0,3.0,5,93,89,75,68,89,96,82,89,89,82
15,1.0,1.0,1.0,0.411722,0.413865,0.114106,0.455993,0.309116,0.22541,0.033173,0.790303,Arthur Edeson,Madureira,Madureira,"LCB, RCB",LCB,4,24,0,,11,1143,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.79,2,29,93,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,1.0,1,1,23,14,25,10.0,13.0,14.0,26,96,96,96,20,51,13,65,55,51,10
11,0.084168,0.223877,0.561301,0.601793,0.528159,0.578692,0.363216,0.386395,0.209016,0.260992,0.66953,Augusto,Volta Redonda,Volta Redonda,"LCB, RCB",LCB,4,26,300000,,9,886,Brazil,Brazil,right,186,85,no,RJ,Testing,2024,Zagueiro Construtor,0.67,3,29,89,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,26.0,23,4,16,11,6,14.0,11.0,16.0,12,10,20,86,44,62,79,51,62,44,58
3,0.280561,0.471485,0.171852,0.662901,0.91031,0.74306,0.271108,0.236989,0.983607,0.714788,0.662603,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3500000,2025-12-31,10,973,Brazil,Brazil,left,183,76,no,RJ,Testing,2024,Zagueiro Construtor,0.663,4,29,86,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,18.0,12,26,13,2,3,17.0,15.0,2.0,2,37,58,10,55,93,89,41,48,93,93
4,0.228457,0.378496,0.277451,0.664365,0.841192,0.807652,0.0,0.128798,0.290984,0.659577,0.633075,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,3500000,2025-12-31,9,884,Brazil,Brazil,right,192,90,no,RJ,Testing,2024,Zagueiro Construtor,0.633,5,29,82,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,21.5,16,15,12,4,2,29.0,22.0,11.0,3,25,44,48,58,86,93,0,24,62,89
7,0.172345,0.08703,0.718668,0.691205,0.689442,0.411252,0.431213,0.173878,0.45082,0.265203,0.624408,Antônio Carlos,Fluminense,Fluminense,"LCB, RCB, CB",LCB,4,31,2000000,2024-12-31,11,747,Brazil,Brazil,right,190,79,no,RJ,Testing,2024,Zagueiro Construtor,0.624,6,29,79,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,25.0,27,2,8,7,12,12.0,19.0,6.0,11,13,6,93,72,75,58,58,34,79,62
8,0.537074,0.551891,0.478933,0.415874,0.365575,0.329978,0.325075,0.360635,0.188525,0.245242,0.59954,Bastos,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,33,1500000,2024-06-30,10,975,Angola,Angola,right,180,77,no,RJ,Testing,2024,Zagueiro Construtor,0.6,7,29,75,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,11.0,6,5,22,15,18,15.0,12.0,17.0,13,62,79,82,24,48,37,48,58,41,55
1,0.210421,0.622136,0.338265,0.122038,1.0,0.40107,0.933826,1.0,1.0,0.579003,0.523889,João Victor,Vasco da Gama,Vasco da Gama,RCB,RCB,4,25,8000000,2027-06-30,9,810,Brazil,Brazil,right,187,80,no,RJ,Testing,2024,Zagueiro Construtor,0.524,8,29,72,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,23.0,2,10,28,1,14,2.0,1.0,1.0,4,20,93,65,3,96,51,93,96,96,86
2,0.034068,0.257745,0.272126,0.730822,0.531232,0.563244,0.052136,0.122358,0.463115,0.498424,0.493921,Léo Pereira,Flamengo,Flamengo,LCB,LCB,4,28,4000000,2027-12-31,10,960,Brazil,Brazil,left,189,79,no,RJ,Testing,2024,Zagueiro Construtor,0.494,9,29,68,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,28.0,22,16,6,10,7,27.0,23.0,5.0,6,3,24,44,79,65,75,6,20,82,79
18,0.543086,0.159912,0.320505,0.83055,0.599581,0.527948,0.194616,0.135238,0.217213,0.166996,0.492978,Joao Victor,Audax Rio,Audax Rio,LCB,LCB,4,28,0,,8,845,Brazil,Brazil,right,191,90,no,RJ,Testing,2024,Zagueiro Construtor,0.493,10,29,65,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,10.0,26,11,5,9,8,19.0,21.0,15.0,16,65,10,62,82,68,72,34,27,48,44
22,0.55511,0.295196,0.62261,0.353195,0.083212,0.10506,0.307096,0.197501,0.159836,0.07807,0.478974,Gustavo Índio,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RCB,RCB,4,30,0,,11,1167,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.479,11,29,62,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,8.0,20,3,24,27,26,16.0,16.0,21.5,20,72,31,89,17,6,10,44,44,25,31
5,0.200401,0.304385,0.254694,0.447463,0.722756,0.586983,0.101304,0.115918,0.364754,0.459574,0.460478,Lucas Halter,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,23,3000000,2024-07-31,11,1007,Brazil,Brazil,right,188,93,no,RJ,Testing,2024,Zagueiro Construtor,0.46,12,29,58,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,24.0,19,18,20,6,5,26.0,24.5,9.0,7,17,34,37,31,79,82,10,15,68,75
0,0.268537,0.576652,0.064274,0.722052,0.817365,0.361375,0.734076,0.571864,0.303279,1.0,0.454768,André,Fluminense,Fluminense,"LCB, LCMF, RCMF",LCB,4,22,14000000,2026-12-31,7,608,Brazil,Brazil,right,176,77,no,RJ,Testing,2024,Zagueiro Construtor,0.455,13,29,55,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,19.0,5,27,7,5,15,4.0,6.0,10.0,1,34,82,6,75,82,48,86,79,65,96
16,0.533066,0.275087,0.412517,0.498272,0.295565,0.358673,0.257701,0.115918,0.184426,0.044104,0.433654,Marcão,Madureira,Madureira,RCB,RCB,4,34,0,,10,1011,Brazil,Brazil,right,191,76,no,RJ,Testing,2024,Zagueiro Construtor,0.434,14,29,51,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,12.0,21,8,18,20,16,18.0,24.5,18.5,25,58,27,72,37,31,44,37,15,36,13
19,0.286573,0.311186,0.309632,0.908348,0.298617,0.407915,0.924983,0.6225,0.237705,0.305108,0.374761,Bruno Barra,Volta Redonda,Volta Redonda,"RCB, LCB, RCMF",RCB,4,37,0,2024-11-20,10,927,Brazil,Brazil,right,179,67,no,RJ,Testing,2024,Zagueiro Construtor,0.375,15,29,48,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,17.0,18,13,4,18,13,3.0,5.0,13.0,9,41,37,55,86,37,55,89,82,55,68
27,0.547094,0.464752,0.050838,0.496145,0.313929,0.348795,0.457287,0.836087,0.397541,0.148762,0.369849,Gabriel Silva,Boavista,Boavista,"CB, LCB, RCB",CB,4,21,0,2024-04-30,10,832,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.37,16,29,44,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,9.0,13,28,19,17,17,9.0,2.0,8.0,17,68,55,3,34,41,41,68,93,72,41
17,0.677355,0.427081,0.315076,0.595861,0.27541,0.225432,0.680976,0.533603,0.032787,0.067477,0.36726,Igor Silva,Audax Rio,Audax Rio,RCB,RCB,4,29,0,,11,1084,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.367,17,29,41,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,3.0,15,12,17,21,21,6.0,7.0,26.0,21,89,48,58,41,27,27,79,75,10,27
24,0.58517,0.433366,0.429956,0.667283,0.180927,0.144927,0.147673,0.0,0.028689,0.0,0.363201,Gabriel Pinheiro,Nova Iguaçu,Nova Iguaçu,RCB,RCB,4,26,0,,13,1398,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.363,18,29,37,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,7.0,14,6,10,24,23,23.0,28.0,27.0,29,75,51,79,65,17,20,20,3,6,0
12,0.0,0.014487,0.233421,1.0,0.333348,0.736738,0.440897,0.180318,0.057377,0.273192,0.349731,Rodolfo Filemon,Portuguesa RJ,Portuguesa RJ,"RCB, LCB",RCB,4,29,250000,,7,734,Brazil,Brazil,both,184,82,no,RJ,Testing,2024,Zagueiro Construtor,0.35,19,29,34,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,29.0,28,19,1,16,4,11.0,18.0,24.0,10,0,3,34,96,44,86,62,37,17,65
28,0.324649,0.205863,0.266244,0.988716,0.148475,0.480481,0.529683,0.422206,0.106557,0.243657,0.341997,Sheldon,Boavista,Boavista,"RCB, RB",RCB,4,24,0,,13,1365,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Construtor,0.342,20,29,31,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,16.0,25,17,2,25,9,8.0,9.0,23.0,14,44,13,41,93,13,68,72,68,20,51
9,0.228457,0.3124,0.0,0.949023,0.600661,0.459027,0.145981,0.141678,0.045082,0.432323,0.327116,G. Medel,Vasco da Gama,Vasco da Gama,"CB, LCB, DMF",CB,4,36,1000000,,8,784,Chile,Chile,right,171,76,no,RJ,Testing,2024,Zagueiro Construtor,0.327,21,29,27,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,21.5,17,29,3,8,10,24.0,20.0,25.0,8,25,41,0,89,72,65,17,31,13,72
25,0.613226,0.499782,0.18607,0.438164,0.476765,0.167718,0.408568,0.642381,0.17623,0.063794,0.307549,Sergio Raphael,Nova Iguaçu,Nova Iguaçu,LCB,LCB,4,31,0,,13,1341,Brazil,Brazil,right,188,84,no,RJ,Testing,2024,Zagueiro Construtor,0.308,22,29,24,0.397623,0.392871,0.326021,0.567117,0.436087,0.383359,0.383614,0.32597,0.297202,0.262038,6.0,11,24,21,13,22,13.0,4.0,20.0,22,79,62,17,27,55,24,55,86,31,24
