Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Finalizações_NoAlvo,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
11,0.556011,0.0,0.0,0.142857,0.290765,0.201603,0.300244,0.360862,0.125,0.594203,0.034188,0.254237,0.120555,0.167804,Gutinho,Democrata GV,Democrata GV,CF,CF,12,32,0,,11,588,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Segundo Atacante,0.168,11,13,15,0.256258,0.242107,0.230769,0.434676,0.45997,0.358075,0.535643,0.351241,0.317308,0.413601,0.33925,0.323338,0.274818,3,13,10.5,11.5,10,8.5,10.0,6,10.5,4.0,12.0,7.0,8.0,76,0,19,11,23,34,23,53,19,69,7,46,38
5,0.0,0.063157,0.0,0.206349,0.098211,0.020149,0.252298,0.0,0.3125,0.637681,0.188034,0.0,0.129597,0.033214,Da Silva,Itabirito,Itabirito,CF,CF,12,25,100000,,8,552,Brazil,Brazil,right,187,0,no,MG,Testing,2024,Segundo Atacante,0.033,12,13,7,0.256258,0.242107,0.230769,0.434676,0.45997,0.358075,0.535643,0.351241,0.317308,0.413601,0.33925,0.323338,0.274818,13,11,10.5,10.0,12,12.0,11.0,13,4.5,3.0,9.0,11.5,7.0,0,15,19,23,7,7,15,0,65,76,30,11,46
8,0.127589,0.077627,0.130435,0.460317,0.0,0.0,0.0,0.429734,0.1875,0.347826,0.205128,0.389831,0.072333,0.0,David Lima,Pouso Alegre,Pouso Alegre,CF,CF,12,24,0,,10,773,Brazil,Brazil,,0,0,no,MG,Testing,2024,Segundo Atacante,0.0,13,13,0,0.256258,0.242107,0.230769,0.434676,0.45997,0.358075,0.535643,0.351241,0.317308,0.413601,0.33925,0.323338,0.274818,7,9,7.0,7.0,13,13.0,13.0,4,8.5,8.0,8.0,5.0,10.0,46,30,46,46,0,0,0,69,34,38,38,61,23
0,0.153587,0.249782,0.0,1.0,1.0,0.710527,0.600193,0.803302,0.307692,0.427027,1.0,0.542169,0.420778,1.0,Pedro,Flamengo,Flamengo,CF,CF,12,26,22000000,2027-12-31,10,800,Brazil,Brazil,right,186,78,no,RJ,Testing,2024,Segundo Atacante,1.0,1,17,94,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,12,8,15.5,1.0,1,3.0,9.0,4,7.5,9.0,1.0,4.0,5.0,29,52,8,94,94,82,47,76,55,47,94,76,70
16,0.222101,0.158417,0.478261,0.157895,0.1981,0.857139,0.756397,0.764379,0.307692,0.535135,0.626582,0.39759,0.137143,0.847163,Cristian Renato,Boavista,Boavista,CF,CF,12,24,0,,11,547,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Segundo Atacante,0.847,2,17,88,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,9,10,6.0,10.0,13,2.0,4.0,5,7.5,5.0,6.0,6.0,11.0,47,41,64,41,23,88,76,70,55,70,64,64,35
1,0.450767,0.612649,0.130435,0.094737,0.19252,0.375004,0.816825,0.129976,1.0,1.0,0.936709,1.0,1.0,0.847085,G. de Arrascaeta,Flamengo,Flamengo,"CF, RCMF",CF,12,29,19000000,2026-12-31,11,973,Uruguay,"Uruguay, Italy",right,172,70,no,RJ,Testing,2024,Segundo Atacante,0.847,3,17,82,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,4,2,13.0,15.0,14,11.0,3.0,14,1.0,1.0,2.5,1.0,1.0,76,88,23,11,17,35,82,17,94,94,85,94,94
8,0.307513,0.130193,0.391304,0.473684,0.618673,0.600006,0.708183,0.488467,0.269231,0.497297,0.582278,0.325301,0.115324,0.793249,Matheus Lucas,Boavista,Boavista,CF,CF,12,25,300000,,14,982,Brazil,Brazil,right,180,80,no,RJ,Testing,2024,Segundo Atacante,0.793,4,17,76,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,6,12,8.0,4.5,4,7.0,6.0,8,9.0,6.0,7.0,10.0,12.0,64,29,52,73,76,58,64,52,47,64,58,41,29
14,0.292975,0.317845,0.318841,0.357895,0.646071,0.615396,0.751032,0.401789,0.153846,0.443243,0.379747,0.361446,0.155844,0.779133,Carlinhos,Nova Iguaçu,Nova Iguaçu,CF,CF,12,27,0,,13,1312,Brazil,Brazil,right,191,82,no,RJ,Testing,2024,Segundo Atacante,0.779,5,17,70,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,7,6,9.0,7.0,2,6.0,5.0,10,11.5,8.0,9.5,8.5,9.0,58,64,47,58,88,64,70,41,32,52,44,50,47
2,0.287463,0.094242,0.173913,0.115789,0.244613,0.500015,0.989428,0.171711,0.538462,0.6,0.936709,0.73494,0.459821,0.680403,Tiquinho Soares,Botafogo,Botafogo,CF,CF,12,33,4000000,2024-12-31,9,732,Brazil,Brazil,right,187,89,no,RJ,Testing,2024,Segundo Atacante,0.68,6,17,64,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,8,15,11.0,12.0,12,10.0,2.0,13,3.0,4.0,2.5,2.0,4.0,52,11,35,29,29,41,88,23,82,76,85,88,76
9,0.120328,0.233156,0.0,0.294737,0.262247,1.0,0.688751,1.0,0.0,0.0,0.094937,0.0,0.0,0.671163,Patrick Carvalho,Portuguesa RJ,Portuguesa RJ,CF,CF,12,27,100000,,10,610,Brazil,Brazil,right,178,69,no,RJ,Testing,2024,Segundo Atacante,0.671,7,17,58,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,13,9,15.5,9.0,9,1.0,7.0,1,16.5,17.0,15.0,16.0,16.5,23,47,8,47,47,94,58,94,2,0,11,5,2
11,0.377804,0.365713,1.0,0.105263,0.151703,0.666667,0.641791,0.666286,0.153846,0.189189,0.14557,0.277108,0.04848,0.669792,João Maranhão,Bangu,Bangu,CF,CF,12,21,0,,10,779,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Segundo Atacante,0.67,8,17,52,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,5,5,1.0,13.5,15,4.0,8.0,7,11.5,15.0,13.0,11.0,15.0,70,70,94,20,11,76,52,58,32,11,23,35,11
12,0.460542,0.426234,0.289855,0.378947,0.340248,0.272733,0.261956,0.673199,0.346154,0.756757,0.696203,0.60241,0.332475,0.648253,Italo Carvalho,Volta Redonda,Volta Redonda,CF,CF,12,27,0,,11,899,Brazil,Brazil,right,183,79,no,RJ,Testing,2024,Segundo Atacante,0.648,9,17,47,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,3,4,10.0,6.0,7,13.0,14.0,6,6.0,3.0,5.0,3.0,6.0,82,76,41,64,58,23,17,64,64,82,70,82,64
10,0.051059,0.124514,0.0,0.557895,0.545053,0.642876,0.525102,0.854552,0.153846,0.389189,0.113924,0.0,0.074805,0.603338,Rodrigão,Madureira,Madureira,CF,CF,12,30,0,,8,503,Brazil,Brazil,right,186,92,no,RJ,Testing,2024,Segundo Atacante,0.603,10,17,41,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,15,13,15.5,2.0,5,5.0,10.0,3,11.5,10.0,14.0,16.0,14.0,11,23,8,88,70,70,41,82,32,41,17,5,17
6,0.116344,0.0,0.144928,0.526316,0.354612,0.545465,0.417674,0.919412,0.5,0.221622,0.322785,0.253012,0.084779,0.595236,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,35,450000,2025-12-31,9,876,Argentina,Argentina,right,187,86,no,RJ,Testing,2024,Segundo Atacante,0.595,11,17,35,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,14,17,12.0,3.0,6,8.0,11.0,2,4.5,13.0,11.0,12.0,13.0,17,0,29,82,64,52,35,88,73,23,35,29,23
13,0.186717,0.290923,0.724638,0.315789,0.622888,0.535715,1.0,0.231302,0.076923,0.205405,0.082278,0.0,0.0,0.548212,Lelê,Fluminense,Fluminense,CF,CF,12,26,0,,10,805,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Segundo Atacante,0.548,12,17,29,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,11,7,5.0,8.0,3,9.0,1.0,12,14.5,14.0,16.0,16.0,16.5,35,58,70,52,82,47,94,29,14,17,5,5,2
15,0.527836,0.456883,0.869565,0.136842,0.252406,0.214292,0.370264,0.238554,0.153846,0.324324,0.379747,0.361446,0.187013,0.507567,Janderson,Botafogo,Botafogo,CF,CF,12,24,0,,11,601,Brazil,Brazil,right,189,77,no,RJ,Testing,2024,Segundo Atacante,0.508,13,17,23,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,2,3,3.5,11.0,10,14.0,13.0,11,11.5,11.5,9.5,8.5,7.0,88,82,79,35,41,17,23,35,32,32,44,50,58
5,1.0,1.0,0.985507,0.0,0.012511,0.0,0.0,0.0,0.5,0.459459,0.753165,0.409639,0.565165,0.48464,Patrick Machado,Brusque,Audax Rio,"CF, AMF",CF,12,25,450000,2024-06-30,6,529,Brazil,Brazil,left,175,65,no,RJ,Testing,2024,Segundo Atacante,0.485,14,17,17,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,1,1,2.0,17.0,16,16.0,16.0,17,4.5,7.0,4.0,5.0,2.0,94,94,88,0,5,5,5,0,73,58,76,70,88
3,0.0,0.009938,0.0,0.473684,0.31238,0.285723,0.376222,0.406412,0.0,0.091892,0.0,0.204819,0.141298,0.210391,G. Cano,Fluminense,Fluminense,CF,CF,12,36,2000000,2025-12-31,5,528,Argentina,"Argentina, Colombia",right,177,72,no,RJ,Testing,2024,Segundo Atacante,0.21,15,17,11,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,17,16,15.5,4.5,8,12.0,12.0,9,16.5,16.0,17.0,13.0,10.0,0,5,8,73,52,29,29,47,2,5,0,23,41
4,0.051014,0.099754,0.463768,0.105263,0.0,0.0,0.0,0.117388,0.884615,0.859459,0.506329,0.385542,0.528049,0.149334,Renato Augusto,Fluminense,Fluminense,"CF, LCMF, AMF",CF,12,36,2000000,,8,566,Brazil,Brazil,right,186,86,no,RJ,Testing,2024,Segundo Atacante,0.149,16,17,5,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,16,14,7.0,13.5,17,16.0,16.0,15,2.0,2.0,8.0,7.0,3.0,5,17,58,20,0,5,5,11,88,88,52,58,82
7,0.206776,0.133545,0.869565,0.042105,0.247939,0.0,0.0,0.081571,0.076923,0.324324,0.189873,0.180723,0.185766,0.0,Cleyton Silva,Bangu,Bangu,"CF, AMF, RW",CF,12,34,350000,,6,605,Brazil,Brazil,right,176,72,no,RJ,Testing,2024,Segundo Atacante,0.0,17,17,0,0.283107,0.276693,0.402387,0.302167,0.353057,0.460092,0.523754,0.467547,0.319005,0.430843,0.455696,0.355067,0.260985,10,11,3.5,16.0,11,16.0,16.0,16,14.5,11.5,12.0,14.0,8.0,41,35,79,5,35,5,5,5,14,32,29,17,52
3,0.580431,0.673909,0.366337,0.820896,1.0,0.430783,0.310734,0.643402,0.548387,0.525424,0.608889,0.669643,0.332625,1.0,E. Valencia,Internacional,Internacional,CF,CF,12,34,3800000,,11,813,Ecuador,Ecuador,right,177,74,no,RS,Testing,2024,Segundo Atacante,1.0,1,24,95,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,5,3,8.5,2.0,1,9.5,14.0,8,2.0,2.0,2.0,2.0,6.0,79,87,64,91,95,60,41,66,91,91,91,91,75
1,0.453561,0.548517,0.0,0.41791,0.708863,0.420003,0.390625,0.470938,1.0,1.0,1.0,1.0,1.0,0.988056,Alan Patrick,Internacional,Internacional,"CF, AMF, LCMF",CF,12,32,5000000,2026-12-31,11,891,Brazil,Brazil,right,177,70,no,RS,Testing,2024,Segundo Atacante,0.988,2,24,91,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,9,5,20.5,9.5,4,11.0,10.0,12,1.0,1.0,1.0,1.0,1.0,62,79,14,60,83,54,58,50,95,95,95,95,95
18,0.190174,0.207634,0.762376,0.58209,0.510879,0.622221,0.513566,0.930821,0.096774,0.161017,0.342222,0.339286,0.255621,0.74332,André Henrique,Grêmio,Grêmio,"CF, RW",CF,12,22,0,,11,513,Brazil,Brazil,right,189,76,no,RS,Testing,2024,Segundo Atacante,0.743,3,24,87,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,22,17,2.0,5.0,14,4.0,8.0,2,15.0,16.0,8.0,9.0,9.0,8,29,91,79,41,83,66,91,37,33,66,62,62
15,0.685166,0.2341,0.0,0.238806,0.308689,0.933331,1.0,0.410315,0.064516,0.072034,0.155556,0.151786,0.075664,0.696837,Luam Parede,Novo Hamburgo,Novo Hamburgo,CF,CF,12,28,0,,8,563,Brazil,Brazil,,193,85,no,RS,Testing,2024,Segundo Atacante,0.697,4,24,83,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,3,15,20.5,17.5,18,2.0,1.0,16,18.5,21.5,16.0,14.5,15.0,87,37,14,27,25,91,95,33,22,10,33,39,37
5,0.23094,0.2791,0.465347,0.223881,0.649119,0.46668,0.614035,0.342071,0.354839,0.398305,0.248889,0.5,0.502052,0.685128,Erick Farias,Juventude,Juventude,"CF, LW, LAMF",CF,12,27,600000,,12,958,Brazil,Brazil,right,172,70,no,RS,Testing,2024,Segundo Atacante,0.685,5,24,79,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,20,12,4.5,19.0,7,8.0,5.0,18,3.0,3.0,10.0,4.0,2.0,16,50,81,20,70,66,79,25,87,87,58,83,91
20,0.41292,0.277136,0.0,0.343284,0.300634,1.0,0.66358,0.837125,0.032258,0.072034,0.0,0.080357,0.037832,0.679479,Michel,Guarany de Bagé,Guarany de Bagé,CF,CF,12,34,0,,12,1055,Brazil,Brazil,right,185,76,no,RS,Testing,2024,Segundo Atacante,0.679,6,24,75,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,10,14,20.5,13.0,20,1.0,4.0,3,21.5,21.5,23.0,18.5,20.0,58,41,14,45,16,95,83,87,10,10,4,22,16
23,0.90482,1.0,1.0,0.164179,0.704565,0.266674,0.555556,0.131895,0.322581,0.330508,0.2,0.303571,0.398504,0.652806,Gabriel Silva,Caxias,Caxias,"CF, RAMF, LW",CF,12,25,0,,13,894,Brazil,Brazil,right,177,0,no,RS,Testing,2024,Segundo Atacante,0.653,7,24,70,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,2,1,1.0,20.5,5,16.0,7.0,23,4.0,5.0,15.0,10.0,5.0,91,95,95,14,79,33,70,4,83,79,37,58,79
6,0.355067,0.162524,0.09901,0.298507,0.37367,0.658817,0.694444,0.466415,0.096774,0.338983,0.355556,0.267857,0.178015,0.649035,Zé Vitor,Ypiranga Erechim,Ypiranga Erechim,CF,CF,12,25,300000,2024-12-31,11,901,Brazil,Brazil,right,182,78,no,RS,Testing,2024,Segundo Atacante,0.649,8,24,66,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,13,19,16.0,15.5,17,3.0,3.0,13,15.0,4.0,6.5,11.0,12.0,45,20,33,35,29,87,87,45,37,83,72,54,50
17,0.470762,0.372734,0.455446,0.537313,0.783202,0.560004,0.385417,0.79604,0.064516,0.15678,0.08,0.25,0.040057,0.637515,Carlos Renê,EC São José,EC São José,"CF, LWF",CF,12,20,0,,12,979,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Segundo Atacante,0.638,9,24,62,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,7,6,6.0,6.0,2,5.0,11.0,4,18.5,17.0,21.0,12.0,19.0,70,75,75,75,91,79,54,83,22,29,12,50,20
4,0.265166,0.277974,0.405941,0.38806,0.721937,0.533348,0.569444,0.456522,0.096774,0.131356,0.093333,0.089286,0.046734,0.575153,Gilberto,Juventude,Juventude,CF,CF,12,34,1000000,2024-06-30,10,875,Brazil,Brazil,right,178,70,no,RS,Testing,2024,Segundo Atacante,0.575,10,24,58,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,18,13,7.0,11.0,3,6.0,6.0,14,15.0,20.0,20.0,17.0,17.0,25,45,70,54,87,75,75,41,37,16,16,29,29
0,0.38079,0.32275,0.128713,0.522388,0.533939,0.400011,0.373932,0.762678,0.129032,0.224576,0.355556,0.0,0.120172,0.567532,João Pedro,Grêmio,Grêmio,CF,CF,12,32,6500000,2025-06-30,13,762,Brazil,"Brazil, Italy",right,184,73,yes,RS,Testing,2024,Segundo Atacante,0.568,11,24,54,0.397966,0.318242,0.243812,0.38806,0.490975,0.364517,0.360998,0.494468,0.181452,0.245056,0.26037,0.268601,0.21498,11,10,14.5,7.0,10,12.0,12.0,5,11.0,10.0,6.5,22.0,14.0,54,58,39,70,58,50,50,79,54,58,72,8,41
