Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,xG,xA,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,xA_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,xA_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,xA_Percentil
7,0.381264,0.350143,0.524619,0.185908,0.274382,0.0,0.074074,0.316515,Matheuzinho,EC São José,EC São José,"LW, RB, LWF",LW,10,29,150000,,7,678,Brazil,Brazil,right,169,67,no,RS,Testing,2024,Extremo Tático,0.317,19,21,9,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,15.0,16,11,16,15,20.0,19.0,28,23,47,23,28,4,9
13,0.0,0.0,0.414231,0.165574,0.361403,0.52,0.62963,0.2805,Pablo Bueno,Santa Cruz RS,Santa Cruz RS,"LW, LAMF, RAMF",LW,10,33,0,,11,708,Brazil,Brazil,,0,0,no,RS,Testing,2024,Extremo Tático,0.281,20,21,4,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,21.0,21,15,17,10,6.0,3.0,0,0,28,19,52,71,85
11,0.145969,0.044567,0.0,0.0,0.47081,0.28,0.111111,0.0,Felipe Cruz,Avenida,Avenida,"LAMF, LW",LAMF,10,23,0,2024-12-31,9,593,Brazil,Brazil,right,185,74,no,RS,Testing,2024,Extremo Tático,0.0,21,21,0,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,18.0,20,21,21,9,12.0,17.0,14,4,0,0,57,42,19
5,0.489603,0.578592,0.794591,0.709995,0.286414,0.5625,1.0,1.0,R. Otero,Santos,Santos,"RAMF, RW, AMF",RAMF,10,31,1200000,,13,836,Venezuela,Venezuela,right,165,66,no,SP,Testing,2024,Extremo Tático,1.0,1,30,96,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,12.0,11,2,7,12,8.0,1.0,60,63,93,76,60,73,96
0,0.357278,0.293628,0.71783,0.846256,0.34426,0.21875,0.928571,0.951479,Helinho,Red Bull Bragantino,Red Bull Bragantino,"RWF, RW, RAMF",RWF,11,23,6000000,2026-12-31,12,888,Brazil,Brazil,left,175,66,no,SP,Testing,2024,Extremo Tático,0.951,2,30,93,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,18.0,18,3,3,7,17.5,2.0,40,40,90,90,76,41,93
12,1.0,0.672048,1.0,1.0,0.0,0.03125,0.357143,0.942979,Pablo Diogo,Ituano,Ituano,"RAMF, LW, RW",RAMF,10,31,350000,,10,716,Brazil,Brazil,right,175,67,no,SP,Testing,2024,Extremo Tático,0.943,3,30,90,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,1.0,8,1,1,30,27.0,13.0,96,73,96,96,0,10,56
22,0.926276,0.986378,0.608219,0.815566,0.136869,0.0,0.071429,0.877754,Patrick Brey,Botafogo SP,Botafogo SP,"LW, LWB, LAMF",LW,10,26,125000,,11,574,Brazil,"Brazil, Germany",left,177,67,no,SP,Testing,2024,Extremo Tático,0.878,4,30,86,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,2.0,2,4,4,20,29.0,25.0,93,93,86,86,33,3,16
26,0.162571,0.273998,0.491109,0.870388,0.626679,0.21875,0.321429,0.869919,Wesley Gassova,Corinthians,Corinthians,"LWF, LW",LWF,11,18,0,,11,648,Brazil,Brazil,right,175,71,no,SP,Testing,2024,Extremo Tático,0.87,5,30,83,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,27.0,19,10,2,2,17.5,16.0,10,36,66,93,93,41,46
2,0.230624,0.228132,0.432609,0.705681,0.405155,0.84375,0.321429,0.862514,Ferreira,São Paulo,São Paulo,"LAMF, LW, LWF",LAMF,10,26,5000000,2024-12-31,13,683,Brazil,Brazil,right,175,65,no,SP,Testing,2024,Extremo Tático,0.863,6,30,80,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,25.0,21,11,8,4,2.5,16.0,16,30,63,73,86,91,46
25,0.778828,0.870139,0.57532,0.479848,0.118321,0.3125,0.321429,0.841122,Negueba,Mirassol,Mirassol,"RW, RAMF",RW,10,24,50000,2025-12-09,12,929,Brazil,Brazil,right,171,62,no,SP,Testing,2024,Extremo Tático,0.841,7,30,76,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,4.0,4,5,16,23,15.0,16.0,86,86,83,46,23,50,46
27,0.319471,0.347638,0.570727,0.675363,0.455542,0.53125,0.392857,0.835617,Bruno Michel,Santo André,Santo André,"LAMF, RW, CF",LAMF,10,24,0,,10,519,Brazil,Brazil,left,166,71,no,SP,Testing,2024,Extremo Tático,0.836,8,30,73,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,22.0,16,6,9,3,10.0,11.5,26,46,80,70,90,66,61
19,0.359168,0.392701,0.492729,0.757726,0.109167,0.375,0.142857,0.755621,Éverton Brito,Inter de Limeira,Inter de Limeira,"RW, RWF",RW,10,28,200000,,11,837,Brazil,Brazil,right,170,66,no,SP,Testing,2024,Extremo Tático,0.756,9,30,70,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,17.0,15,9,5,25,13.0,22.5,43,50,70,83,16,56,25
6,0.765595,0.634578,0.348272,0.59434,0.308892,0.6875,0.428571,0.731924,Guilherme,Santos,Santos,"LAMF, LW",LAMF,10,28,800000,2024-12-31,14,1257,Brazil,Brazil,left,178,68,no,SP,Testing,2024,Extremo Tático,0.732,10,30,66,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,5.0,9,15,10,11,5.0,10.0,83,70,50,66,63,83,66
3,0.52552,0.438424,0.348981,0.744646,0.117706,0.5625,0.285714,0.702195,Á. Romero,Corinthians,Corinthians,"RWF, CF, LAMF",RWF,11,31,2000000,2024-12-31,11,875,Paraguay,Paraguay,right,175,73,no,SP,Testing,2024,Extremo Tático,0.702,11,30,63,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,11.0,13,14,6,24,8.0,19.0,63,56,53,80,20,73,36
1,0.640832,0.688534,0.345129,0.384359,0.332496,0.25,0.321429,0.690051,Vitinho,Red Bull Bragantino,Red Bull Bragantino,"LWF, LW",LWF,11,24,5000000,2026-06-30,10,676,Brazil,Brazil,right,181,75,no,SP,Testing,2024,Extremo Tático,0.69,12,30,60,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,7.0,7,16,21,9,16.0,16.0,76,76,46,30,70,46,46
13,0.563327,0.71719,0.196013,0.502099,0.209344,0.125,0.892857,0.665125,Reinaldo,Guarani,Guarani,"RAMF, RW, LW",RAMF,10,22,300000,,12,892,Brazil,Brazil,right,177,73,no,SP,Testing,2024,Extremo Tático,0.665,13,30,56,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,10.0,6,23,14,15,24.0,3.0,66,80,23,53,50,20,90
10,0.829868,1.0,0.258432,0.294154,0.386327,0.15625,0.321429,0.603728,Fernandinho,Mirassol,Mirassol,"LW, LAMF",LW,10,26,400000,,11,735,Brazil,Brazil,right,175,70,no,SP,Testing,2024,Extremo Tático,0.604,14,30,53,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,3.0,1,21,23,6,20.5,16.0,90,96,30,23,80,31,46
17,0.58034,0.956664,0.103965,0.382514,0.196032,0.0,0.0,0.565072,Keké,Água Santa,Água Santa,"LW, LAMF, LWF",LW,10,28,250000,,11,634,Brazil,Brazil,right,177,71,yes,SP,Testing,2024,Extremo Tático,0.565,15,30,50,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,9.0,3,28,22,16,29.0,29.0,70,90,6,26,46,3,3
16,0.353497,0.399834,0.344774,0.509643,0.096215,0.46875,0.5,0.562608,Rômulo,Grêmio Novorizontino,Grêmio Novorizontino,"LW, LWF",LW,10,22,300000,2025-06-30,13,1058,Brazil,Brazil,right,175,64,no,SP,Testing,2024,Extremo Tático,0.563,16,30,46,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,19.0,14,17,13,27,11.0,7.0,36,53,43,56,10,63,76
20,0.655955,0.138905,0.34246,0.548821,1.0,0.15625,0.142857,0.549718,Victor Andrade,Portuguesa,Portuguesa,"LW, LAMF, CF",LW,10,28,200000,,8,561,Brazil,Brazil,right,178,72,no,SP,Testing,2024,Extremo Tático,0.55,17,30,43,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,6.0,25,18,12,1,20.5,22.5,80,16,40,60,96,31,25
8,0.0,0.00492,0.548991,0.588078,0.096766,0.15625,0.5,0.549137,Felipe Ferreira,Santo André,Santo André,"RW, AMF, CF",RW,10,29,400000,,10,620,Brazil,Brazil,right,186,74,no,SP,Testing,2024,Extremo Tático,0.549,18,30,40,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,30.0,29,8,11,26,20.5,7.0,0,3,73,63,13,31,76
4,0.266541,0.322754,0.329985,0.487119,0.319709,0.15625,0.714286,0.528748,Pedrinho,Santos,Santos,"RAMF, LAMF, RWF",RAMF,10,24,2000000,2026-06-30,13,696,Brazil,"Brazil, Italy",right,176,64,yes,SP,Testing,2024,Extremo Tático,0.529,19,30,36,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,24.0,17,20,15,10,20.5,4.0,20,43,33,50,66,31,86
21,0.36673,0.240654,0.335193,0.476379,0.133762,0.84375,0.678571,0.491575,Juninho,Inter de Limeira,Inter de Limeira,LW,LW,10,28,175000,2024-04-10,7,520,Brazil,Brazil,right,170,72,no,SP,Testing,2024,Extremo Tático,0.492,20,30,33,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,15.0,20,19,17,21,2.5,5.0,50,33,36,43,30,91,83
7,0.134216,0.13456,0.561327,0.453274,0.398548,0.0625,0.214286,0.477704,Douglas Baggio,Botafogo SP,Botafogo SP,"RW, LWF, AMF",RW,10,29,500000,,11,820,Brazil,Brazil,right,172,71,no,SP,Testing,2024,Extremo Tático,0.478,21,30,30,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,28.0,26,7,18,5,26.0,20.5,6,13,76,40,83,13,31
11,0.362949,0.127853,0.370141,0.429012,0.031705,0.4375,0.464286,0.383636,Waguininho,Grêmio Novorizontino,Grêmio Novorizontino,"RW, LW, RWF",RW,10,34,400000,,14,984,Brazil,Brazil,right,177,75,no,SP,Testing,2024,Extremo Tático,0.384,22,30,26,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,16.0,27,12,19,28,12.0,9.0,46,10,60,36,6,60,70
18,0.461248,0.461943,0.144805,0.2367,0.232832,0.125,0.5,0.341715,Lucas Tocantins,São Bernardo FC,São Bernardo FC,"RW, RWF, CF",RW,10,29,200000,2024-04-10,11,771,Brazil,Brazil,right,180,76,no,SP,Testing,2024,Extremo Tático,0.342,23,30,23,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,13.0,12,26,25,13,24.0,7.0,56,60,13,16,56,20,76
29,0.347826,0.1395,0.358673,0.421058,0.128347,0.625,0.107143,0.306222,Silvinho,São Bernardo FC,São Bernardo FC,"LW, CF, RW",LW,10,33,0,,10,567,Brazil,Brazil,right,174,72,no,SP,Testing,2024,Extremo Tático,0.306,24,30,20,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,20.0,24,13,20,22,6.0,24.0,33,20,56,33,26,80,20
23,0.63327,0.590375,0.127092,0.160979,0.152326,1.0,0.035714,0.283848,Pablo Thomaz,Guarani,Guarani,"LW, CF, LWF",LW,10,24,75000,,7,541,Brazil,Brazil,right,180,63,no,SP,Testing,2024,Extremo Tático,0.284,25,30,16,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,8.0,10,27,29,17,1.0,26.5,73,66,10,3,43,96,11
9,0.330813,0.20338,0.18747,0.224133,0.333611,0.0,0.214286,0.167491,Emerson Negueba,Botafogo SP,Botafogo SP,"RWF, RW, RB",RWF,11,23,400000,2026-12-31,12,704,Brazil,Brazil,right,175,75,yes,SP,Testing,2024,Extremo Tático,0.167,26,30,13,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,21.0,22,24,26,8,29.0,20.5,30,26,20,13,73,3,31
28,0.402647,0.750643,0.0,0.0,0.231501,0.8125,0.0,0.093357,Matheus Régis,São Bernardo FC,São Bernardo FC,"LWF, LW, RW",LWF,11,24,0,2026-01-30,12,717,Brazil,Brazil,right,181,72,no,SP,Testing,2024,Extremo Tático,0.093,27,30,10,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,14.0,5,30,30,14,4.0,29.0,53,83,0,0,53,86,3
24,0.272212,0.0,0.057632,0.259695,0.004719,0.125,0.392857,0.06299,Bruno Xavier,Água Santa,Água Santa,"RW, LAMF, RAMF",RW,10,27,50000,2024-04-10,11,875,Brazil,Brazil,right,178,71,no,SP,Testing,2024,Extremo Tático,0.063,28,30,6,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,23.0,30,29,24,29,24.0,11.5,23,0,3,20,3,20,61
14,0.098299,0.051674,0.21721,0.199464,0.150764,0.5625,0.0,0.036774,Iago Dias,Ponte Preta,Ponte Preta,"LW, LCMF, CF",LW,10,30,300000,,9,692,Brazil,Brazil,right,175,74,no,SP,Testing,2024,Extremo Tático,0.037,29,30,3,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,29.0,28,22,27,18,8.0,29.0,3,6,26,10,40,73,3
15,0.213611,0.183608,0.159193,0.162603,0.137392,0.34375,0.035714,0.0,Felipe Marques,Portuguesa,Portuguesa,"LWF, LCMF, RAMF",LWF,11,34,300000,,10,625,Brazil,Brazil,right,168,0,no,SP,Testing,2024,Extremo Tático,0.0,30,30,0,0.447637,0.427642,0.378962,0.49733,0.24938,0.358333,0.353571,26.0,23,25,28,19,14.0,26.5,13,23,16,6,36,53,11
