Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,xG,xA,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,xA_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,xA_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,xA_Percentil
2,0.751891,0.618474,0.377369,0.839516,0.386993,0.541667,0.902439,0.867581,Luiz Araújo,Flamengo,Flamengo,RW,RW,10,27,6000000,,11,668,Brazil,Brazil,left,175,70,no,RJ,Testing,2024,Extremo Tático,0.868,5,23,78,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,4.0,7,10,4,12,4.0,3.0,82,69,56,82,47,82,86
10,0.73525,0.601931,0.511559,0.495981,0.82219,0.083333,0.195122,0.862016,Gabriel Canela,Bangu,Bangu,"LW, RB, RW",LW,10,24,0,,8,509,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Tático,0.862,6,23,73,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,5.0,8,7,13,3,20.0,14.5,78,65,69,43,86,13,36
18,0.697428,0.584163,0.669216,0.601543,0.10842,0.083333,0.146341,0.851908,Rafael Pernão,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"LW, LCMF, LWF",LW,10,30,0,,10,812,Brazil,Brazil,right,179,70,no,RJ,Testing,2024,Extremo Tático,0.852,7,23,69,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,6.0,10,3,7,21,20.0,17.0,73,56,86,69,8,13,26
1,0.485628,0.318864,0.537593,0.583259,1.0,0.270833,0.878049,0.81686,J. Arias,Fluminense,Fluminense,"RW, LW, LAMF",RW,10,26,8000000,2026-08-15,8,755,Colombia,Colombia,right,168,70,no,RJ,Testing,2024,Extremo Tático,0.817,8,23,65,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,15.0,17,6,10,1,14.0,4.0,34,26,73,56,95,39,82
11,0.909228,0.856305,0.373464,0.51298,0.442376,0.354167,0.341463,0.811851,Arthur Martins,Madureira,Madureira,"RW, RWF",RW,10,24,0,,11,883,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Tático,0.812,9,23,60,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,2.0,2,11,12,10,11.5,8.0,91,91,52,47,56,50,65
0,0.611195,0.721426,0.30938,0.81031,0.496464,0.395833,0.95122,0.795162,Éverton,Flamengo,Flamengo,LW,LW,10,28,11000000,2026-06-30,10,785,Brazil,Brazil,right,174,72,no,RJ,Testing,2024,Extremo Tático,0.795,10,23,56,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,9.0,4,13,5,8,8.0,2.0,60,82,43,78,65,65,91
21,1.0,0.76283,0.265919,0.537792,0.754134,0.229167,0.219512,0.757477,Jefferson,Boavista,Boavista,"RW, LW, CF",RW,10,22,0,,12,801,Brazil,Brazil,right,178,70,no,RJ,Testing,2024,Extremo Tático,0.757,11,23,52,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,1.0,3,15,11,5,15.0,12.0,95,86,34,52,78,34,47
16,0.780635,1.0,0.27863,0.588658,0.819178,0.104167,0.121951,0.746636,Isaac,Fluminense,Fluminense,"LAMF, LW, LWF",LAMF,10,19,0,,6,508,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Extremo Tático,0.747,12,23,47,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,3.0,1,14,9,4,18.0,18.5,86,95,39,60,82,21,19
22,0.561271,0.622609,0.356998,0.368253,0.71163,0.1875,0.317073,0.672006,Matheus Alessandro,Boavista,Boavista,LW,LW,10,27,0,2024-04-30,10,689,Brazil,Brazil,right,171,65,no,RJ,Testing,2024,Extremo Tático,0.672,13,23,43,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,13.0,6,12,16,6,16.0,10.0,43,73,47,30,73,30,56
19,0.627837,0.589746,0.510287,0.304679,0.192408,0.083333,0.195122,0.626136,Anderson Rosa,Portuguesa RJ,Portuguesa RJ,"RW, AMF, LW",RW,10,31,0,,12,1094,Brazil,Brazil,left,175,75,no,RJ,Testing,2024,Extremo Tático,0.626,14,23,39,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,7.0,9,8,18,19,20.0,14.5,69,60,65,21,17,13,36
3,0.585477,0.47064,0.237171,0.408384,0.366584,1.0,0.268293,0.587307,Bruno Henrique,Flamengo,Flamengo,"LW, LAMF, RW",LW,10,33,3000000,,11,579,Brazil,Brazil,right,184,77,no,RJ,Testing,2024,Extremo Tático,0.587,15,23,34,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,11.0,13,16,15,13,1.0,11.0,52,43,30,34,43,95,52
5,0.518911,0.53083,0.185091,0.41833,0.61827,0.6875,0.195122,0.576668,Junior Santos,Botafogo,Botafogo,"RW, RWF, RWB",RW,10,29,600000,2025-12-31,12,856,Brazil,Brazil,right,188,85,no,RJ,Testing,2024,Extremo Tático,0.577,16,23,30,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,14.0,11,20,14,7,3.0,14.5,39,52,13,39,69,86,36
14,0.24357,0.073979,0.383786,0.59962,0.242772,0.333333,0.073171,0.548695,Vini Moura,Volta Redonda,Volta Redonda,"RW, CF, RWF",RW,10,25,0,,9,567,Brazil,Brazil,,181,76,no,RJ,Testing,2024,Extremo Tático,0.549,17,23,26,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,21.0,21,9,8,17,13.0,21.0,8,8,60,65,26,43,8
9,0.426626,0.431405,0.026497,0.287489,0.304703,0.354167,0.756098,0.432996,MV,Volta Redonda,Volta Redonda,"LW, RW",LW,10,25,0,,10,1036,Brazil,Brazil,right,172,68,no,RJ,Testing,2024,Extremo Tático,0.433,18,23,21,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,18.0,14,22,19,15,11.5,5.0,21,39,4,17,34,50,78
20,0.564297,0.507745,0.136592,0.172062,0.418391,0.416667,0.02439,0.359364,Xandinho,Nova Iguaçu,Nova Iguaçu,"RAMF, RW",RAMF,10,26,0,,13,1054,Brazil,Brazil,right,170,65,no,RJ,Testing,2024,Extremo Tático,0.359,19,23,17,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,12.0,12,21,20,11,6.5,22.0,47,47,8,13,52,71,4
13,0.624811,0.371942,0.214697,0.0,0.888451,0.145833,0.341463,0.34288,Clisman,Audax Rio,Audax Rio,"RW, CF",RW,10,25,0,,11,554,Brazil,Brazil,left,0,0,no,RJ,Testing,2024,Extremo Tático,0.343,20,23,13,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,8.0,16,18,23,2,17.0,8.0,65,30,21,0,91,26,65
12,0.420575,0.220369,0.198884,0.355349,0.232549,0.041667,0.195122,0.308214,Edilson,Audax Rio,Audax Rio,"RW, LW, RAMF",RW,10,23,0,,9,598,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Tático,0.308,21,23,8,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,19.0,19,19,17,18,22.0,14.5,17,17,17,26,21,4,36
7,0.435703,0.288572,0.218259,0.158186,0.1414,0.375,0.097561,0.202708,Romarinho,Portuguesa RJ,Portuguesa RJ,"RW, LW, LAMF",RW,10,30,150000,,10,840,Brazil,Brazil,left,170,61,no,RJ,Testing,2024,Extremo Tático,0.203,22,23,4,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,17.0,18,17,21,20,9.5,20.0,26,21,26,8,13,58,13
17,0.195159,0.070051,0.0,0.104333,0.25776,0.375,0.121951,0.0,Max,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"RW, CF, LW",RW,10,21,0,,12,999,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Extremo Tático,0.0,23,23,0,0.543708,0.46913,0.376972,0.512613,0.439688,0.333333,0.362672,22.0,22,23,22,16,9.5,18.5,4,4,0,4,30,58,19
1,0.821351,0.308338,0.809358,1.0,0.181648,0.6,1.0,1.0,C. Pavón,Grêmio,Grêmio,"RW, RWF, RAMF",RW,10,28,4000000,2025-06-30,7,500,Argentina,"Argentina, Italy",right,174,70,no,RS,Testing,2024,Extremo Tático,1.0,1,21,95,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,4.0,17,4,1,20,5.0,1.0,80,19,80,95,4,76,95
9,0.03268,0.124775,0.747274,0.926692,0.480071,0.12,0.259259,0.94427,Jhonatan,Ypiranga Erechim,Ypiranga Erechim,"RW, LW, RAMF",RW,10,30,0,,11,654,Brazil,Brazil,,0,0,no,RS,Testing,2024,Extremo Tático,0.944,2,21,90,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,20.0,19,5,2,7,15.0,11.0,4,9,76,90,66,28,47
4,0.832244,0.832991,0.4697,0.636108,0.476319,0.48,0.407407,0.903762,B. Borasi,São Luiz,São Luiz,RW,RW,10,26,300000,,7,534,Argentina,Argentina,right,171,61,yes,RS,Testing,2024,Extremo Tático,0.904,3,21,85,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,3.0,3,14,4,8,7.0,9.5,85,85,33,80,61,66,54
6,0.594771,0.4156,0.70347,0.703151,0.205073,0.0,0.185185,0.887745,Tinga,Brasil de Pelotas,Brasil de Pelotas,"RW, AMF, LW",RW,10,31,175000,,10,628,Brazil,Brazil,left,178,65,no,RS,Testing,2024,Extremo Tático,0.888,4,21,80,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,10.0,13,7,3,18,20.0,13.5,52,38,66,85,14,4,35
8,0.211329,0.359161,1.0,0.614724,0.272061,0.4,0.481481,0.835976,Mateus Anderson,Ypiranga Erechim,Ypiranga Erechim,"RW, RAMF",RW,10,29,0,,11,737,Brazil,Brazil,left,175,65,no,RS,Testing,2024,Extremo Tático,0.836,5,21,76,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,17.0,15,1,5,16,9.5,5.5,19,28,95,76,23,54,73
19,0.555556,0.75021,0.540498,0.437901,0.77964,0.76,0.481481,0.823182,Gustavo Nunes,Grêmio U20,Grêmio,"LW, LWF",LW,10,18,0,,9,798,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Extremo Tático,0.823,6,21,71,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,11.0,4,10,9,2,3.0,5.5,47,80,52,57,90,85,73
18,0.784314,0.524237,0.969993,0.508119,0.0,0.0,0.074074,0.810963,Arêz,Guarany de Bagé,Guarany de Bagé,"RW, RCMF, LCMF",RW,10,29,0,,11,755,Brazil,Brazil,right,175,72,no,RS,Testing,2024,Extremo Tático,0.811,7,21,66,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,5.0,8,2,7,21,20.0,19.0,76,61,90,66,0,4,9
0,0.470588,0.484283,0.500791,0.539327,0.550106,0.96,0.407407,0.786145,Wanderson,Internacional,Internacional,"LAMF, LW, LCMF",LAMF,10,29,9000000,2025-12-31,13,1018,Brazil,"Brazil, Belgium",right,176,74,no,RS,Testing,2024,Extremo Tático,0.786,8,21,61,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,14.0,10,13,6,5,2.0,9.5,33,52,38,71,76,90,54
10,0.681917,0.405299,0.742829,0.457157,0.68475,0.04,0.222222,0.756036,Gabriel Lima,Ypiranga Erechim,Ypiranga Erechim,"LAMF, LW, LWF",LAMF,10,25,0,,10,604,Brazil,Brazil,right,183,71,no,RS,Testing,2024,Extremo Tático,0.756,9,21,57,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,7.0,14,6,8,3,17.5,12.0,66,33,71,61,85,16,42
3,0.714597,0.614581,0.506128,0.347816,0.287648,0.68,0.074074,0.690256,Lucas Barbosa,Juventude,Juventude,"RAMF, RW, CF",RAMF,10,23,1000000,2026-07-31,14,1180,Brazil,Brazil,left,193,85,yes,RS,Testing,2024,Extremo Tático,0.69,10,21,52,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,6.0,7,12,10,14,4.0,19.0,71,66,42,52,33,80,9
16,0.660131,0.644035,0.300187,0.275116,1.0,0.2,0.444444,0.586164,Wilson Júnior,Guarany de Bagé,Guarany de Bagé,"RW, LW",RW,10,32,0,,11,724,Brazil,Brazil,right,177,74,no,RS,Testing,2024,Extremo Tático,0.586,11,21,47,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,8.0,5,17,13,1,13.0,7.5,61,76,19,38,95,38,64
5,0.551198,0.466737,0.253379,0.33703,0.580798,1.0,0.444444,0.584113,Vitor Feijão,Caxias,Caxias,"LW, LAMF",LW,10,27,250000,,13,948,Brazil,Brazil,right,169,63,no,RS,Testing,2024,Extremo Tático,0.584,12,21,42,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,12.0,12,18,11,4,1.0,7.5,42,42,14,47,80,95,64
2,0.285403,0.487025,0.676338,0.276163,0.227777,0.32,0.555556,0.516802,Hyoran,Internacional,Internacional,"LW, RW, CF",LW,10,30,3000000,,10,540,Brazil,Brazil,right,174,72,no,RS,Testing,2024,Extremo Tático,0.517,13,21,38,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,16.0,9,8,12,17,11.0,4.0,23,57,61,42,19,47,80
15,0.653595,0.633385,0.347498,0.221727,0.290035,0.08,0.148148,0.516684,Marcos Calazans,EC São José,EC São José,"RW, RWF, AMF",RW,10,27,0,,10,756,Brazil,Brazil,left,172,68,no,RS,Testing,2024,Extremo Tático,0.517,14,21,33,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,9.0,6,16,14,13,16.0,15.5,57,71,23,33,38,23,26
12,0.991285,0.912163,0.174313,0.129138,0.352448,0.44,0.888889,0.466007,Maikon Aquino,Avenida,Avenida,"RAMF, RW",RAMF,10,30,0,,8,564,Brazil,Brazil,right,180,77,no,RS,Testing,2024,Extremo Tático,0.466,15,21,28,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,2.0,2,19,19,11,8.0,2.0,90,90,9,9,47,61,90
14,0.507625,0.479835,0.625293,0.199259,0.201419,0.04,0.185185,0.430745,Anderson Tanque,Novo Hamburgo,Novo Hamburgo,"RW, RAMF, RWB",RW,10,26,0,,11,793,Brazil,Brazil,,0,0,no,RS,Testing,2024,Extremo Tático,0.431,16,21,23,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,13.0,11,9,15,19,17.5,13.5,38,47,57,28,9,16,35
17,1.0,1.0,0.173727,0.101229,0.320142,0.16,0.0,0.368029,Mauri,Guarany de Bagé,Guarany de Bagé,"LW, RW",LW,10,31,0,,9,606,Brazil,Brazil,left,171,65,no,RS,Testing,2024,Extremo Tático,0.368,17,21,19,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,1.0,1,20,20,12,14.0,21.0,95,95,4,4,42,33,0
20,0.078431,0.18918,0.820204,0.163526,0.522073,0.4,0.148148,0.345748,Gabriel Pereira,São Luiz,São Luiz,"RW, LW, CF",RW,10,28,0,,11,759,Brazil,Brazil,right,170,72,no,RS,Testing,2024,Extremo Tático,0.346,18,21,14,0.521631,0.477454,0.538087,0.391698,0.405648,0.35619,0.343915,19.0,18,3,18,6,9.5,15.5,9,14,85,14,71,54,26
