Unnamed: 0,Duelos_Aéreos_Ganhos,Duelos_Ofensivos_Ganhos,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Aéreos_Ganhos_LM,Duelos_Ofensivos_Ganhos_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Duelos_Aéreos_Ganhos_Rank,Duelos_Ofensivos_Ganhos_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Duelos_Aéreos_Ganhos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
8,0.217246,0.127589,0.460317,0.0,0.0,0.429734,0.1875,0.205128,0.389831,0.072333,0.104979,David Lima,Pouso Alegre,Pouso Alegre,CF,CF,12,24,0,,10,773,Brazil,Brazil,,0,0,no,MG,Testing,2024,Atacante Referência,0.105,11,13,15,0.502565,0.256258,0.434676,0.358075,0.535643,0.351241,0.317308,0.33925,0.323338,0.274818,10,7,7.0,13.0,13.0,4,8.5,8.0,5.0,10.0,23,46,46,0,0,69,34,38,61,23
4,0.173431,0.138901,0.47619,0.161276,0.397256,0.171118,0.625,0.923077,0.576271,0.85594,0.102822,Guilherme Santos,Villa Nova,Villa Nova,"CF, AMF",CF,12,22,200000,2024-12-31,6,530,Brazil,Brazil,left,181,76,yes,MG,Testing,2024,Atacante Referência,0.103,12,13,7,0.502565,0.256258,0.434676,0.358075,0.535643,0.351241,0.317308,0.33925,0.323338,0.274818,12,6,5.0,10.0,9.0,10,3.0,2.0,4.0,2.0,7,53,61,23,30,23,76,84,69,84
0,0.0,0.081911,0.285714,0.129021,0.228082,0.32375,0.6875,0.666667,0.610169,0.307415,0.0,Paulinho,Atlético Mineiro,Atlético Mineiro,"CF, AMF, RAMF",CF,12,23,7500000,,10,1011,Brazil,Brazil,right,177,80,no,MG,Testing,2024,Atacante Referência,0.0,13,13,0,0.502565,0.256258,0.434676,0.358075,0.535643,0.351241,0.317308,0.33925,0.323338,0.274818,13,8,9.0,11.0,12.0,7,2.0,3.0,3.0,5.0,0,38,30,15,7,46,84,76,76,61
10,1.0,0.051059,0.557895,0.642876,0.525102,0.854552,0.153846,0.113924,0.0,0.074805,1.0,Rodrigão,Madureira,Madureira,CF,CF,12,30,0,,8,503,Brazil,Brazil,right,186,92,no,RJ,Testing,2024,Atacante Referência,1.0,1,17,94,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,1,15,2.0,5.0,10.0,3,11.5,14.0,16.0,14.0,94,11,88,70,41,82,32,17,5,17
16,0.519707,0.222101,0.157895,0.857139,0.756397,0.764379,0.307692,0.626582,0.39759,0.137143,0.972315,Cristian Renato,Boavista,Boavista,CF,CF,12,24,0,,11,547,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Atacante Referência,0.972,2,17,88,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,3,9,10.0,2.0,4.0,5,7.5,6.0,6.0,11.0,82,47,41,88,76,70,55,64,64,35
6,0.748857,0.116344,0.526316,0.545465,0.417674,0.919412,0.5,0.322785,0.253012,0.084779,0.925279,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,35,450000,2025-12-31,9,876,Argentina,Argentina,right,187,86,no,RJ,Testing,2024,Atacante Referência,0.925,3,17,82,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,2,14,3.0,8.0,11.0,2,4.5,11.0,12.0,13.0,88,17,82,52,35,88,73,35,29,23
11,0.392546,0.377804,0.105263,0.666667,0.641791,0.666286,0.153846,0.14557,0.277108,0.04848,0.906036,João Maranhão,Bangu,Bangu,CF,CF,12,21,0,,10,779,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Atacante Referência,0.906,4,17,76,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,6,5,13.5,4.0,8.0,7,11.5,13.0,11.0,15.0,64,70,20,76,52,58,32,23,35,11
14,0.508775,0.292975,0.357895,0.615396,0.751032,0.401789,0.153846,0.379747,0.361446,0.155844,0.888663,Carlinhos,Nova Iguaçu,Nova Iguaçu,CF,CF,12,27,0,,13,1312,Brazil,Brazil,right,191,82,no,RJ,Testing,2024,Atacante Referência,0.889,5,17,70,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,4,7,7.0,6.0,5.0,10,11.5,9.5,8.5,9.0,76,58,58,64,70,41,32,44,50,47
9,0.222487,0.120328,0.294737,1.0,0.688751,1.0,0.0,0.094937,0.0,0.0,0.772937,Patrick Carvalho,Portuguesa RJ,Portuguesa RJ,CF,CF,12,27,100000,,10,610,Brazil,Brazil,right,178,69,no,RJ,Testing,2024,Atacante Referência,0.773,6,17,64,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,9,13,9.0,1.0,7.0,1,16.5,15.0,16.0,16.5,47,23,47,94,58,94,2,11,5,2
13,0.428109,0.186717,0.315789,0.535715,1.0,0.231302,0.076923,0.082278,0.0,0.0,0.740464,Lelê,Fluminense,Fluminense,CF,CF,12,26,0,,10,805,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Atacante Referência,0.74,7,17,58,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,5,11,8.0,9.0,1.0,12,14.5,16.0,16.0,16.5,70,35,52,47,94,29,14,5,5,2
0,0.191791,0.153587,1.0,0.710527,0.600193,0.803302,0.307692,1.0,0.542169,0.420778,0.718774,Pedro,Flamengo,Flamengo,CF,CF,12,26,22000000,2027-12-31,10,800,Brazil,Brazil,right,186,78,no,RJ,Testing,2024,Atacante Referência,0.719,8,17,52,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,11,12,1.0,3.0,9.0,4,7.5,1.0,4.0,5.0,35,29,94,82,47,76,55,94,76,70
8,0.2224,0.307513,0.473684,0.600006,0.708183,0.488467,0.269231,0.582278,0.325301,0.115324,0.705213,Matheus Lucas,Boavista,Boavista,CF,CF,12,25,300000,,14,982,Brazil,Brazil,right,180,80,no,RJ,Testing,2024,Atacante Referência,0.705,9,17,47,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,10,6,4.5,7.0,6.0,8,9.0,7.0,10.0,12.0,41,64,73,58,64,52,47,58,41,29
2,0.299188,0.287463,0.115789,0.500015,0.989428,0.171711,0.538462,0.936709,0.73494,0.459821,0.669025,Tiquinho Soares,Botafogo,Botafogo,CF,CF,12,33,4000000,2024-12-31,9,732,Brazil,Brazil,right,187,89,no,RJ,Testing,2024,Atacante Referência,0.669,10,17,41,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,8,8,12.0,10.0,2.0,13,3.0,2.5,2.0,4.0,52,52,29,41,88,23,82,85,88,76
15,0.32734,0.527836,0.136842,0.214292,0.370264,0.238554,0.153846,0.379747,0.361446,0.187013,0.567154,Janderson,Botafogo,Botafogo,CF,CF,12,24,0,,11,601,Brazil,Brazil,right,189,77,no,RJ,Testing,2024,Atacante Referência,0.567,11,17,35,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,7,2,11.0,14.0,13.0,11,11.5,9.5,8.5,7.0,58,88,35,17,23,35,32,44,50,58
12,0.121469,0.460542,0.378947,0.272733,0.261956,0.673199,0.346154,0.696203,0.60241,0.332475,0.526489,Italo Carvalho,Volta Redonda,Volta Redonda,CF,CF,12,27,0,,11,899,Brazil,Brazil,right,183,79,no,RJ,Testing,2024,Atacante Referência,0.526,12,17,29,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,13,3,6.0,13.0,14.0,6,6.0,5.0,3.0,6.0,23,82,64,23,17,64,64,70,82,64
5,0.041299,1.0,0.0,0.0,0.0,0.0,0.5,0.753165,0.409639,0.565165,0.515675,Patrick Machado,Brusque,Audax Rio,"CF, AMF",CF,12,25,450000,2024-06-30,6,529,Brazil,Brazil,left,175,65,no,RJ,Testing,2024,Atacante Referência,0.516,13,17,23,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,16,1,17.0,16.0,16.0,17,4.5,4.0,5.0,2.0,5,94,0,5,5,0,73,76,70,88
1,0.044943,0.450767,0.094737,0.375004,0.816825,0.129976,1.0,0.936709,1.0,1.0,0.514653,G. de Arrascaeta,Flamengo,Flamengo,"CF, RCMF",CF,12,29,19000000,2026-12-31,11,973,Uruguay,"Uruguay, Italy",right,172,70,no,RJ,Testing,2024,Atacante Referência,0.515,14,17,17,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,15,4,15.0,11.0,3.0,14,1.0,2.5,1.0,1.0,11,76,11,35,82,17,94,85,94,94
3,0.123906,0.0,0.473684,0.285723,0.376222,0.406412,0.0,0.0,0.204819,0.141298,0.288033,G. Cano,Fluminense,Fluminense,CF,CF,12,36,2000000,2025-12-31,5,528,Argentina,"Argentina, Colombia",right,177,72,no,RJ,Testing,2024,Atacante Referência,0.288,15,17,11,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,12,17,4.5,12.0,12.0,9,16.5,17.0,13.0,10.0,29,0,73,29,29,47,2,0,23,41
4,0.07774,0.051014,0.105263,0.0,0.0,0.117388,0.884615,0.506329,0.385542,0.528049,0.000196,Renato Augusto,Fluminense,Fluminense,"CF, LCMF, AMF",CF,12,36,2000000,,8,566,Brazil,Brazil,right,186,86,no,RJ,Testing,2024,Atacante Referência,0.0,16,17,5,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,14,16,13.5,16.0,16.0,15,2.0,8.0,7.0,3.0,17,5,20,5,5,11,88,52,58,82
7,0.0,0.206776,0.042105,0.0,0.0,0.081571,0.076923,0.189873,0.180723,0.185766,0.0,Cleyton Silva,Bangu,Bangu,"CF, AMF, RW",CF,12,34,350000,,6,605,Brazil,Brazil,right,176,72,no,RJ,Testing,2024,Atacante Referência,0.0,17,17,0,0.310033,0.283107,0.302167,0.460092,0.523754,0.467547,0.319005,0.455696,0.355067,0.260985,17,10,16.0,16.0,16.0,16,14.5,12.0,14.0,8.0,0,41,5,5,5,5,14,29,17,52
15,1.0,0.685166,0.238806,0.933331,1.0,0.410315,0.064516,0.155556,0.151786,0.075664,1.0,Luam Parede,Novo Hamburgo,Novo Hamburgo,CF,CF,12,28,0,,8,563,Brazil,Brazil,,193,85,no,RS,Testing,2024,Atacante Referência,1.0,1,24,95,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,1,3,17.5,2.0,1.0,16,18.5,16.0,14.5,15.0,95,87,27,91,95,33,22,33,39,37
6,0.491858,0.355067,0.298507,0.658817,0.694444,0.466415,0.096774,0.355556,0.267857,0.178015,0.875713,Zé Vitor,Ypiranga Erechim,Ypiranga Erechim,CF,CF,12,25,300000,2024-12-31,11,901,Brazil,Brazil,right,182,78,no,RS,Testing,2024,Atacante Referência,0.876,2,24,91,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,6,13,15.5,3.0,3.0,13,15.0,6.5,11.0,12.0,75,45,35,87,87,45,37,72,54,50
20,0.35277,0.41292,0.343284,1.0,0.66358,0.837125,0.032258,0.0,0.080357,0.037832,0.853487,Michel,Guarany de Bagé,Guarany de Bagé,CF,CF,12,34,0,,12,1055,Brazil,Brazil,right,185,76,no,RS,Testing,2024,Atacante Referência,0.853,3,24,87,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,9,10,13.0,1.0,4.0,3,21.5,23.0,18.5,20.0,62,58,45,95,83,87,10,4,22,16
19,0.677903,0.455505,0.089552,0.5091,0.75,0.284047,0.064516,0.124444,0.080357,0.041537,0.797538,JP Bardales,Brasil de Pelotas,Brasil de Pelotas,"CF, RW",CF,12,24,0,,11,979,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Referência,0.798,4,24,83,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,5,8,22.0,7.0,2.0,20,18.5,18.5,18.5,18.0,79,66,8,70,91,16,22,22,22,25
8,0.741444,0.308828,1.0,0.336003,0.269953,0.651356,0.0,0.0,0.0,0.0,0.775985,Álvaro,Caxias,Caxias,CF,CF,12,26,200000,,8,583,Brazil,Brazil,right,185,75,no,RS,Testing,2024,Atacante Referência,0.776,5,24,79,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,4,15,1.0,13.0,16.0,7,23.5,23.0,22.0,22.5,83,37,95,45,33,70,2,4,8,6
0,0.4579,0.38079,0.522388,0.400011,0.373932,0.762678,0.129032,0.355556,0.0,0.120172,0.740858,João Pedro,Grêmio,Grêmio,CF,CF,12,32,6500000,2025-06-30,13,762,Brazil,"Brazil, Italy",right,184,73,yes,RS,Testing,2024,Atacante Referência,0.741,6,24,75,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,7,11,7.0,12.0,12.0,5,11.0,6.5,22.0,14.0,70,54,70,50,50,79,54,72,8,41
17,0.189822,0.470762,0.537313,0.560004,0.385417,0.79604,0.064516,0.08,0.25,0.040057,0.724049,Carlos Renê,EC São José,EC São José,"CF, LWF",CF,12,20,0,,12,979,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Atacante Referência,0.724,7,24,70,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,16,7,6.0,5.0,11.0,4,18.5,21.0,12.0,19.0,33,70,75,79,54,83,22,12,50,20
3,0.24003,0.580431,0.820896,0.430783,0.310734,0.643402,0.548387,0.608889,0.669643,0.332625,0.715708,E. Valencia,Internacional,Internacional,CF,CF,12,34,3800000,,11,813,Ecuador,Ecuador,right,177,74,no,RS,Testing,2024,Atacante Referência,0.716,8,24,66,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,15,5,2.0,9.5,14.0,8,2.0,2.0,2.0,6.0,37,79,91,60,41,66,91,91,91,75
18,0.344439,0.190174,0.58209,0.622221,0.513566,0.930821,0.096774,0.342222,0.339286,0.255621,0.692209,André Henrique,Grêmio,Grêmio,"CF, RW",CF,12,22,0,,11,513,Brazil,Brazil,right,189,76,no,RS,Testing,2024,Atacante Referência,0.692,9,24,62,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,10,22,5.0,4.0,8.0,2,15.0,8.0,9.0,9.0,58,8,79,83,66,91,37,66,62,62
9,0.770628,0.282999,0.41791,0.164697,0.195312,0.384073,0.193548,0.204444,0.410714,0.411255,0.689584,Gabriel Morbeck,São Luiz,São Luiz,CF,CF,12,26,150000,,10,583,Brazil,Brazil,left,187,79,no,RS,Testing,2024,Atacante Referência,0.69,10,24,58,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,2,16,9.5,19.0,17.0,17,7.0,14.0,6.0,4.0,91,33,60,20,29,29,70,41,75,83
22,0.157941,0.615542,0.373134,0.430783,0.33046,0.680989,0.290323,0.208889,0.205357,0.311557,0.678715,Diogo Sodré,São Luiz,São Luiz,CF,CF,12,33,0,,11,770,Brazil,Brazil,right,181,78,no,RS,Testing,2024,Atacante Referência,0.679,11,24,54,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,17,4,12.0,9.5,13.0,6,5.0,13.0,13.0,8.0,29,83,50,60,45,75,79,45,45,66
23,0.086791,0.90482,0.164179,0.266674,0.555556,0.131895,0.322581,0.2,0.303571,0.398504,0.652931,Gabriel Silva,Caxias,Caxias,"CF, RAMF, LW",CF,12,25,0,,13,894,Brazil,Brazil,right,177,0,no,RS,Testing,2024,Atacante Referência,0.653,12,24,50,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,20,2,20.5,16.0,7.0,23,4.0,15.0,10.0,5.0,16,91,14,33,70,4,83,37,58,79
16,0.759257,0.212814,0.238806,0.0,0.0,0.487214,0.064516,0.226667,0.151786,0.0,0.637021,Édipo,Novo Hamburgo,Novo Hamburgo,CF,CF,12,30,0,,11,572,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Referência,0.637,13,24,45,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,3,21,17.5,22.0,22.0,11,18.5,12.0,14.5,22.5,87,12,27,8,8,54,22,50,39,6
1,0.001931,0.453561,0.41791,0.420003,0.390625,0.470938,1.0,1.0,1.0,1.0,0.535799,Alan Patrick,Internacional,Internacional,"CF, AMF, LCMF",CF,12,32,5000000,2026-12-31,11,891,Brazil,Brazil,right,177,70,no,RS,Testing,2024,Atacante Referência,0.536,14,24,41,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,23,9,9.5,11.0,10.0,12,1.0,1.0,1.0,1.0,4,62,60,54,58,50,95,95,95,95
4,0.155864,0.265166,0.38806,0.533348,0.569444,0.456522,0.096774,0.093333,0.089286,0.046734,0.519721,Gilberto,Juventude,Juventude,CF,CF,12,34,1000000,2024-06-30,10,875,Brazil,Brazil,right,178,70,no,RS,Testing,2024,Atacante Referência,0.52,15,24,37,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,18,18,11.0,6.0,6.0,14,15.0,20.0,17.0,17.0,25,25,54,75,75,41,37,16,29,29
12,0.260329,0.36435,0.328358,0.29473,0.432692,0.29681,0.225806,0.24,0.598214,0.23906,0.50333,Kayan,EC São José,EC São José,"CF, LW, LWF",CF,12,23,0,,11,671,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Atacante Referência,0.503,16,24,33,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,14,12,14.0,14.0,9.0,19,6.0,11.0,3.0,10.0,41,50,41,41,62,20,75,54,87,58
14,0.306205,0.271894,0.686567,0.25455,0.141667,1.0,0.129032,0.457778,0.464286,0.151328,0.459898,Hélio Paraíba,Avenida,Avenida,CF,CF,12,31,0,,9,524,Brazil,Brazil,right,188,84,no,RS,Testing,2024,Atacante Referência,0.46,17,24,29,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,11,17,3.0,17.0,19.0,1,11.0,3.0,5.0,13.0,54,29,87,29,20,95,54,87,79,45
10,0.033687,1.0,0.044776,0.0,0.0,0.0,0.129032,0.435556,0.375,0.43618,0.450982,Alisson Taddei,Ypiranga Erechim,Ypiranga Erechim,"CF, AMF, LCMF",CF,12,26,50000,,11,643,Brazil,Brazil,right,173,74,no,RS,Testing,2024,Atacante Referência,0.451,18,24,25,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,22,1,23.0,22.0,22.0,24,11.0,4.0,7.0,3.0,8,95,4,8,8,0,54,83,70,87
5,0.141101,0.23094,0.223881,0.46668,0.614035,0.342071,0.354839,0.248889,0.5,0.502052,0.426019,Erick Farias,Juventude,Juventude,"CF, LW, LAMF",CF,12,27,600000,,12,958,Brazil,Brazil,right,172,70,no,RS,Testing,2024,Atacante Referência,0.426,19,24,20,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,19,20,19.0,8.0,5.0,18,3.0,10.0,4.0,2.0,20,16,20,66,79,25,87,58,83,91
13,0.392869,0.311849,0.507463,0.0,0.0,0.515867,0.0,0.0,0.0,0.0,0.402946,Carlos Henrique,Avenida,Avenida,CF,CF,12,29,0,,10,579,Brazil,Brazil,right,183,81,no,RS,Testing,2024,Atacante Referência,0.403,20,24,16,0.342791,0.397966,0.38806,0.364517,0.360998,0.494468,0.181452,0.26037,0.268601,0.21498,8,14,8.0,22.0,22.0,10,23.5,23.0,22.0,22.5,66,41,66,8,8,58,2,4,8,6
