Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
9,MV,Volta Redonda,Volta Redonda,"LW, RW",LW,10,25,0,,10,1036,Brazil,Brazil,right,172,68,no,0.696,2.255667,2.256103,4.081275,2.083248,0.2,0.8695999999999999,17.391,0.31,2.08,0.2625,0.2625,0.61,RJ,Testing,2024,0.4285003620382819,0.455021273795443,0.4417608179168624
10,Gabriel Canela,Bangu,Bangu,"LW, RB, RW",LW,10,24,0,,8,509,Brazil,Brazil,,0,0,no,0.355,5.65592,3.185182,6.366715999999999,3.535082,0.07,0.53,16.667,0.08,0.88,0.352,0.354268,0.35,RJ,Testing,2024,0.8514450280546658,0.7650752574426172,0.8082601427486416
11,Arthur Martins,Madureira,Madureira,"RW, RWF",RW,10,24,0,,11,883,Brazil,Brazil,,0,0,no,1.527232,4.687883999999999,3.260932,4.689299999999999,2.243227,0.2,0.4080510000000001,6.667,0.14,1.02,0.1,0.1,0.61,RJ,Testing,2024,0.5870113397356366,0.5537749637674491,0.5703931517515428
12,Edilson,Audax Rio,Audax Rio,"RW, LW, RAMF",RW,10,23,0,,9,598,Brazil,Brazil,,0,0,no,0.15,3.46409,2.5585,3.762616,1.656361,0.05,0.15003,0.0,0.08,0.9,0.0,0.0,0.6,RJ,Testing,2024,0.2551229391111043,0.1712103147775652,0.2131666269443348
13,Clisman,Audax Rio,Audax Rio,"RW, CF",RW,10,25,0,,11,554,Brazil,Brazil,left,0,0,no,0.486,3.574935,0.975,6.659352,1.623842,0.1,0.4875,0.0,0.14,0.65,0.0,0.0,0.0,RJ,Testing,2024,0.4106797572656793,0.3465461780386044,0.3786129676521419
14,Vini Moura,Volta Redonda,Volta Redonda,"RW, CF, RWF",RW,10,25,0,,9,567,Brazil,Brazil,,181,76,no,1.11125,4.760238,3.647016,3.807761999999999,1.1137,0.19,0.633862,7.692,0.03,1.11,0.316,0.477225,0.16,RJ,Testing,2024,0.5902428946741676,0.5692670812049082,0.5797549879395378
15,Léo Silva,Volta Redonda,Volta Redonda,"RW, RCMF, LCMF",RW,10,21,0,,11,922,Brazil,Brazil,right,170,68,yes,1.75913,9.079854000000001,4.194421,2.73558,0.9785910000000001,0.03,0.097768,0.0,0.0,0.1,0.193343,0.195,0.0,RJ,Testing,2024,0.5082794289446533,0.4860346894323433,0.4971570591884983
16,Isaac,Fluminense,Fluminense,"LAMF, LW, LWF",LAMF,10,19,0,,6,508,Brazil,Brazil,right,0,0,no,0.425,4.023107,3.598164,6.353412,4.02584,0.08,0.63375,12.5,0.05,0.64,0.21,0.0,0.85,RJ,Testing,2024,0.8071675869875203,0.7426733709602394,0.77492047897388
17,Max,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"RW, CF, LW",RW,10,21,0,,12,999,Brazil,Brazil,unknown,0,0,no,0.27,2.069928,1.439928,3.873956,2.524872,0.21,0.9,25.0,0.05,0.36,0.0,0.09,0.45,RJ,Testing,2024,0.2688915817297737,0.1925010831762642,0.230696332453019
18,Rafael Pernão,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"LW, LCMF, LWF",LW,10,30,0,,10,812,Brazil,Brazil,right,179,70,no,0.774375,6.76108,3.655584000000001,3.21441,1.332,0.07,0.3325,0.0,0.06,0.78,0.220011,0.22,0.44,RJ,Testing,2024,0.4421822861002317,0.4189633185579903,0.430572802329111
19,Anderson Rosa,Portuguesa RJ,Portuguesa RJ,"RW, AMF, LW",RW,10,31,0,,12,1094,Brazil,Brazil,left,175,75,no,1.434214,5.647004999999999,2.332706,3.585336,1.254095,0.07,0.536,6.667,0.08,1.25,0.18,0.27,0.09,RJ,Testing,2024,0.2826840596792866,0.3093748814937642,0.2960294705865254
20,Xandinho,Nova Iguaçu,Nova Iguaçu,"RAMF, RW",RAMF,10,26,0,,13,1054,Brazil,Brazil,right,170,65,no,0.5475,3.027428,1.74174,4.58337,2.385144,0.23,0.183315,5.556,0.01,0.64,0.0,0.0,0.0,RJ,Testing,2024,0.3087319935608636,0.269711629243731,0.2892218114022973
21,Jefferson,Boavista,Boavista,"RW, LW, CF",RW,10,22,0,,12,801,Brazil,Brazil,right,178,70,no,0.9018520000000001,3.934,3.371496,6.066151,3.480862,0.14,0.3371149999999999,5.882,0.09,0.79,0.226678,0.113322,0.45,RJ,Testing,2024,0.7883328703337594,0.7338690443119749,0.7611009573228671
22,Matheus Alessandro,Boavista,Boavista,LW,LW,10,27,0,2024-04-30,10,689,Brazil,Brazil,right,171,65,no,0.917804,4.572458,2.616,5.878435999999999,2.482245,0.12,0.6542190000000001,0.0,0.13,0.91,0.259974,0.390026,0.39,RJ,Testing,2024,0.632210052703564,0.6338592036208064,0.6330346281621853
0,Wanderson,Internacional,Internacional,"LAMF, LW, LCMF",LAMF,10,29,9000000,2025-12-31,13,1018,Brazil,"Brazil, Belgium",right,176,74,no,0.76925,3.861384,3.470856,5.693547,3.952874,0.29,1.15544,11.111,0.12,1.16,0.193343,0.095,0.87,RS,Testing,2024,0.7665580237025869,0.767666734817599,0.7671123792600929
1,C. Pavón,Grêmio,Grêmio,"RW, RWF, RAMF",RW,10,28,4000000,2025-06-30,7,500,Argentina,"Argentina, Italy",right,174,70,no,2.700054,5.400018,5.4,2.51991,1.440162,0.2,0.7200179999999999,23.077,0.28,1.62,0.720036,0.54,0.9,RS,Testing,2024,0.7563257888347934,0.8561141471114304,0.8062199679731119
2,Hyoran,Internacional,Internacional,"LW, RW, CF",LW,10,30,3000000,,10,540,Brazil,Brazil,right,174,72,no,0.731392,4.736726999999999,2.368816,2.917233,1.275592,0.13,0.1825,12.5,0.16,0.91,0.365,0.364,0.0,RS,Testing,2024,0.196028775803489,0.2805265853996867,0.2382776806015879
3,Lucas Barbosa,Juventude,Juventude,"RAMF, RW, CF",RAMF,10,23,1000000,2026-07-31,14,1180,Brazil,Brazil,left,193,85,yes,1.14463,3.888,2.668872,3.432915,1.678048,0.22,0.8373279999999999,12.903,0.03,0.31,0.45822,0.30589,0.23,RS,Testing,2024,0.3150253406605608,0.3176144301939015,0.3163198854272311
4,B. Borasi,São Luiz,São Luiz,RW,RW,10,26,300000,,7,534,Argentina,Argentina,right,171,61,yes,0.51,3.706356,3.876145,5.058,2.866717,0.17,0.507,10.0,0.12,1.01,0.0,0.0,0.51,RS,Testing,2024,0.6210204362484967,0.5744249834863673,0.597722709867432
5,Vitor Feijão,Caxias,Caxias,"LW, LAMF",LW,10,27,250000,,13,948,Brazil,Brazil,right,169,63,no,0.6075,2.6277,2.623707,5.957909999999999,4.04,0.3,0.81,12.5,0.13,0.91,0.2,0.101687,0.51,RS,Testing,2024,0.589727081675728,0.5687648318885099,0.5792459567821189
6,Tinga,Brasil de Pelotas,Brasil de Pelotas,"RW, AMF, LW",RW,10,31,175000,,10,628,Brazil,Brazil,left,178,65,no,1.291326,4.872021,4.156896000000001,2.72167,0.715,0.05,0.71811,0.0,0.06,0.57,0.0,0.288,0.29,RS,Testing,2024,0.5277994415127545,0.4431516649009657,0.4854755532068601
7,Matheuzinho,EC São José,EC São José,"LW, RB, LWF",LW,10,29,150000,,7,678,Brazil,Brazil,right,169,67,no,1.194,3.980199,1.990856,3.318654,1.595,0.05,0.265794,0.0,0.03,0.4,0.135,0.13332,0.13,RS,Testing,2024,0.0809000262664295,0.1167895778837645,0.098844802075097
8,Mateus Anderson,Ypiranga Erechim,Ypiranga Erechim,"RW, RAMF",RW,10,29,0,,11,737,Brazil,Brazil,left,175,65,no,1.100757,6.350628,3.786594,3.298659,1.951817,0.15,0.9784860000000001,3.846,0.14,1.71,0.366,0.366,0.24,RS,Testing,2024,0.6625816880990524,0.7242082774291783,0.6933949827641153
9,Jhonatan,Ypiranga Erechim,Ypiranga Erechim,"RW, LW, RAMF",RW,10,30,0,,11,654,Brazil,Brazil,,0,0,no,1.515,5.090442,5.09301,5.090312,1.652865,0.08,0.551056,11.111,0.08,0.69,0.275,0.136653,0.28,RS,Testing,2024,0.7539846887694157,0.6848580649608522,0.719421376865134
10,Gabriel Lima,Ypiranga Erechim,Ypiranga Erechim,"LAMF, LW, LWF",LAMF,10,25,0,,10,604,Brazil,Brazil,right,183,71,no,0.7458930000000001,5.068280000000001,3.126756,6.85328,4.4731,0.06,0.595496,0.0,0.07,0.89,0.3,0.148363,0.6,RS,Testing,2024,0.7950288897154847,0.8057502932748153,0.80038959149515
