Unnamed: 0,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,Acelerações_LM,xG_LM,Conversão_Gols_LM,Conversão_xG_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,Acelerações_Rank,xG_Rank,Conversão_Gols_Rank,Conversão_xG_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,Acelerações_Percentil,xG_Percentil,Conversão_Gols_Percentil,Conversão_xG_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil
1,0.048395,0.097541,0.0,0.47619,0.37635,0.653303,0.287404,0.0,0.0,0.24399,J. Dinenno,Cruzeiro,Cruzeiro,"CF, RWF",CF,12,29,4500000,2024-12-31,11,946,Argentina,Argentina,right,186,82,no,MG,Testing,2024,Atacante Móvel,0.244,11,13,15,0.256258,0.242107,0.230769,0.434676,0.358075,0.535643,0.351241,0.317308,0.413601,10,8,10.5,5.0,5.0,5.5,8,13.0,13.0,23,38,19,61,61,57,38,0,0
5,0.0,0.063157,0.0,0.206349,0.020149,0.252298,0.0,0.3125,0.637681,0.163844,Da Silva,Itabirito,Itabirito,CF,CF,12,25,100000,,8,552,Brazil,Brazil,right,187,0,no,MG,Testing,2024,Atacante Móvel,0.164,12,13,7,0.256258,0.242107,0.230769,0.434676,0.358075,0.535643,0.351241,0.317308,0.413601,13,11,10.5,10.0,12.0,11.0,13,4.5,3.0,0,15,19,23,7,15,0,65,76
8,0.127589,0.077627,0.130435,0.460317,0.0,0.0,0.429734,0.1875,0.347826,0.0,David Lima,Pouso Alegre,Pouso Alegre,CF,CF,12,24,0,,10,773,Brazil,Brazil,,0,0,no,MG,Testing,2024,Atacante Móvel,0.0,13,13,0,0.256258,0.242107,0.230769,0.434676,0.358075,0.535643,0.351241,0.317308,0.413601,7,9,7.0,7.0,13.0,13.0,4,8.5,8.0,46,30,46,46,0,0,69,34,38
16,0.222101,0.158417,0.478261,0.157895,0.857139,0.756397,0.764379,0.307692,0.535135,1.0,Cristian Renato,Boavista,Boavista,CF,CF,12,24,0,,11,547,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Atacante Móvel,1.0,1,17,94,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,9,10,6.0,10.0,2.0,4.0,5,7.5,5.0,47,41,64,41,88,76,70,55,70
1,0.450767,0.612649,0.130435,0.094737,0.375004,0.816825,0.129976,1.0,1.0,0.900631,G. de Arrascaeta,Flamengo,Flamengo,"CF, RCMF",CF,12,29,19000000,2026-12-31,11,973,Uruguay,"Uruguay, Italy",right,172,70,no,RJ,Testing,2024,Atacante Móvel,0.901,2,17,88,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,4,2,13.0,15.0,11.0,3.0,14,1.0,1.0,76,88,23,11,35,82,17,94,94
0,0.153587,0.249782,0.0,1.0,0.710527,0.600193,0.803302,0.307692,0.427027,0.884688,Pedro,Flamengo,Flamengo,CF,CF,12,26,22000000,2027-12-31,10,800,Brazil,Brazil,right,186,78,no,RJ,Testing,2024,Atacante Móvel,0.885,3,17,82,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,12,8,15.5,1.0,3.0,9.0,4,7.5,9.0,29,52,8,94,82,47,76,55,47
8,0.307513,0.130193,0.391304,0.473684,0.600006,0.708183,0.488467,0.269231,0.497297,0.820224,Matheus Lucas,Boavista,Boavista,CF,CF,12,25,300000,,14,982,Brazil,Brazil,right,180,80,no,RJ,Testing,2024,Atacante Móvel,0.82,4,17,76,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,6,12,8.0,4.5,7.0,6.0,8,9.0,6.0,64,29,52,73,58,64,52,47,64
2,0.287463,0.094242,0.173913,0.115789,0.500015,0.989428,0.171711,0.538462,0.6,0.799967,Tiquinho Soares,Botafogo,Botafogo,CF,CF,12,33,4000000,2024-12-31,9,732,Brazil,Brazil,right,187,89,no,RJ,Testing,2024,Atacante Móvel,0.8,5,17,70,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,8,15,11.0,12.0,10.0,2.0,13,3.0,4.0,52,11,35,29,41,88,23,82,76
9,0.120328,0.233156,0.0,0.294737,1.0,0.688751,1.0,0.0,0.0,0.793656,Patrick Carvalho,Portuguesa RJ,Portuguesa RJ,CF,CF,12,27,100000,,10,610,Brazil,Brazil,right,178,69,no,RJ,Testing,2024,Atacante Móvel,0.794,6,17,64,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,13,9,15.5,9.0,1.0,7.0,1,16.5,17.0,23,47,8,47,94,58,94,2,0
14,0.292975,0.317845,0.318841,0.357895,0.615396,0.751032,0.401789,0.153846,0.443243,0.772749,Carlinhos,Nova Iguaçu,Nova Iguaçu,CF,CF,12,27,0,,13,1312,Brazil,Brazil,right,191,82,no,RJ,Testing,2024,Atacante Móvel,0.773,7,17,58,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,7,6,9.0,7.0,6.0,5.0,10,11.5,8.0,58,64,47,58,64,70,41,32,52
10,0.051059,0.124514,0.0,0.557895,0.642876,0.525102,0.854552,0.153846,0.389189,0.744818,Rodrigão,Madureira,Madureira,CF,CF,12,30,0,,8,503,Brazil,Brazil,right,186,92,no,RJ,Testing,2024,Atacante Móvel,0.745,8,17,52,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,15,13,15.5,2.0,5.0,10.0,3,11.5,10.0,11,23,8,88,70,41,82,32,41
11,0.377804,0.365713,1.0,0.105263,0.666667,0.641791,0.666286,0.153846,0.189189,0.738558,João Maranhão,Bangu,Bangu,CF,CF,12,21,0,,10,779,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Atacante Móvel,0.739,9,17,47,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,5,5,1.0,13.5,4.0,8.0,7,11.5,15.0,70,70,94,20,76,52,58,32,11
6,0.116344,0.0,0.144928,0.526316,0.545465,0.417674,0.919412,0.5,0.221622,0.732078,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,35,450000,2025-12-31,9,876,Argentina,Argentina,right,187,86,no,RJ,Testing,2024,Atacante Móvel,0.732,10,17,41,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,14,17,12.0,3.0,8.0,11.0,2,4.5,13.0,17,0,29,82,52,35,88,73,23
12,0.460542,0.426234,0.289855,0.378947,0.272733,0.261956,0.673199,0.346154,0.756757,0.68735,Italo Carvalho,Volta Redonda,Volta Redonda,CF,CF,12,27,0,,11,899,Brazil,Brazil,right,183,79,no,RJ,Testing,2024,Atacante Móvel,0.687,11,17,35,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,3,4,10.0,6.0,13.0,14.0,6,6.0,3.0,82,76,41,64,23,17,64,64,82
13,0.186717,0.290923,0.724638,0.315789,0.535715,1.0,0.231302,0.076923,0.205405,0.583162,Lelê,Fluminense,Fluminense,CF,CF,12,26,0,,10,805,Brazil,Brazil,right,189,83,no,RJ,Testing,2024,Atacante Móvel,0.583,12,17,29,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,11,7,5.0,8.0,9.0,1.0,12,14.5,14.0,35,58,70,52,47,94,29,14,17
15,0.527836,0.456883,0.869565,0.136842,0.214292,0.370264,0.238554,0.153846,0.324324,0.433885,Janderson,Botafogo,Botafogo,CF,CF,12,24,0,,11,601,Brazil,Brazil,right,189,77,no,RJ,Testing,2024,Atacante Móvel,0.434,13,17,23,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,2,3,3.5,11.0,14.0,13.0,11,11.5,11.5,88,82,79,35,17,23,35,32,32
5,1.0,1.0,0.985507,0.0,0.0,0.0,0.0,0.5,0.459459,0.416663,Patrick Machado,Brusque,Audax Rio,"CF, AMF",CF,12,25,450000,2024-06-30,6,529,Brazil,Brazil,left,175,65,no,RJ,Testing,2024,Atacante Móvel,0.417,14,17,17,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,1,1,2.0,17.0,16.0,16.0,17,4.5,7.0,94,94,88,0,5,5,0,73,58
4,0.051014,0.099754,0.463768,0.105263,0.0,0.0,0.117388,0.884615,0.859459,0.346704,Renato Augusto,Fluminense,Fluminense,"CF, LCMF, AMF",CF,12,36,2000000,,8,566,Brazil,Brazil,right,186,86,no,RJ,Testing,2024,Atacante Móvel,0.347,15,17,11,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,16,14,7.0,13.5,16.0,16.0,15,2.0,2.0,5,17,58,20,5,5,11,88,88
3,0.0,0.009938,0.0,0.473684,0.285723,0.376222,0.406412,0.0,0.091892,0.219727,G. Cano,Fluminense,Fluminense,CF,CF,12,36,2000000,2025-12-31,5,528,Argentina,"Argentina, Colombia",right,177,72,no,RJ,Testing,2024,Atacante Móvel,0.22,16,17,5,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,17,16,15.5,4.5,12.0,12.0,9,16.5,16.0,0,5,8,73,29,29,47,2,5
7,0.206776,0.133545,0.869565,0.042105,0.0,0.0,0.081571,0.076923,0.324324,0.0,Cleyton Silva,Bangu,Bangu,"CF, AMF, RW",CF,12,34,350000,,6,605,Brazil,Brazil,right,176,72,no,RJ,Testing,2024,Atacante Móvel,0.0,17,17,0,0.283107,0.276693,0.402387,0.302167,0.460092,0.523754,0.467547,0.319005,0.430843,10,11,3.5,16.0,16.0,16.0,16,14.5,11.5,41,35,79,5,5,5,5,14,32
3,0.580431,0.673909,0.366337,0.820896,0.430783,0.310734,0.643402,0.548387,0.525424,1.0,E. Valencia,Internacional,Internacional,CF,CF,12,34,3800000,,11,813,Ecuador,Ecuador,right,177,74,no,RS,Testing,2024,Atacante Móvel,1.0,1,24,95,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,5,3,8.5,2.0,9.5,14.0,8,2.0,2.0,79,87,64,91,60,41,66,91,91
1,0.453561,0.548517,0.0,0.41791,0.420003,0.390625,0.470938,1.0,1.0,0.95904,Alan Patrick,Internacional,Internacional,"CF, AMF, LCMF",CF,12,32,5000000,2026-12-31,11,891,Brazil,Brazil,right,177,70,no,RS,Testing,2024,Atacante Móvel,0.959,2,24,91,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,9,5,20.5,9.5,11.0,10.0,12,1.0,1.0,62,79,14,60,54,58,50,95,95
20,0.41292,0.277136,0.0,0.343284,1.0,0.66358,0.837125,0.032258,0.072034,0.811172,Michel,Guarany de Bagé,Guarany de Bagé,CF,CF,12,34,0,,12,1055,Brazil,Brazil,right,185,76,no,RS,Testing,2024,Atacante Móvel,0.811,3,24,87,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,10,14,20.5,13.0,1.0,4.0,3,21.5,21.5,58,41,14,45,95,83,87,10,10
15,0.685166,0.2341,0.0,0.238806,0.933331,1.0,0.410315,0.064516,0.072034,0.79151,Luam Parede,Novo Hamburgo,Novo Hamburgo,CF,CF,12,28,0,,8,563,Brazil,Brazil,,193,85,no,RS,Testing,2024,Atacante Móvel,0.792,4,24,83,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,3,15,20.5,17.5,2.0,1.0,16,18.5,21.5,87,37,14,27,91,95,33,22,10
5,0.23094,0.2791,0.465347,0.223881,0.46668,0.614035,0.342071,0.354839,0.398305,0.719438,Erick Farias,Juventude,Juventude,"CF, LW, LAMF",CF,12,27,600000,,12,958,Brazil,Brazil,right,172,70,no,RS,Testing,2024,Atacante Móvel,0.719,5,24,79,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,20,12,4.5,19.0,8.0,5.0,18,3.0,3.0,16,50,81,20,66,79,25,87,87
6,0.355067,0.162524,0.09901,0.298507,0.658817,0.694444,0.466415,0.096774,0.338983,0.71383,Zé Vitor,Ypiranga Erechim,Ypiranga Erechim,CF,CF,12,25,300000,2024-12-31,11,901,Brazil,Brazil,right,182,78,no,RS,Testing,2024,Atacante Móvel,0.714,6,24,75,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,13,19,16.0,15.5,3.0,3.0,13,15.0,4.0,45,20,33,35,87,87,45,37,83
18,0.190174,0.207634,0.762376,0.58209,0.622221,0.513566,0.930821,0.096774,0.161017,0.713427,André Henrique,Grêmio,Grêmio,"CF, RW",CF,12,22,0,,11,513,Brazil,Brazil,right,189,76,no,RS,Testing,2024,Atacante Móvel,0.713,7,24,70,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,22,17,2.0,5.0,4.0,8.0,2,15.0,16.0,8,29,91,79,83,66,91,37,33
17,0.470762,0.372734,0.455446,0.537313,0.560004,0.385417,0.79604,0.064516,0.15678,0.649356,Carlos Renê,EC São José,EC São José,"CF, LWF",CF,12,20,0,,12,979,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Atacante Móvel,0.649,8,24,66,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,7,6,6.0,6.0,5.0,11.0,4,18.5,17.0,70,75,75,75,79,54,83,22,29
22,0.615542,0.348217,0.0,0.373134,0.430783,0.33046,0.680989,0.290323,0.29661,0.640014,Diogo Sodré,São Luiz,São Luiz,CF,CF,12,33,0,,11,770,Brazil,Brazil,right,181,78,no,RS,Testing,2024,Atacante Móvel,0.64,9,24,62,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,4,7,20.5,12.0,9.5,13.0,6,5.0,6.5,83,70,14,50,60,45,75,79,72
23,0.90482,1.0,1.0,0.164179,0.266674,0.555556,0.131895,0.322581,0.330508,0.637679,Gabriel Silva,Caxias,Caxias,"CF, RAMF, LW",CF,12,25,0,,13,894,Brazil,Brazil,right,177,0,no,RS,Testing,2024,Atacante Móvel,0.638,10,24,58,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,2,1,1.0,20.5,16.0,7.0,23,4.0,5.0,91,95,95,14,33,70,4,83,79
19,0.455505,0.347874,0.366337,0.089552,0.5091,0.75,0.284047,0.064516,0.233051,0.596085,JP Bardales,Brasil de Pelotas,Brasil de Pelotas,"CF, RW",CF,12,24,0,,11,979,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Móvel,0.596,11,24,54,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,8,8,8.5,22.0,7.0,2.0,20,18.5,9.0,66,66,64,8,70,91,16,22,62
4,0.265166,0.277974,0.405941,0.38806,0.533348,0.569444,0.456522,0.096774,0.131356,0.586048,Gilberto,Juventude,Juventude,CF,CF,12,34,1000000,2024-06-30,10,875,Brazil,Brazil,right,178,70,no,RS,Testing,2024,Atacante Móvel,0.586,12,24,50,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,18,13,7.0,11.0,6.0,6.0,14,15.0,20.0,25,45,70,54,75,75,41,37,16
0,0.38079,0.32275,0.128713,0.522388,0.400011,0.373932,0.762678,0.129032,0.224576,0.572749,João Pedro,Grêmio,Grêmio,CF,CF,12,32,6500000,2025-06-30,13,762,Brazil,"Brazil, Italy",right,184,73,yes,RS,Testing,2024,Atacante Móvel,0.573,13,24,45,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,11,10,14.5,7.0,12.0,12.0,5,11.0,10.0,54,58,39,70,50,50,79,54,58
12,0.36435,0.290146,0.128713,0.328358,0.29473,0.432692,0.29681,0.225806,0.283898,0.428135,Kayan,EC São José,EC São José,"CF, LW, LWF",CF,12,23,0,,11,671,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Atacante Móvel,0.428,14,24,41,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,12,11,14.5,14.0,14.0,9.0,19,6.0,8.0,50,54,39,41,41,62,20,75,66
8,0.308828,0.334505,0.148515,1.0,0.336003,0.269953,0.651356,0.0,0.063559,0.397281,Álvaro,Caxias,Caxias,CF,CF,12,26,200000,,8,583,Brazil,Brazil,right,185,75,no,RS,Testing,2024,Atacante Móvel,0.397,15,24,37,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,15,9,11.5,1.0,13.0,16.0,7,23.5,23.0,37,62,52,95,45,33,70,2,4
21,0.489867,0.555263,0.613861,0.298507,0.186677,0.173611,0.529852,0.16129,0.216102,0.389408,Tony Junior,Guarany de Bagé,Guarany de Bagé,CF,CF,12,29,0,,12,877,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Móvel,0.389,16,24,33,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,6,4,3.0,15.5,18.0,18.0,9,8.0,12.0,75,83,87,35,25,25,62,66,50
14,0.271894,0.0,0.0,0.686567,0.25455,0.141667,1.0,0.129032,0.220339,0.347764,Hélio Paraíba,Avenida,Avenida,CF,CF,12,31,0,,9,524,Brazil,Brazil,right,188,84,no,RS,Testing,2024,Atacante Móvel,0.348,17,24,29,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,17,23,20.5,3.0,17.0,19.0,1,11.0,11.0,29,4,14,87,29,20,95,54,54
2,0.06304,0.0,0.0,0.626866,0.280002,0.298913,0.453275,0.129032,0.139831,0.298698,L. Alario,Internacional,Internacional,CF,CF,12,31,4000000,2025-06-30,11,545,Argentina,"Argentina, Italy",right,185,78,no,RS,Testing,2024,Atacante Móvel,0.299,18,24,25,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,23,23,20.5,4.0,15.0,15.0,15,11.0,19.0,4,4,14,83,37,37,37,54,20
9,0.282999,0.2088,0.148515,0.41791,0.164697,0.195312,0.384073,0.193548,0.194915,0.266494,Gabriel Morbeck,São Luiz,São Luiz,CF,CF,12,26,150000,,10,583,Brazil,Brazil,left,187,79,no,RS,Testing,2024,Atacante Móvel,0.266,19,24,20,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,16,16,11.5,9.5,19.0,17.0,17,7.0,14.0,33,33,52,60,20,29,29,70,41
10,1.0,0.834164,0.0,0.044776,0.0,0.0,0.0,0.129032,0.29661,0.155783,Alisson Taddei,Ypiranga Erechim,Ypiranga Erechim,"CF, AMF, LCMF",CF,12,26,50000,,11,643,Brazil,Brazil,right,173,74,no,RS,Testing,2024,Atacante Móvel,0.156,20,24,16,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,1,2,20.5,23.0,22.0,22.0,24,11.0,6.5,95,91,14,4,8,8,0,54,72
13,0.311849,0.126386,0.465347,0.507463,0.0,0.0,0.515867,0.0,0.0,0.090648,Carlos Henrique,Avenida,Avenida,CF,CF,12,29,0,,10,579,Brazil,Brazil,right,183,81,no,RS,Testing,2024,Atacante Móvel,0.091,21,24,12,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,14,20,4.5,8.0,22.0,22.0,10,23.5,24.0,41,16,81,66,8,8,58,2,0
16,0.212814,0.046506,0.0,0.238806,0.0,0.0,0.487214,0.064516,0.144068,0.052703,Édipo,Novo Hamburgo,Novo Hamburgo,CF,CF,12,30,0,,11,572,Brazil,Brazil,,0,0,no,RS,Testing,2024,Atacante Móvel,0.053,22,24,8,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,21,21,20.5,17.5,22.0,22.0,11,18.5,18.0,12,12,14,27,8,8,54,22,25
7,0.244691,0.189575,0.138614,0.0,0.0,0.0,0.16476,0.032258,0.177966,0.017358,Netto,Santa Cruz RS,Santa Cruz RS,"CF, RAMF, RW",CF,12,26,300000,,10,642,Brazil,Brazil,right,174,71,no,RS,Testing,2024,Atacante Móvel,0.017,23,24,4,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,19,18,13.0,24.0,22.0,22.0,22,21.5,15.0,20,25,45,0,8,8,8,10,37
11,0.0,0.0,0.158416,0.164179,0.0,0.0,0.170758,0.129032,0.20339,0.0,Hugo Almeida,Santa Cruz RS,Santa Cruz RS,CF,CF,12,38,0,,8,568,Brazil,Brazil,right,182,77,no,RS,Testing,2024,Atacante Móvel,0.0,24,24,0,0.397966,0.318242,0.243812,0.38806,0.364517,0.360998,0.494468,0.181452,0.245056,24,23,10.0,20.5,22.0,22.0,21,11.0,13.0,0,4,58,14,8,8,12,54,45
