Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Passes_Longos_Certos,Passes_Progressivos_Certos,Pisadas_Área,Dribles_BemSucedidos,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Deep_Completions,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
6,Carlos Eduardo,Botafogo,Botafogo,"LCMF, RWF",LCMF,8,34,1500000,2024-12-31,9,699,Brazil,Brazil,right,184,72,no,5.02,1.15722,4.506250000000001,1.16,1.030614,0.1,0.77,4.895307000000001,0.77,0.385436,RJ,Testing,2024,0.3422535293356754,0.322512932488401,0.3323832309120383
7,Zé Gabriel,Vasco da Gama,Vasco da Gama,"LCMF, RCMF, DMF",LCMF,8,25,1500000,2025-12-31,10,737,Brazil,Brazil,right,184,77,no,6.35,1.83326,5.37337,0.61,1.224951,0.0,0.49,8.78994,0.0,0.12,RJ,Testing,2024,0.7342252523273959,0.5602976350148398,0.6472614436711179
8,Adsson,Bangu,Bangu,"LCMF, RCMF",LCMF,8,23,50000,,11,1145,Brazil,Brazil,right,0,0,no,5.5,1.414325,4.556304,0.55,1.49292,0.01,0.31,4.402269,0.39,0.6285400000000001,RJ,Testing,2024,0.2462780521267238,0.2720880384982315,0.2591830453124777
9,Crystopher,Boavista,Boavista,"RCMF, LCMF",RCMF,8,25,50000,,15,1308,Brazil,Brazil,right,174,69,no,3.51,1.856904,5.916509,2.06,0.96441,0.23,2.34,4.882164,1.93,2.477592,RJ,Testing,2024,0.8146756532699635,0.8311363132776282,0.8229059832737959
10,Erick Flores,Boavista,Boavista,"LCMF, RCMF",LCMF,8,34,25000,,10,555,Brazil,Brazil,right,169,60,no,10.38,0.325,1.785,1.3,1.298494,0.23,1.14,2.758538999999999,0.49,0.162906,RJ,Testing,2024,0.1864471991703941,0.1582639619931173,0.1723555805817557
11,Henrique Silva,Volta Redonda,Volta Redonda,"RCMF, LCMF, RDMF",RCMF,8,29,0,2024-04-30,9,507,Brazil,Brazil,right,175,70,no,9.05,1.596369,4.260213,0.71,0.534,0.05,0.89,4.617094000000001,0.71,0.71104,RJ,Testing,2024,0.4764014397216185,0.4672768234688339,0.4718391315952263
12,Diego Miticov,Audax Rio,Audax Rio,"RCMF, LCMF, RB",RCMF,8,21,0,,10,794,Brazil,Brazil,right,175,73,no,7.37,1.245,3.173492,0.34,0.565,0.02,0.57,4.08278,0.23,0.452,RJ,Testing,2024,0.1156849032979426,0.107485576791422,0.1115852400446823
13,Romarinho,Audax Rio,Audax Rio,"RCMF, LCMF, LDMF",RCMF,8,21,0,,10,881,Brazil,Brazil,,0,0,no,5.93,0.816585,4.290999999999999,0.82,1.33085,0.1,0.92,3.878970000000001,1.02,1.120625,RJ,Testing,2024,0.4074802956185995,0.3849418420905721,0.3962110688545859
14,Arthur,Madureira,Madureira,LCMF,LCMF,8,32,0,,10,981,Brazil,Brazil,right,174,0,no,5.32,2.47596,5.69031,0.18,1.281,0.04,1.01,7.158942,0.64,0.731392,RJ,Testing,2024,0.710404519676039,0.6896283684000193,0.7000164440380292
15,Pablo Pardal,Madureira,Madureira,"RCMF, AMF",RCMF,8,24,0,,10,900,Brazil,Brazil,right,170,65,no,5.2,0.99994,3.79995,1.1,0.49998,0.2,2.3,4.2,0.8,1.40008,RJ,Testing,2024,0.2625656759636045,0.3151171377160022,0.2888414068398034
16,Carlos Coppetti,Portuguesa RJ,Portuguesa RJ,"RCMF, LCMF, LDMF",RCMF,8,29,0,,9,501,Brazil,Brazil,right,183,80,no,10.67,1.682289,4.676508,0.75,0.3759999999999999,0.02,0.56,3.742932000000001,0.56,0.564,RJ,Testing,2024,0.4745842981192155,0.4347206208882165,0.454652459503716
17,Mateus Carvalho,Vasco da Gama,Vasco da Gama,"LCMF, LW",LCMF,8,21,0,2024-04-30,9,562,Brazil,Brazil,left,174,74,no,8.01,1.280032,5.288556,0.64,1.76,0.0,0.32,6.248286,0.48,0.6400159999999999,RJ,Testing,2024,0.5998842648767687,0.5704259391822146,0.5851551020294917
18,Robinho,Volta Redonda,Volta Redonda,LCMF,LCMF,8,21,0,,10,757,Brazil,Brazil,unknown,0,0,no,7.61,1.427416,4.39619,0.59,1.067214,0.02,0.71,4.278092,0.71,0.833,RJ,Testing,2024,0.3870095185921964,0.3887838017891939,0.3878966601906952
19,Renatinho,Bangu,Bangu,"RCMF, LCMF",RCMF,8,21,0,,8,760,Brazil,Brazil,,0,0,no,6.75,1.895432,1.895568,0.0,1.301643,0.05,0.47,2.841314,0.36,0.47,RJ,Testing,2024,0.0,0.0,0.0
20,Gabriel Agú,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"LCMF, RW",LCMF,8,23,0,,11,787,Brazil,Brazil,,0,0,no,4.8,1.832796,4.460625,0.69,1.716804,0.07,0.8,4.11782,0.34,1.031527,RJ,Testing,2024,0.3416638934683756,0.3836817217712143,0.3626728076197949
21,Marcelo,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RCMF,RCMF,8,35,0,,12,1254,Brazil,Brazil,right,175,73,no,7.25,1.005,3.875207999999999,1.44,0.935,0.14,1.58,3.730808,0.43,0.7903560000000001,RJ,Testing,2024,0.4111943019489594,0.3742481039232879,0.3927212029361237
22,João Paulo,Portuguesa RJ,Portuguesa RJ,"RCMF, RDMF, LCMF",RCMF,8,30,0,2024-04-10,10,879,Brazil,Brazil,right,176,74,no,5.9,3.450341,7.3425,0.22,1.891161,0.12,0.78,8.898513,1.11,1.666027,RJ,Testing,2024,0.9921519916747847,0.9791536091894868,0.9856528004321359
23,Wellington Cézar,Portuguesa RJ,Portuguesa RJ,"LCMF, RCB, LDMF",LCMF,8,30,0,,13,1380,Brazil,Brazil,right,182,82,no,7.26,2.160357,4.325341999999999,0.63,0.350028,0.01,0.49,3.905376,0.35,0.35,RJ,Testing,2024,0.2878861713740037,0.2273765744951166,0.2576313729345602
24,Ryan,Boavista,Boavista,"LCMF, RCMF",LCMF,8,21,0,,14,1186,Brazil,Brazil,right,0,0,no,5.46,2.199703,5.917644,0.61,2.20269,0.08,1.29,6.604015,1.29,1.366394,RJ,Testing,2024,0.7423839377998994,0.7562453839168257,0.7493146608583626
25,Kaué,Botafogo,Botafogo,"RCMF, LCMF, CF",RCMF,8,19,0,,10,747,Brazil,Brazil,,0,0,no,5.54,0.96393,2.407275,1.81,0.845,0.07,0.84,3.0125,1.08,0.7243339999999999,RJ,Testing,2024,0.04951004200337143,0.06981960893745387,0.05966482547041266
0,M. Villasanti,Grêmio,Grêmio,"RCMF, RDMF, DMF",RCMF,8,27,4000000,2027-12-31,14,1370,Paraguay,Paraguay,right,178,74,no,9.14,0.775,3.936,0.98,0.704376,0.08,0.49,4.426326,0.84,0.914671,RS,Testing,2024,0.5277052937034239,0.5726371328859342,0.550171213294679
1,Pepê,Grêmio,Grêmio,"LCMF, LDMF",LCMF,8,26,1800000,2025-12-31,14,1114,Brazil,Brazil,right,183,77,no,8.44,1.846624,5.890698,1.23,1.408,0.04,0.7,5.622094000000001,0.97,1.05709,RS,Testing,2024,0.9993227008391887,0.9833898837572812,0.991356292298235
2,Marcinho,Brasil de Pelotas,Brasil de Pelotas,"RCMF, RW, RDMF",RCMF,8,24,200000,,10,786,Brazil,Brazil,right,182,75,no,7.56,1.032666,2.521104,0.34,1.948324,0.04,0.69,3.20508,0.0,0.23,RS,Testing,2024,0.1746883113686346,0.1463605236464857,0.1605244175075601
3,Nonato,EC São José,EC São José,LCMF,LCMF,8,28,100000,,12,1130,Brazil,Brazil,right,179,72,no,8.2,1.433667,2.866122,1.27,0.319984,0.06,1.04,2.392905,0.4,0.240032,RS,Testing,2024,0.2728161973605966,0.2257073593253203,0.2492617783429584
4,Daniel Pereira,Santa Cruz RS,Santa Cruz RS,"RCMF, RDMF, LDMF",RCMF,8,34,0,,9,786,Brazil,Brazil,right,179,78,no,12.14,0.343892,3.209013,0.23,0.345,0.01,0.23,4.12,0.34,0.45712,RS,Testing,2024,0.388845130960872,0.4140739971314784,0.4014595640461752
5,Karl,Ypiranga Erechim,Ypiranga Erechim,"RCMF, AMF, RDMF",RCMF,8,30,0,,9,525,Brazil,Brazil,both,182,75,no,6.34,1.0275,3.259028,1.54,0.169983,0.0,0.34,3.598777,0.34,0.85625,RS,Testing,2024,0.2557145976984135,0.2363998995251266,0.2460572486117701
6,Amaral,Santa Cruz RS,Santa Cruz RS,"LCMF, LDMF, RDMF",LCMF,8,34,0,,10,961,Brazil,Brazil,right,177,73,no,8.05,1.5,3.0888,0.0,0.653296,0.0,0.19,2.343042,0.09,0.28,RS,Testing,2024,0.1695329222441737,0.08105014096528601,0.1252915316047299
7,Filipe Fraga,Novo Hamburgo,Novo Hamburgo,"RCMF, RDMF, LCMF",RCMF,8,24,0,,11,730,Brazil,Brazil,,0,0,no,8.68,1.712928,3.946864,0.13,0.920835,0.03,0.26,2.76119,0.66,1.050601,RS,Testing,2024,0.4091692952384468,0.3954897125476615,0.4023295038930541
8,Robson,Novo Hamburgo,Novo Hamburgo,"LCMF, LDMF, RCMF",LCMF,8,32,0,,10,836,Brazil,Brazil,right,180,71,no,11.22,1.205652,2.053089,0.36,0.600012,0.0,0.12,2.41395,0.0,0.0,RS,Testing,2024,0.1412310614474311,0.07083935163782068,0.1060352065426259
9,Rafael Carrilho,EC São José,EC São José,"RCMF, DMF",RCMF,8,29,0,,12,1114,Brazil,Brazil,right,176,71,no,8.08,3.875348,6.6234,0.81,0.8891019999999998,0.09,0.89,5.896384,0.81,0.8105020000000001,RS,Testing,2024,1.0,1.0,1.0
10,Anderson Recife,Brasil de Pelotas,Brasil de Pelotas,"LCMF, LDMF",LCMF,8,27,0,,11,1067,Brazil,Brazil,,0,0,no,9.53,1.433751,2.359,0.34,1.264311,0.0,0.25,2.10889,0.34,0.337744,RS,Testing,2024,0.2270352544440539,0.1904818288010101,0.208758541622532
11,David Cunha,Guarany de Bagé,Guarany de Bagé,"RCMF, LCMF",RCMF,8,28,0,,11,1023,Brazil,Brazil,,181,76,no,6.51,2.905,5.89256,0.0,0.528,0.01,0.09,4.664,0.44,0.529135,RS,Testing,2024,0.7228313181384118,0.7554932672254717,0.7391622926819418
12,Allan Christian,Guarany de Bagé,Guarany de Bagé,"LCMF, RCMF",LCMF,8,30,0,,11,664,Brazil,Brazil,right,183,86,no,9.49,1.62559,2.167354,0.68,0.678125,0.0,0.14,2.439351,0.27,0.27,RS,Testing,2024,0.1628176570861461,0.1250979393200651,0.1439577982031056
13,Guilherme Dal Pian,São Luiz,São Luiz,"LCMF, LW",LCMF,8,25,0,,11,747,Brazil,Brazil,,0,0,no,6.27,0.9652729999999999,3.855214,0.84,1.807179,0.18,1.2,3.13625,0.12,0.7245550000000001,RS,Testing,2024,0.4239107048818142,0.4649616246737174,0.4444361647777658
14,Elyeser,Caxias,Caxias,"LCMF, LDMF, RCMF",LCMF,8,33,0,,14,1166,Brazil,Brazil,right,182,79,no,7.36,1.839411,2.846808999999999,0.75,0.754607,0.0,0.17,3.928524,0.17,0.08431099999999998,RS,Testing,2024,0.1506344139620024,0.1160070167024458,0.1333207153322241
15,Gabriel Davis,América RN,São Luiz,"RCMF, LCMF",RCMF,8,34,0,,12,901,Brazil,Brazil,right,180,77,no,6.49,2.993598,4.69234,0.2,1.1,0.13,1.0,4.492702,0.4,0.7,RS,Testing,2024,0.7761919870134537,0.7559353668560704,0.7660636769347621
16,Emerson Martins,Caxias,Caxias,"RCMF, RDMF, RW",RCMF,8,33,0,,13,870,Brazil,Brazil,,0,0,no,4.76,0.66375,1.661472,1.77,0.11,0.05,0.55,2.2125,0.22,0.440022,RS,Testing,2024,0.0,0.0,0.0
0,A. Moreno,Palmeiras,Palmeiras,"RCMF, LCMF, DMF",RCMF,8,24,8000000,2025-12-31,15,1223,Argentina,Argentina,right,177,73,no,9.86,1.912201,5.150232000000001,1.1,0.366696,0.03,0.74,6.0352,1.03,0.8085,SP,Testing,2024,0.8735932900432838,0.9353293120022779,0.9044613010227809
1,Maycon,Corinthians,Corinthians,"LCMF, LDMF",LCMF,8,26,6000000,2025-12-31,10,924,Brazil,Brazil,left,178,72,yes,5.36,1.849628,5.258088,1.46,0.4875,0.05,0.97,5.55225,0.58,0.9726300000000001,SP,Testing,2024,0.7050207626886053,0.764687234098068,0.7348539983933368
2,Zé Rafael,Palmeiras,Palmeiras,"LCMF, AMF",LCMF,8,30,5000000,2026-12-31,12,952,Brazil,"Brazil, Italy",right,175,71,no,7.18,1.9875,2.743884,1.32,0.66,0.11,0.66,2.645999999999999,0.57,0.475,SP,Testing,2024,0.3161920383400899,0.3246168923254705,0.3204044653327802
3,R. Garro,Corinthians,Corinthians,"RCMF, AMF",RCMF,8,26,4500000,2025-12-31,6,573,Argentina,"Argentina, Italy",left,174,70,no,4.71,2.66793,6.123924000000001,1.26,1.41375,0.14,2.36,5.341248,1.73,1.56884,SP,Testing,2024,0.870015861846136,0.9074225807105911,0.8887192212783636
4,Lucas Evangelista,Red Bull Bragantino,Red Bull Bragantino,LCMF,LCMF,8,28,3500000,2026-06-30,9,713,Brazil,Brazil,right,181,79,no,6.94,0.7559999999999999,2.775536,0.88,0.252,0.05,0.88,3.408952,0.63,0.882063,SP,Testing,2024,0.2833244399591612,0.3068392827483603,0.2950818613537607
5,Jadsom Silva,Red Bull Bragantino,Red Bull Bragantino,"RCMF, DMF",RCMF,8,22,3000000,2025-12-31,11,831,Brazil,Brazil,right,173,67,no,7.58,2.49171,5.088684,0.32,0.542792,0.02,0.54,5.630625,0.32,0.325736,SP,Testing,2024,0.6678729440433845,0.6434695323961568,0.6556712382197706
6,R. Ríos,Palmeiras,Palmeiras,"RCMF, RDMF",RCMF,8,23,1000000,2026-12-31,13,795,Colombia,Colombia,right,185,78,no,10.64,1.3584,3.167319,1.58,2.489256,0.01,0.34,4.304024999999999,0.34,0.905,SP,Testing,2024,0.4711426928149166,0.5322751207572494,0.501708906786083
7,Matheus Barbosa,Botafogo SP,Botafogo SP,"RCMF, DMF",RCMF,8,29,700000,,11,905,Brazil,Brazil,both,184,75,no,7.36,2.289372,3.979569,0.7,0.594595,0.01,0.3,4.772501999999999,0.2,0.298,SP,Testing,2024,0.3763423687894324,0.4329259422575823,0.4046341555235073
8,Anderson Leite,Guarani,Guarani,"RCMF, RDMF, RW",RCMF,8,30,500000,,11,748,Brazil,Brazil,right,183,79,no,10.35,2.288297,3.486989,0.84,0.600048,0.0,0.0,3.847865,0.24,0.120036,SP,Testing,2024,0.5401457854134334,0.5140826878566275,0.5271142366350304
9,Gustavo Bochecha,Inter de Limeira,Inter de Limeira,LCMF,LCMF,8,27,500000,,12,1126,Brazil,Brazil,left,173,73,no,5.99,1.115902,2.8275,1.63,0.51432,0.05,0.77,2.998216000000001,0.34,0.42723,SP,Testing,2024,0.2154325159605494,0.1945935117422613,0.2050130138514054
10,L. Maciel,Botafogo SP,Botafogo SP,"LCMF, RCMF",LCMF,8,28,500000,,10,833,Argentina,Argentina,right,180,72,no,6.81,1.621065,2.812803,0.65,0.975,0.13,1.3,3.456,0.43,0.539221,SP,Testing,2024,0.3225131051932438,0.3561945012546759,0.3393538032239599
11,Léo Naldi,Ponte Preta,Ponte Preta,RCMF,RCMF,8,22,400000,2025-07-10,11,624,Brazil,Brazil,right,176,70,no,9.52,1.296847,2.452684,0.0,0.724971,0.02,0.14,1.73342,0.29,0.435,SP,Testing,2024,0.2758935639563483,0.2505645124165653,0.2632290381864568
12,Gabriel,Mirassol,Mirassol,"LCMF, DMF, LDMF",LCMF,8,34,350000,,12,969,Brazil,Brazil,right,178,67,no,6.97,2.320164,6.683403999999999,0.93,0.3725,0.16,0.65,6.225268000000001,0.56,0.7428199999999999,SP,Testing,2024,0.891607364071223,0.8933427728322985,0.8924750684517607
13,Matheus Bueno,Guarani,Guarani,"RCMF, LCMF, AMF",RCMF,8,25,350000,,12,932,Brazil,Brazil,right,178,79,no,6.57,3.475131,5.308686,0.58,0.867292,0.0,0.1,5.21482,0.77,0.6766279999999999,SP,Testing,2024,0.7661484930576257,0.8058344284801617,0.7859914607688937
14,Camacho,Guarani,Guarani,"LCMF, LDMF, DMF",LCMF,8,34,300000,,11,793,Brazil,Brazil,right,181,73,no,9.87,2.722195999999999,5.22053,0.0,0.34,0.0,0.23,4.88296,0.68,0.79625,SP,Testing,2024,0.7127368316233043,0.7370105667103348,0.7248736991668195
15,Ramon,Ponte Preta,Ponte Preta,"LCMF, DMF",LCMF,8,26,300000,,13,848,Brazil,Brazil,left,174,69,no,8.6,3.500912,4.988829999999999,0.11,0.7445879999999999,0.13,0.64,4.13941,0.42,0.6400319999999999,SP,Testing,2024,0.6248004215568426,0.6469791397704557,0.6358897806636491
16,Danielzinho,Mirassol,Mirassol,"RCMF, RDMF",RCMF,8,29,300000,2024-11-30,12,1077,Brazil,Brazil,right,167,65,no,7.27,1.087583,4.510358,0.84,1.3376,0.24,1.17,4.92888,0.92,1.418571,SP,Testing,2024,0.6918916651472883,0.6836901046393685,0.6877908848933284
17,Ricardinho,Portuguesa,Portuguesa,"RCMF, DMF",RCMF,8,34,300000,,13,746,Brazil,Brazil,right,175,73,no,7.12,1.20581,2.294712,0.36,0.726,0.02,0.12,2.77585,0.0,0.24,SP,Testing,2024,0.1011715386797929,0.06645367676774198,0.08381260772376745
18,Marlon,Grêmio Novorizontino,Grêmio Novorizontino,"LCMF, RCMF",LCMF,8,34,300000,,14,1253,Brazil,Brazil,right,175,76,no,6.75,1.22199,4.025536,0.79,0.572322,0.06,0.86,4.238598,0.29,0.6456449999999999,SP,Testing,2024,0.4206315101326098,0.4256171148686008,0.4231243125006053
19,Geovane,Grêmio Novorizontino,Grêmio Novorizontino,"LCMF, RCMF",LCMF,8,35,300000,2024-12-15,9,739,Brazil,Brazil,right,179,80,no,7.31,1.58457,2.921082,0.61,0.366,0.09,0.97,3.167682,0.12,0.36375,SP,Testing,2024,0.271503180292695,0.2691691632857172,0.270336171789206
20,Yann Rolim,Ituano,Ituano,"LCMF, RDMF, RCMF",LCMF,8,28,250000,,8,645,Brazil,Brazil,right,173,68,no,7.22,0.8,4.327845,0.64,2.886891,0.02,0.64,4.327845,0.32,0.479952,SP,Testing,2024,0.5952354794890948,0.5245358054439522,0.5598856424665235
21,Geovane,Santo André,Santo André,"LCMF, LDMF",LCMF,8,25,250000,2024-12-31,10,759,Brazil,Brazil,left,170,75,no,9.01,1.303705,3.318,0.59,1.305274,0.02,0.47,3.2,0.59,0.71071,SP,Testing,2024,0.4564139134175971,0.4504980477778333,0.4534559805977152
22,Igor Henrique,Água Santa,Água Santa,"LCMF, LDMF, CF",LCMF,8,32,200000,2024-04-10,10,834,Brazil,Brazil,right,183,74,no,9.5,1.187245,3.558304,1.08,0.973125,0.01,0.22,2.913456,0.22,0.215043,SP,Testing,2024,0.444161867829464,0.4058379396896816,0.4249999037595728
23,Dudu Vieira,Santo André,Santo André,"RCMF, RW, AMF",RCMF,8,30,200000,2024-05-21,11,1023,Brazil,Brazil,right,175,75,no,5.89,1.229574,2.81903,1.06,1.054772,0.15,0.53,2.464,0.18,0.53,SP,Testing,2024,0.1962932261137034,0.1960703745790595,0.1961818003463814
24,Lucas Lima,São Bernardo FC,São Bernardo FC,"LCMF, RCMF",LCMF,8,23,200000,2026-04-10,11,875,Brazil,Brazil,right,180,77,no,8.77,1.46,3.900928,0.85,0.73,0.03,1.1,4.020692,0.37,0.61116,SP,Testing,2024,0.5320040233578411,0.5411520367452987,0.5365780300515699
25,Emerson Santos,Ponte Preta,Ponte Preta,"RCMF, RDMF",RCMF,8,32,200000,,11,594,Brazil,Brazil,right,180,77,no,10.45,1.515744,2.271368,0.15,0.456,0.0,0.15,2.121,0.0,0.1525,SP,Testing,2024,0.2552661499612692,0.2072851345696444,0.2312756422654568
26,Willian Farias,Grêmio Novorizontino,Grêmio Novorizontino,"RCMF, LCMF",RCMF,8,34,200000,2024-12-31,11,672,Brazil,"Brazil, Italy",right,178,82,no,6.7,2.276428,3.613155,0.4,0.402,0.04,0.4,4.152422,0.0,0.13332,SP,Testing,2024,0.2972954119637293,0.2719347328620431,0.2846150724128861
27,Wesley Dias,São Bernardo FC,São Bernardo FC,LCMF,LCMF,8,28,150000,,10,515,Brazil,Brazil,right,181,81,no,7.46,0.67875,3.840319,0.68,1.356,0.01,0.45,4.0725,0.45,0.226644,SP,Testing,2024,0.3316556529271731,0.3572825415069728,0.3444690972170729
28,Thiaguinho,Água Santa,Água Santa,"LCMF, RDMF, RCMF",LCMF,8,26,150000,2024-04-10,8,569,Brazil,Brazil,right,180,66,no,8.54,1.58,3.319647,1.11,1.425,0.03,0.63,2.215668,0.0,0.47625,SP,Testing,2024,0.4288842798996143,0.3953986240995264,0.4121414519995704
