Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Duelos_Ofensivos_Ganhos,xG,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
5,Patrick Machado,Brusque,Audax Rio,"CF, AMF",CF,12,25,450000,2024-06-30,6,529,Brazil,Brazil,left,175,65,no,0.17,9.016512,0.13,0.0,0.0,0.06951871657754011,0.13,1.19,0.34,1.359932,RJ,Testing,2024,0.6008083935145659,0.4357737638061089,0.5156752937105443
6,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,35,450000,2025-12-31,9,876,Argentina,Argentina,right,187,86,no,3.082512,1.9532,0.63,18.182,0.6507936507936507,0.2787610619469027,0.13,0.51,0.21,0.204,RJ,Testing,2024,0.9205891495865297,0.9307762849969177,0.9252791581691789
7,Cleyton Silva,Bangu,Bangu,"CF, AMF, RW",CF,12,34,350000,,6,605,Brazil,Brazil,right,176,72,no,0.0,2.676048,0.17,0.0,0.0,0.08808290155440415,0.02,0.3,0.15,0.447,RJ,Testing,2024,0.01080178201039264,0.0,0.0
8,Matheus Lucas,Boavista,Boavista,CF,CF,12,25,300000,,14,982,Brazil,Brazil,right,180,80,no,0.9154639999999999,3.481272,0.58,20.0,1.103448275862069,0.1806853582554517,0.07,0.92,0.27,0.2775,RJ,Testing,2024,0.7287838280358042,0.6848268823471861,0.7052132440528492
9,Patrick Carvalho,Portuguesa RJ,Portuguesa RJ,CF,CF,12,27,100000,,10,610,Brazil,Brazil,right,178,69,no,0.91582,1.985046,0.41,33.333,1.073170731707317,0.2971014492753623,0.0,0.15,0.0,0.0,RJ,Testing,2024,0.7956552163763506,0.7526718707840594,0.7729372021577239
10,Rodrigão,Madureira,Madureira,CF,CF,12,30,0,,8,503,Brazil,Brazil,right,186,92,no,4.116288,1.431357,0.66,21.429,0.8181818181818182,0.264,0.04,0.18,0.0,0.18,RJ,Testing,2024,1.0,1.0,0.9999999999999999
11,João Maranhão,Bangu,Bangu,CF,CF,12,21,0,,10,779,Brazil,Brazil,,0,0,no,1.615833,4.043124,0.23,22.222,1.0,0.2211538461538461,0.04,0.23,0.23,0.116655,RJ,Testing,2024,0.9632990410669131,0.849788278573826,0.9060361714237986
12,Italo Carvalho,Volta Redonda,Volta Redonda,CF,CF,12,27,0,,11,899,Brazil,Brazil,right,183,79,no,0.5,4.704474,0.49,9.091,0.4081632653061225,0.2227272727272727,0.09,1.1,0.5,0.80002,RJ,Testing,2024,0.5181511258173505,0.5399425395675568,0.5264894538428478
13,Lelê,Fluminense,Fluminense,CF,CF,12,26,0,,10,805,Brazil,Brazil,right,189,83,no,1.76222,2.515714,0.43,17.857,1.558139534883721,0.1221590909090909,0.02,0.13,0.0,0.0,RJ,Testing,2024,0.778625991783979,0.7051045085064718,0.7404635219152168
14,Carlinhos,Nova Iguaçu,Nova Iguaçu,CF,CF,12,27,0,,13,1312,Brazil,Brazil,right,191,82,no,2.094264,3.365064,0.47,20.513,1.170212765957447,0.160958904109589,0.04,0.6,0.3,0.375,RJ,Testing,2024,0.9016503574159788,0.8768773919727622,0.888662553279838
15,Janderson,Botafogo,Botafogo,CF,CF,12,24,0,,11,601,Brazil,Brazil,right,189,77,no,1.347427,5.242372,0.26,7.143,0.5769230769230769,0.1238095238095238,0.04,0.6,0.3,0.45,RJ,Testing,2024,0.5760426468271479,0.5629409220863268,0.5671540305537195
16,Cristian Renato,Boavista,Boavista,CF,CF,12,24,0,,11,547,Brazil,Brazil,right,189,83,no,2.139264,2.79855,0.28,28.571,1.178571428571429,0.2434782608695653,0.08,0.99,0.33,0.33,RJ,Testing,2024,0.9937638019870385,0.9511654337101376,0.9723150946925333
0,João Pedro,Grêmio,Grêmio,CF,CF,12,32,6500000,2025-06-30,13,762,Brazil,"Brazil, Italy",right,184,73,yes,2.517606,3.049756,0.39,14.286,0.8974358974358974,0.2096774193548387,0.04,0.8,0.0,0.27,RS,Testing,2024,0.7646109001391508,0.717104559406393,0.7408577297727719
1,Alan Patrick,Internacional,Internacional,"CF, AMF, LCMF",CF,12,32,5000000,2026-12-31,11,891,Brazil,Brazil,right,177,70,no,0.1125,3.481059,0.32,15.0,0.9375,0.1422222222222222,0.31,2.25,1.12,2.246779,RS,Testing,2024,0.5372310347210255,0.5343676749893027,0.5357993548551642
2,L. Alario,Internacional,Internacional,CF,CF,12,31,4000000,2025-06-30,11,545,Argentina,"Argentina, Italy",right,185,78,no,1.6665,1.1665,0.46,10.0,0.717391304347826,0.1381381381381381,0.04,0.83,0.0,0.16665,RS,Testing,2024,0.3487037151559976,0.3770585390624576,0.3628811271092277
3,E. Valencia,Internacional,Internacional,CF,CF,12,34,3800000,,11,813,Ecuador,Ecuador,right,177,74,no,1.368405,4.233000000000001,0.59,15.385,0.7457627118644068,0.1820987654320987,0.17,1.37,0.75,0.7473350000000001,RS,Testing,2024,0.7204641812532099,0.7109517687075938,0.7157079749804018
4,Gilberto,Juventude,Juventude,CF,CF,12,34,1000000,2024-06-30,10,875,Brazil,Brazil,right,178,70,no,0.9244530000000001,2.36447,0.3,19.048,1.366666666666667,0.1388888888888889,0.03,0.21,0.1,0.105,RS,Testing,2024,0.5240667232780959,0.5153756442569528,0.5197211837675244
5,Erick Farias,Juventude,Juventude,"CF, LW, LAMF",CF,12,27,600000,,12,958,Brazil,Brazil,right,172,70,no,0.846582,2.161617,0.19,16.667,1.473684210526316,0.1124260355029586,0.11,0.56,0.56,1.128,RS,Testing,2024,0.4281995971307081,0.4238393226695386,0.4260194599001234
6,Zé Vitor,Ypiranga Erechim,Ypiranga Erechim,CF,CF,12,25,300000,2024-12-31,11,901,Brazil,Brazil,right,182,78,no,2.696727,2.897297,0.24,23.529,1.666666666666667,0.1411764705882353,0.03,0.8,0.3,0.39996,RS,Testing,2024,0.8972147146390368,0.8542103180630867,0.8757125163510618
7,Netto,Santa Cruz RS,Santa Cruz RS,"CF, RAMF, RW",CF,12,26,300000,,10,642,Brazil,Brazil,right,174,71,no,0.559972,2.243117,0.04,0.0,0.0,0.07142857142857142,0.01,0.28,0.0,0.42,RS,Testing,2024,0.0,0.0,0.0
8,Álvaro,Caxias,Caxias,CF,CF,12,26,200000,,8,583,Brazil,Brazil,right,185,75,no,4.013223,2.623244999999999,0.71,12.0,0.647887323943662,0.1839378238341969,0.0,0.0,0.0,0.0,RS,Testing,2024,0.779503063794677,0.7724665747603624,0.7759848192775198
9,Gabriel Morbeck,São Luiz,São Luiz,CF,CF,12,26,150000,,10,583,Brazil,Brazil,left,187,79,no,4.167158,2.47016,0.32,5.882,0.46875,0.1221374045801527,0.06,0.46,0.46,0.924,RS,Testing,2024,0.6790938327106895,0.7000739994663312,0.6895839160885104
10,Alisson Taddei,Ypiranga Erechim,Ypiranga Erechim,"CF, AMF, LCMF",CF,12,26,50000,,11,643,Brazil,Brazil,right,173,74,no,0.28,6.71972,0.07,0.0,0.0,0.03333333333333333,0.04,0.98,0.42,0.98,RS,Testing,2024,0.5204123755018436,0.381552250561485,0.4509823130316644
11,Hugo Almeida,Santa Cruz RS,Santa Cruz RS,CF,CF,12,38,0,,8,568,Brazil,Brazil,right,182,77,no,1.583966,0.792869,0.15,0.0,0.0,0.07281553398058252,0.04,0.32,0.16,0.0,RS,Testing,2024,0.1818035454118968,0.1859749261021173,0.1838892357570071
12,Kayan,EC São José,EC São José,"CF, LW, LWF",CF,12,23,0,,11,671,Brazil,Brazil,unknown,0,0,no,1.475477,2.952316,0.26,10.526,1.038461538461539,0.1019607843137255,0.07,0.54,0.67,0.5371159999999999,RS,Testing,2024,0.4956026706666641,0.5110582481966179,0.503330459431641
13,Carlos Henrique,Avenida,Avenida,CF,CF,12,29,0,,10,579,Brazil,Brazil,right,183,81,no,2.174589,2.64115,0.38,0.0,0.0,0.1526104417670683,0.0,0.0,0.0,0.0,RS,Testing,2024,0.4183775355271038,0.3875148466332456,0.4029461910801748
14,Hélio Paraíba,Avenida,Avenida,CF,CF,12,31,0,,9,524,Brazil,Brazil,right,188,84,no,1.71746,2.404344,0.5,9.091,0.34,0.2645502645502646,0.04,1.03,0.52,0.34,RS,Testing,2024,0.4420588372271614,0.4777374908589687,0.4598981640430652
15,Luam Parede,Novo Hamburgo,Novo Hamburgo,CF,CF,12,28,0,,8,563,Brazil,Brazil,,193,85,no,5.377033,4.853746999999999,0.2,33.333,2.4,0.1282051282051282,0.02,0.35,0.17,0.17,RS,Testing,2024,1.0,1.0,1.0
16,Édipo,Novo Hamburgo,Novo Hamburgo,CF,CF,12,30,0,,11,572,Brazil,Brazil,,0,0,no,4.10718,2.054183,0.2,0.0,0.0,0.145985401459854,0.02,0.51,0.17,0.0,RS,Testing,2024,0.657655108272782,0.6163866663022092,0.6370208872874956
17,Carlos Renê,EC São José,EC São José,"CF, LWF",CF,12,20,0,,12,979,Brazil,Brazil,unknown,0,0,no,1.10357,3.583008,0.4,20.0,0.9249999999999999,0.2173913043478261,0.02,0.18,0.28,0.09,RS,Testing,2024,0.7394628127731471,0.7086356766374435,0.7240492447052953
18,André Henrique,Grêmio,Grêmio,"CF, RW",CF,12,22,0,,11,513,Brazil,Brazil,right,189,76,no,1.91913,1.92,0.43,22.222,1.232558139534884,0.2485549132947977,0.03,0.77,0.38,0.5743240000000001,RS,Testing,2024,0.7028906541793922,0.6815271105063506,0.6922088823428715
19,JP Bardales,Brasil de Pelotas,Brasil de Pelotas,"CF, RW",CF,12,24,0,,11,979,Brazil,Brazil,,0,0,no,3.67806,3.49258,0.1,18.182,1.8,0.09900990099009901,0.02,0.28,0.09,0.093324,RS,Testing,2024,0.8124980267276962,0.7825788856471639,0.7975384561874301
20,Michel,Guarany de Bagé,Guarany de Bagé,CF,CF,12,34,0,,12,1055,Brazil,Brazil,right,185,76,no,1.963073,3.240186,0.27,35.714,1.592592592592593,0.226890756302521,0.01,0.0,0.09,0.085,RS,Testing,2024,0.8362289289980227,0.8707445437027065,0.8534867363503646
21,Tony Junior,Guarany de Bagé,Guarany de Bagé,CF,CF,12,29,0,,12,877,Brazil,Brazil,,0,0,no,0.102312,3.696238,0.24,6.667,0.4166666666666667,0.1558441558441558,0.05,0.62,0.41,0.719465,RS,Testing,2024,0.3336950614499874,0.3630072564792443,0.3483511589646159
22,Diogo Sodré,São Luiz,São Luiz,CF,CF,12,33,0,,11,770,Brazil,Brazil,right,181,78,no,0.935408,4.441095000000001,0.29,15.385,0.7931034482758622,0.1907894736842105,0.09,0.47,0.23,0.7,RS,Testing,2024,0.6818548866180593,0.6755756989983834,0.6787152928082214
23,Gabriel Silva,Caxias,Caxias,"CF, RAMF, LW",CF,12,25,0,,13,894,Brazil,Brazil,right,177,0,no,0.560112,6.155600000000001,0.15,9.524,1.333333333333333,0.06382978723404255,0.1,0.45,0.34,0.8953500000000001,RS,Testing,2024,0.6430259087576544,0.6628363865379269,0.6529311476477907
0,Yuri Alberto,Corinthians,Corinthians,CF,CF,12,22,18000000,2027-12-31,11,894,Brazil,Brazil,right,182,78,no,1.208151,2.515625,0.24,20.833,2.083333333333333,0.09917355371900827,0.11,0.5,0.2,0.49998,SP,Testing,2024,0.657722047626148,0.5661249619987623,0.6119235048124552
1,Rony,Palmeiras,Palmeiras,"CF, AMF, LAMF",CF,12,28,13000000,2026-12-31,14,595,Brazil,Brazil,right,166,65,no,0.9079999999999999,1.663992,0.33,16.667,1.363636363636364,0.1213235294117647,0.11,0.91,0.3,0.604384,SP,Testing,2024,0.3869713599135444,0.3244063163356238,0.3556888381245841
2,J. Lopez,Palmeiras,Palmeiras,CF,CF,12,23,7000000,2027-06-30,14,1045,Argentina,Argentina,left,190,74,no,2.75468,1.72312,0.86,19.608,1.0,0.1958997722095672,0.01,0.17,0.0,0.0,SP,Testing,2024,0.7692769008222851,0.7219394947006097,0.7456081977614473
3,J. Calleri,São Paulo,São Paulo,CF,CF,12,30,4500000,2026-12-31,10,940,Argentina,"Argentina, Italy",right,181,77,no,2.491236,1.9152,0.33,17.647,0.8787878787878787,0.2024539877300614,0.1,0.38,0.19,0.286638,SP,Testing,2024,0.7478130248191419,0.7051380189139125,0.7264755218665271
4,T. Borbas,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,21,4000000,2027-12-31,13,605,Uruguay,Uruguay,right,181,69,no,3.12246,1.933393,0.45,21.429,1.0,0.2163461538461539,0.07,0.6,0.15,0.300015,SP,Testing,2024,0.8413227822570029,0.8493093432189888,0.8453160627379956
5,Eduardo Sasha,Red Bull Bragantino,Red Bull Bragantino,"CF, AMF",CF,12,32,1800000,2025-12-31,11,803,Brazil,"Brazil, Italy",right,173,65,no,2.57972,2.016,0.43,35.294,1.558139534883721,0.225130890052356,0.06,0.78,0.11,0.445692,SP,Testing,2024,1.0,1.0,1.0
6,J. Furch,Santos,Santos,CF,CF,12,34,1500000,,12,693,Argentina,Argentina,right,188,88,no,2.59666,1.688093,0.53,15.789,0.7358490566037735,0.2145748987854251,0.07,0.65,0.65,0.260013,SP,Testing,2024,0.7598000750638596,0.6694914071763751,0.7146457411201173
7,Régis,Guarani,Guarani,"CF, AMF",CF,12,31,1000000,,8,602,Brazil,Brazil,left,171,70,no,0.298152,2.839833,0.17,11.111,0.8823529411764705,0.1259259259259259,0.05,0.9,0.15,0.89625,SP,Testing,2024,0.440505430066121,0.2944555742230194,0.3674805021445702
8,Élvis,Ponte Preta,Ponte Preta,"CF, AMF",CF,12,33,700000,,13,1027,Brazil,Brazil,right,175,73,no,0.438444,1.928718,0.2,13.333,0.8999999999999999,0.1526717557251908,0.2,1.31,0.79,2.103228,SP,Testing,2024,0.2582799397014789,0.1664791796881619,0.2123795596948204
9,Dellatorre,Mirassol,Mirassol,CF,CF,12,31,650000,,11,940,Brazil,"Brazil, Italy",right,181,79,no,0.95625,2.105232,0.82,24.138,0.8170731707317074,0.2949640287769784,0.07,0.38,0.29,0.285,SP,Testing,2024,0.7782812437306483,0.6603865728300475,0.7193339082803478
10,Giovanni Augusto,Portuguesa,Portuguesa,"CF, AMF",CF,12,34,450000,,12,995,Brazil,Brazil,right,177,71,no,0.635,4.705454,0.15,13.333,1.2,0.1102941176470588,0.1,0.99,0.45,1.721104,SP,Testing,2024,0.6174375522548916,0.6001885348460894,0.6088130435504904
11,Willian,Santos,Santos,"CF, AMF",CF,12,37,400000,,10,546,Brazil,Brazil,right,171,66,no,0.495,2.14354,0.32,20.0,1.03125,0.193939393939394,0.21,0.66,0.66,0.163317,SP,Testing,2024,0.5418300758282224,0.4693475440953903,0.5055888099618062
12,Bruno Mezenga,Água Santa,Água Santa,CF,CF,12,35,300000,2024-04-10,11,688,Brazil,Brazil,left,185,78,no,2.746089,0.1309,0.2,8.333,0.65,0.1273885350318471,0.04,0.13,0.13,0.0,SP,Testing,2024,0.496952227495947,0.4407790875089325,0.4688656575024397
13,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,28,300000,,12,799,Brazil,Brazil,left,175,74,no,1.0125,2.930676,0.23,15.789,1.478260869565218,0.1074766355140187,0.03,0.56,0.11,0.4533560000000001,SP,Testing,2024,0.5450075624011534,0.4710838695655153,0.5080457159833343
14,Salatiel,Ituano,Ituano,CF,CF,12,31,300000,,10,601,Brazil,Brazil,right,187,76,no,1.7625,2.289002,0.11,0.0,0.0,0.08943089430894309,0.02,0.7,0.0,0.0,SP,Testing,2024,0.2161457482029233,0.05514260263484551,0.1356441754188844
15,Derek,Guarani,Guarani,"CF, LAMF, LWF",CF,12,26,200000,2025-11-30,7,545,Brazil,Brazil,left,185,80,no,1.649934,4.126720000000001,0.45,0.0,0.0,0.1296829971181556,0.13,0.66,0.5,0.66,SP,Testing,2024,0.3520192961560026,0.2117335063691982,0.2818764012626004
16,Léo Passos,Santo André,Santo André,CF,CF,12,25,200000,,11,614,Brazil,"Brazil, Spain",right,183,78,no,2.93001,1.612476,0.17,0.0,0.0,0.08900523560209425,0.02,0.29,0.15,0.145,SP,Testing,2024,0.4422646506204446,0.213074897049608,0.3276697738350263
17,Kayke,São Bernardo FC,São Bernardo FC,CF,CF,12,35,200000,,10,539,Brazil,Brazil,right,182,80,no,0.198869,0.794385,0.44,12.5,0.75,0.2767295597484277,0.01,1.39,0.0,1.392262,SP,Testing,2024,0.0,0.0,0.0
18,Diego Quirino,Inter de Limeira,Inter de Limeira,CF,CF,12,30,200000,,13,959,Brazil,Brazil,right,180,79,no,1.760364,3.209275,0.34,23.529,1.117647058823529,0.1931818181818182,0.03,0.31,0.21,0.3120000000000001,SP,Testing,2024,0.9064170972486227,0.8328237528663217,0.8696204250574722
19,Neto Pessôa,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,29,125000,2024-12-31,14,930,Brazil,Brazil,left,178,76,no,3.28944,1.162,0.29,8.0,0.6551724137931035,0.1198347107438016,0.13,1.26,0.97,0.773372,SP,Testing,2024,0.5420398155964354,0.5301368120373702,0.5360883138169028
20,Jeh,Ponte Preta,Ponte Preta,CF,CF,12,24,0,,12,1036,Brazil,Brazil,right,185,77,no,4.083213000000001,4.515919999999999,0.23,15.385,1.521739130434782,0.1017699115044248,0.01,0.26,0.09,0.345,SP,Testing,2024,0.8731046428363847,0.7784354890491952,0.8257700659427898
21,Henrique Dourado,Portuguesa,Portuguesa,CF,CF,12,34,0,2024-04-30,11,720,Brazil,Brazil,left,186,80,no,1.251388,2.50005,0.26,8.333,0.5,0.1733333333333333,0.03,0.0,0.0,0.0,SP,Testing,2024,0.3813655481264004,0.326778311248686,0.3540719296875432
