Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Aéreos_Ganhos,Passes_Curtos_Médios_Certos,Passes_Longos_Certos,Passes_Progressivos_Certos,Defesas,Gols_Evitados,Saídas,Interceptações.1,xG_Evitado,Finalizações_por_Gol_Sofrido,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
10,Lucas Wingert,Juventude,Juventude,GK,GK,0,24,0,,9,816,Brazil,Brazil,left,200,96,no,0.33,11.798374,1.326733,0.77,70.37,0.063,1.21,1.1,0.7046979865771812,3.386363636363636,RS,Testing,2024,0.3018009924198333,0.3255650188896259,0.3040081427401987
11,Caíque,Grêmio,Grêmio,GK,GK,0,26,0,2025-12-31,7,705,Brazil,Brazil,left,198,100,no,0.635727,4.341564000000001,3.702985,3.954416,84.85,0.209,2.3,1.15,0.847980997624703,6.578125,RS,Testing,2024,0.934039575879055,0.9638586940309826,0.9482294819010395
12,Fabian Volpi,Caxias,Caxias,GK,GK,0,26,0,,13,1261,Brazil,Brazil,right,186,80,no,0.8462000000000001,6.379311,3.6155,3.534487,62.79,-0.11,2.23,1.0,0.6272727272727272,2.682926829268292,RS,Testing,2024,0.3152280277972764,0.2962985129362554,0.2959767646488922
0,João Paulo,Santos,Santos,GK,GK,0,28,7000000,2027-12-31,15,1505,Brazil,Brazil,right,189,86,no,0.42,9.329984999999999,3.827166,3.172766,78.18,0.111,1.5,1.14,0.7811550151975684,4.569444444444445,SP,Testing,2024,0.7478359053843331,0.7587302557349487,0.7559831095378112
1,Cleiton,Red Bull Bragantino,Red Bull Bragantino,GK,GK,0,26,4500000,2024-12-31,11,1095,Brazil,Brazil,right,190,82,no,0.82,13.476859,6.161292,5.916131,76.92,0.121,1.89,2.63,0.7694704049844237,4.337837837837838,SP,Testing,2024,0.849284684132632,0.8952158379396551,0.8755237532717887
2,Weverton,Palmeiras,Palmeiras,GK,GK,0,36,3000000,2026-12-31,13,1286,Brazil,Brazil,right,189,85,no,0.140007,13.369496,4.549944,4.690154,78.43,0.034,1.19,1.26,0.7843137254901961,4.636363636363636,SP,Testing,2024,0.6820379113417121,0.6384434672677443,0.6624922215415403
3,Cássio,Corinthians,Corinthians,GK,GK,0,36,1000000,2024-12-31,10,1003,Brazil,Brazil,right,196,92,no,0.180009,10.050855,2.243324,2.513,58.06,-0.145,1.08,1.79,0.579136690647482,2.376068376068376,SP,Testing,2024,0.001853182833565017,0.0,0.0
4,Max Walef,Inter de Limeira,Inter de Limeira,GK,GK,0,30,1000000,2024-06-30,11,1092,Brazil,Brazil,right,185,84,no,0.45,20.209664,4.578221999999999,4.041505,77.19,0.41,1.62,1.44,0.771484375,4.376068376068377,SP,Testing,2024,0.7893209382579858,0.8024192575172887,0.7987754111264349
5,Jordi,Grêmio Novorizontino,Grêmio Novorizontino,GK,GK,0,30,800000,2024-12-31,13,1290,Brazil,Brazil,right,192,92,no,1.05,8.58091,4.323564,3.904555999999999,76.92,-0.021,3.14,2.44,0.7683823529411765,4.317460317460318,SP,Testing,2024,1.0,0.9922587346264613,1.0
6,Rafael,São Paulo,São Paulo,GK,GK,0,34,400000,2025-12-31,11,1126,Brazil,Brazil,left,192,81,no,0.160008,14.55,3.43992,2.719872,67.5,-0.136,1.28,1.04,0.675,3.076923076923077,SP,Testing,2024,0.2048533191873843,0.2106433759488567,0.2078187090716656
7,Luiz Daniel,Santo André,Santo André,GK,GK,0,30,250000,,12,1198,Brazil,Brazil,right,186,84,no,0.38,6.314598,3.227699,3.158107,62.22,-0.203,1.13,1.58,0.621301775147929,2.640625,SP,Testing,2024,0.1262554195673716,0.1529741725312568,0.1393567300971459
8,Alex Muralha,Mirassol,Mirassol,GK,GK,0,34,250000,,11,1095,Brazil,Brazil,right,188,89,no,0.738,14.134102,0.987355,0.655959,63.41,-0.149,1.23,0.82,0.6350148367952522,2.739837398373984,SP,Testing,2024,0.2593709127844699,0.2909048824481684,0.2755331002292829
9,João Carlos,Botafogo SP,Botafogo SP,GK,GK,0,35,200000,,8,800,Brazil,Brazil,right,191,92,no,0.226678,7.98741,2.9276,2.251748,64.52,-0.047,1.13,1.58,0.6446991404011462,2.814516129032258,SP,Testing,2024,0.2031706166404784,0.1910475866817631,0.1971281782927334
10,Vladimir,Guarani,Guarani,GK,GK,0,34,200000,2025-12-31,7,729,Brazil,Brazil,right,191,93,yes,0.12,5.93,1.358372,1.233395,65.22,-0.026,0.99,0.86,0.6514084507042253,2.868686868686869,SP,Testing,2024,0.1391005597488068,0.1157351296536777,0.1271009851942187
11,Ygor Vinhas,Água Santa,Água Santa,GK,GK,0,29,200000,2024-11-30,11,1102,Brazil,Brazil,right,192,88,no,0.08,15.516928,3.922203999999999,2.287715,77.08,0.231,0.98,1.47,0.7704081632653061,4.355555555555555,SP,Testing,2024,0.6497565317744384,0.6343769319511775,0.644230659293033
12,Alex Alves,São Bernardo FC,São Bernardo FC,GK,GK,0,37,200000,,12,1193,Brazil,Brazil,right,191,88,no,0.62125,13.4109,3.467486,3.019435,84.44,0.44,2.13,0.89,0.845,6.451612903225807,SP,Testing,2024,0.9382297994814968,1.0,0.9728553132821113
13,Jefferson Paulino,Ituano,Ituano,GK,GK,0,32,200000,,12,1181,Brazil,Brazil,right,185,71,no,0.0,15.430616,3.462472,3.135132,69.09,0.084,0.82,1.48,0.6916299559471366,3.242857142857143,SP,Testing,2024,0.3128015750793709,0.3454163520827466,0.3297643255352254
14,Pedro Rocha,Ponte Preta,Ponte Preta,GK,GK,0,25,0,2024-07-26,13,1296,Brazil,Brazil,right,196,93,no,0.279986,8.472492,4.5125,4.031079999999999,78.08,0.455,1.81,1.39,0.7810650887573964,4.567567567567568,SP,Testing,2024,0.7857154369982101,0.8193479448552294,0.805469115364832
15,Thomazella,Portuguesa,Portuguesa,GK,GK,0,33,0,2024-04-30,13,1316,Brazil,Brazil,right,191,89,no,0.272,7.253285,2.391529999999999,2.116823,60.47,-0.458,0.96,0.96,0.6054421768707483,2.53448275862069,SP,Testing,2024,0.0,0.01546215910410008,0.006837288138729573
