Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Longos_Certos,Passes_Progressivos_Certos,Passes_Laterais_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Passes_Longos_Certos_LM,Passes_Progressivos_Certos_LM,Passes_Laterais_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Passes_Longos_Certos_Rank,Passes_Progressivos_Certos_Rank,Passes_Laterais_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Passes_Longos_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Passes_Laterais_Certos_Percentil
0,0.17509,0.030658,0.29047,0.150519,0.73964,0.672378,0.502737,Guilherme Arana,Atlético Mineiro,Atlético Mineiro,"LB, LWB",LB,1,26,12000000,2027-12-31,10,994,Brazil,Brazil,left,176,66,no,MG,Testing,2024,Lateral Defensivo,0.503,11,25,56,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,23.5,24,10,21.0,4,3,6,4,60,16,84,88
14,0.709386,0.742273,0.02474,0.720513,0.266165,0.350084,0.420757,Tiago Baiano,Uberlândia,Uberlândia,RB,RB,1,28,0,,8,537,Brazil,Brazil,right,178,69,no,MG,Testing,2024,Lateral Defensivo,0.421,12,25,52,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,8.0,5,23,8.0,14,12,68,80,8,68,44,52
8,0.478339,0.390825,0.45871,0.146049,0.12595,0.521933,0.381546,Emerson,Tombense,Tombense,LB,LB,1,25,100000,,7,666,Brazil,Brazil,left,179,73,no,MG,Testing,2024,Lateral Defensivo,0.382,13,25,48,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,17.0,18,4,22.0,20,6,32,28,84,12,20,76
1,0.413357,0.593116,0.283098,0.085975,0.486012,0.29128,0.368161,R. Saravia,Atlético Mineiro,Atlético Mineiro,"RB, RCB, RWB",RB,1,30,2500000,2025-12-31,9,650,Argentina,Argentina,right,178,73,no,MG,Testing,2024,Lateral Defensivo,0.368,14,25,44,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,19.0,9,11,23.0,7,15,24,64,56,8,72,40
15,0.595668,0.383125,0.36809,0.0,0.252093,0.347158,0.356311,João Victor,Uberlândia,Uberlândia,LB,LB,1,25,0,,9,904,Brazil,Brazil,,174,77,no,MG,Testing,2024,Lateral Defensivo,0.356,15,25,40,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,12.0,19,6,25.0,15,13,52,24,76,0,40,48
24,0.949458,1.0,0.135611,0.791107,0.128031,0.249081,0.322764,Weslen,Democrata GV,Democrata GV,RB,RB,1,29,0,,9,764,Brazil,Brazil,right,178,68,no,MG,Testing,2024,Lateral Defensivo,0.323,16,25,36,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,4.0,1,19,7.0,19,18,84,96,24,72,24,28
6,0.487365,0.498584,0.149894,0.639769,0.148415,0.427363,0.281537,Yuri,Athletic Club,Athletic Club,LB,LB,1,28,200000,2024-04-10,10,938,Brazil,Brazil,left,175,74,no,MG,Testing,2024,Lateral Defensivo,0.282,17,25,32,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,16.0,14,18,10.0,18,10,36,44,28,60,28,60
11,0.447653,0.321901,0.297806,0.324099,0.364772,0.25313,0.273584,Vinicio,Pouso Alegre,Pouso Alegre,LB,LB,1,23,0,,10,975,Brazil,Brazil,unknown,175,0,no,MG,Testing,2024,Lateral Defensivo,0.274,18,25,28,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,18.0,21,9,19.0,11,17,28,16,64,24,56,32
10,0.624549,0.521713,0.124131,0.668283,0.204557,0.204396,0.241623,Léo Príncipe,Pouso Alegre,Pouso Alegre,RB,RB,1,27,10000,,10,797,Brazil,Brazil,right,173,68,no,MG,Testing,2024,Lateral Defensivo,0.242,19,25,24,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,10.0,12,20,9.0,16,23,60,52,20,64,36,8
18,0.355596,0.509139,0.552383,0.45805,0.0,0.065301,0.236694,Ailton Santos,Patrocinense,Patrocinense,LB,LB,1,26,0,,7,666,Brazil,Brazil,,0,0,no,MG,Testing,2024,Lateral Defensivo,0.237,20,25,20,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,20.0,13,3,14.0,25,24,20,48,88,44,0,4
12,0.599278,0.422317,0.077123,0.575245,0.104908,0.267988,0.206251,Ynaiã,Athletic Club,Athletic Club,"RB, LB",RB,1,24,0,,11,687,Brazil,Brazil,right,172,67,no,MG,Testing,2024,Lateral Defensivo,0.206,21,25,16,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,11.0,16,22,12.0,22,16,56,36,12,52,12,36
22,0.723827,0.527671,0.200752,0.022786,0.00222,0.220594,0.167795,Ezio,Ipatinga,Ipatinga,RB,RB,1,26,0,,8,713,Brazil,Brazil,unknown,182,0,no,MG,Testing,2024,Lateral Defensivo,0.168,22,25,12,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,7.0,11,17,24.0,24,20,72,56,32,4,4,20
19,0.305054,0.262309,0.448869,0.4329,0.007798,0.220175,0.132298,Nando Sa,Patrocinense,Patrocinense,RB,RB,1,35,0,,8,730,Brazil,Brazil,,0,0,no,MG,Testing,2024,Lateral Defensivo,0.132,23,25,8,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,21.0,22,5,16.0,23,22,16,12,80,36,8,12
5,0.0,0.0,0.236082,0.999758,0.328278,0.309783,0.113678,Bryan,Itabirito,Itabirito,LB,LB,1,31,300000,,9,890,Brazil,Brazil,left,177,72,no,MG,Testing,2024,Lateral Defensivo,0.114,24,25,4,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,25.0,25,14,2.0,12,14,0,0,44,92,52,44
7,0.17509,0.253912,0.300877,0.205756,0.157895,0.234109,0.0,Douglas Pelé,Athletic Club,Athletic Club,"RB, RAMF, RW",RB,1,24,100000,,11,1176,Brazil,Brazil,right,171,69,no,MG,Testing,2024,Lateral Defensivo,0.0,25,25,0,0.565054,0.51057,0.2776,0.519068,0.356236,0.382949,23.5,23,8,20.0,17,19,6,8,68,20,32,24
21,0.335227,0.691651,0.426975,1.0,0.986292,0.71422,1.0,Paulo Vitor,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LB,LB,1,35,0,,8,583,Brazil,Brazil,left,168,71,no,RJ,Testing,2024,Lateral Defensivo,1.0,1,28,96,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,18.0,11,14,1.0,2,7,35,60,50,96,92,75
6,1.0,0.975575,0.235686,0.563645,1.0,0.586268,0.881284,Cayo Tenório,Nova Iguaçu,Nova Iguaçu,RB,RB,1,25,500000,,10,859,Brazil,Brazil,right,173,68,no,RJ,Testing,2024,Lateral Defensivo,0.881,2,28,92,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,1.0,2,21,5.0,1,8,96,92,25,82,96,71
10,0.490057,0.506582,0.498051,0.774679,0.666608,0.464689,0.841248,Pará,Portuguesa RJ,Portuguesa RJ,LB,LB,1,36,150000,2024-12-31,11,1091,Brazil,Brazil,left,172,73,no,RJ,Testing,2024,Lateral Defensivo,0.841,3,28,89,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,11.0,16,12,2.0,8,12,60,42,57,92,71,57
16,0.379261,0.634599,0.508216,0.450564,0.84502,0.476512,0.835671,Almir Sóta,Madureira,Madureira,RB,RB,1,29,0,,9,773,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Lateral Defensivo,0.836,4,28,85,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,15.0,12,10,9.0,5,11,46,57,64,67,82,60
12,0.599432,0.900724,0.0,0.538726,0.950554,1.0,0.829052,Evandro,Madureira,Madureira,LB,LB,1,27,50000,,10,1036,Brazil,Brazil,left,170,68,no,RJ,Testing,2024,Lateral Defensivo,0.829,5,28,82,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,5.0,7,28,6.0,3,1,82,75,0,78,89,96
26,0.863636,0.917728,0.666831,0.267835,0.43814,0.286769,0.820026,Maicon,Nova Iguaçu,Nova Iguaçu,LB,LB,1,23,0,,12,1113,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Lateral Defensivo,0.82,6,28,78,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,2.0,6,4,16.0,14,23,92,78,85,42,50,17
0,0.491477,0.962518,0.201934,0.372263,0.696027,0.90593,0.789879,Ayrton Lucas,Flamengo,Flamengo,LB,LB,1,26,7000000,2027-12-31,9,786,Brazil,Brazil,left,180,72,no,RJ,Testing,2024,Lateral Defensivo,0.79,7,28,75,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,9.5,5,23,12.0,7,2,66,82,17,57,75,92
5,0.521307,0.716945,0.508261,0.597626,0.56498,0.340295,0.771951,Hugo,Botafogo,Botafogo,"LB, LWB",LB,1,22,1500000,2024-12-31,12,1029,Brazil,Brazil,left,175,67,no,RJ,Testing,2024,Lateral Defensivo,0.772,8,28,71,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,8.0,9,9,4.0,10,20,71,67,67,85,64,28
15,0.589489,0.70499,0.536425,0.333102,0.544234,0.334038,0.751832,Acácio,Audax Rio,Audax Rio,"LB, LW",LB,1,30,0,,7,577,Brazil,Brazil,left,179,65,no,RJ,Testing,2024,Lateral Defensivo,0.752,9,28,67,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,6.0,10,6,13.0,11,21,78,64,78,53,60,25
8,0.105114,0.378065,0.195501,0.645484,0.932387,0.744367,0.728112,Paulo Henrique,Vasco da Gama,Vasco da Gama,"RWB, RB",RWB,1,27,300000,2024-12-31,9,798,Brazil,Brazil,right,175,74,no,RJ,Testing,2024,Lateral Defensivo,0.728,10,28,64,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,27.0,19,24,3.0,4,6,3,32,14,89,85,78
17,0.491477,0.490105,1.0,0.161663,0.283755,0.76636,0.725222,Ramon Batista,Audax Rio,Audax Rio,"RB, LCB",RB,1,24,0,,6,646,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Lateral Defensivo,0.725,11,28,60,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,9.5,18,1,22.0,22,5,66,35,96,21,21,82
1,0.0,0.20884,0.283315,0.461981,0.703593,0.835571,0.709993,Lucas Piton,Vasco da Gama,Vasco da Gama,"LB, LWB",LB,1,23,6000000,2026-12-31,10,1029,Brazil,"Brazil, Italy",left,175,64,no,RJ,Testing,2024,Lateral Defensivo,0.71,12,28,57,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,28.0,23,18,7.0,6,3,0,17,35,75,78,89
22,0.545455,0.973601,0.862842,0.176437,0.35421,0.0,0.683771,Guilherme,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LB,LB,1,31,0,,11,844,Brazil,Brazil,left,173,73,no,RJ,Testing,2024,Lateral Defensivo,0.684,13,28,53,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,7.0,3,2,21.0,18,28,75,89,92,25,35,0
24,0.360795,0.605269,0.527544,0.280748,0.534144,0.428183,0.667706,Ronaldo,Portuguesa RJ,Portuguesa RJ,RB,RB,1,25,0,,12,809,Brazil,Brazil,right,181,70,no,RJ,Testing,2024,Lateral Defensivo,0.668,14,28,50,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,16.0,13,7,15.0,12,13,42,53,75,46,57,53
7,0.610795,1.0,0.466042,0.301843,0.227145,0.407036,0.640199,M. Ponte,Botafogo,Botafogo,RB,RB,1,20,500000,,6,548,Uruguay,Uruguay,right,183,77,no,RJ,Testing,2024,Lateral Defensivo,0.64,15,28,46,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,4.0,1,13,14.0,25,14,85,96,53,50,10,50
11,0.434659,0.315976,0.629176,0.440044,0.238647,0.395119,0.562558,Erick Daltro,Bangu,Bangu,"LB, LW, LWB",LB,1,31,100000,,11,1018,Brazil,Brazil,left,180,78,no,RJ,Testing,2024,Lateral Defensivo,0.563,16,28,42,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,12.0,21,5,10.0,23,15,57,25,82,64,17,46
4,0.428977,0.534958,0.369409,0.236894,0.383014,0.526068,0.55498,G. Varela,Flamengo,Flamengo,"RB, LB",RB,1,31,2000000,2025-12-31,10,864,Uruguay,"Uruguay, Italy",right,174,70,no,RJ,Testing,2024,Lateral Defensivo,0.555,17,28,39,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,13.0,15,16,18.0,17,9,53,46,42,35,39,67
19,0.177557,0.0,0.51948,0.454167,0.65074,0.354754,0.553578,Sánchez,Volta Redonda,Volta Redonda,LB,LB,1,28,0,,11,1097,Brazil,Brazil,left,178,73,no,RJ,Testing,2024,Lateral Defensivo,0.554,18,28,35,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,23.0,28,8,8.0,9,18,17,0,71,71,67,35
14,0.227273,0.597144,0.501785,0.187683,0.439765,0.388341,0.53755,Paulo Victor,Audax Rio,Audax Rio,LB,LB,1,24,0,,8,692,Brazil,Brazil,left,0,0,no,RJ,Testing,2024,Lateral Defensivo,0.538,19,28,32,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,22.0,14,11,20.0,13,16,21,50,60,28,53,42
18,0.403409,0.742066,0.257721,0.209872,0.434271,0.518808,0.526899,Wellington Silva,Volta Redonda,Volta Redonda,RB,RB,1,35,0,2024-04-10,10,953,Brazil,Brazil,right,178,77,no,RJ,Testing,2024,Lateral Defensivo,0.527,20,28,28,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,14.0,8,20,19.0,15,10,50,71,28,32,46,64
27,0.798295,0.966832,0.181496,0.114571,0.337889,0.321113,0.52142,Yan,Nova Iguaçu,Nova Iguaçu,RB,RB,1,28,0,,8,592,Brazil,Brazil,right,194,92,no,RJ,Testing,2024,Lateral Defensivo,0.521,21,28,25,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,3.0,4,25,26.0,19,22,89,85,10,7,32,21
2,0.296875,0.101205,0.798365,0.151697,0.235802,0.783409,0.512073,Guga,Fluminense,Fluminense,RB,RB,1,25,4000000,2026-12-31,6,541,Brazil,"Brazil, Portugal",right,174,69,no,RJ,Testing,2024,Lateral Defensivo,0.512,22,28,21,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,19.0,25,3,23.5,24,4,32,10,89,16,14,85
9,0.109375,0.09929,0.343552,0.378605,0.302122,0.359711,0.314885,Mateus Ludke,Boavista,Boavista,"RB, RW",RB,1,23,250000,,14,904,Brazil,Brazil,right,176,72,no,RJ,Testing,2024,Lateral Defensivo,0.315,23,28,17,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,26.0,26,17,11.0,21,17,7,7,39,60,25,39
23,0.25142,0.496869,0.215099,0.24104,0.311579,0.196659,0.209154,Lucas Carvalho,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RB,RB,1,27,0,,10,756,Brazil,Brazil,right,174,68,no,RJ,Testing,2024,Lateral Defensivo,0.209,24,28,14,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,21.0,17,22,17.0,20,25,25,39,21,39,28,10
25,0.261364,0.20015,0.415343,0.066697,0.0,0.264115,0.195871,Joazi,Portuguesa RJ,Portuguesa RJ,"RB, LB, RW",RB,1,27,0,,9,725,Brazil,Brazil,right,168,67,no,RJ,Testing,2024,Lateral Defensivo,0.196,25,28,10,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,20.0,24,15,27.0,28,24,28,14,46,3,0,14
3,0.169034,0.229352,0.278269,0.0,0.149534,0.345772,0.156734,Victor Sá,Botafogo,Botafogo,"RWB, RW, LW",RWB,1,29,2000000,2025-12-31,8,517,Brazil,Brazil,right,178,72,no,RJ,Testing,2024,Lateral Defensivo,0.157,26,28,7,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,24.0,22,19,28.0,26,19,14,21,32,0,7,32
20,0.34233,0.352265,0.152972,0.151697,0.140857,0.128905,0.09372,Gabriel Saulo,Bangu,Bangu,"RB, RW",RB,1,22,0,,11,1084,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Lateral Defensivo,0.094,27,28,3,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,17.0,20,26,23.5,27,26,39,28,7,16,3,7
13,0.117898,0.018901,0.033836,0.140578,0.428677,0.050427,0.0,Alyson,Boavista,Boavista,LB,LB,1,27,50000,,12,1146,Brazil,Brazil,left,185,75,no,RJ,Testing,2024,Lateral Defensivo,0.0,28,28,0,0.407214,0.547222,0.41479,0.346434,0.492142,0.461551,25.0,27,27,25.0,16,27,10,3,3,10,42,3
3,0.551825,0.8351,0.864776,1.0,0.901521,1.0,1.0,Renê,Internacional,Internacional,LB,LB,1,31,900000,2024-12-31,12,1043,Brazil,Brazil,left,174,72,no,RS,Testing,2024,Lateral Defensivo,1.0,1,25,96,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,8.0,8,2,1.0,2,1,68,68,92,96,92,96
16,0.680292,1.0,1.0,0.740798,0.766929,0.121781,0.712646,Anilson,Novo Hamburgo,Novo Hamburgo,"RB, RCB",RB,1,22,0,,10,774,Brazil,Brazil,right,185,66,no,RS,Testing,2024,Lateral Defensivo,0.713,2,25,92,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,5.0,1,1,2.0,3,13,80,96,96,92,88,48
7,1.0,0.899913,0.393639,0.386622,0.463628,0.286061,0.606776,Celsinho,Avenida,Avenida,RB,RB,1,35,100000,,6,529,Brazil,Brazil,right,183,73,no,RS,Testing,2024,Lateral Defensivo,0.607,3,25,88,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,1.0,6,11,6.0,6,5,96,76,56,76,76,80
0,0.845255,0.975867,0.124368,0.43028,0.513436,0.443238,0.605568,F. Bustos,Internacional,Internacional,RB,RB,1,27,6500000,2024-12-31,13,1136,Argentina,Argentina,right,167,66,no,RS,Testing,2024,Lateral Defensivo,0.606,4,25,84,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,2.0,2,24,4.0,5,2,92,92,4,84,80,92
21,0.732847,0.938899,0.50819,0.144337,0.417082,0.056529,0.565798,João Vitor,São Luiz,São Luiz,RB,RB,1,21,0,,11,943,Brazil,Brazil,,0,0,no,RS,Testing,2024,Lateral Defensivo,0.566,5,25,80,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,4.0,5,6,19.0,9,19,84,80,76,24,64,24
24,0.534307,0.529713,0.380383,0.405882,0.592631,0.240625,0.525246,Dudu Mandai,Caxias,Caxias,LB,LB,1,31,0,,13,1160,Brazil,Brazil,left,172,68,no,RS,Testing,2024,Lateral Defensivo,0.525,6,25,76,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,9.0,16,13,5.0,4,8,64,36,48,80,84,68
22,0.430657,0.582731,0.417022,0.611279,0.38157,0.25801,0.479079,Marcelo,Caxias,Caxias,RB,RB,1,34,0,,11,1077,Brazil,Brazil,right,180,76,no,RS,Testing,2024,Lateral Defensivo,0.479,7,25,72,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,14.0,14,10,3.0,10,7,44,44,60,88,60,72
2,0.147445,0.400743,0.386018,0.301816,1.0,0.285363,0.465416,Reinaldo,Grêmio,Grêmio,LB,LB,1,34,1000000,2024-12-31,10,966,Brazil,Brazil,left,178,79,no,RS,Testing,2024,Lateral Defensivo,0.465,8,25,68,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,20.0,20,12,11.0,1,6,20,20,52,56,96,76
8,0.840876,0.852096,0.283867,0.347281,0.298315,0.077979,0.455137,Danilo Guimarães,Brasil de Pelotas,Brasil de Pelotas,RB,RB,1,26,0,,11,532,Brazil,Brazil,,0,0,no,RS,Testing,2024,Lateral Defensivo,0.455,9,25,64,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,3.0,7,16,9.0,14,18,88,72,36,64,44,28
13,0.452555,0.533232,0.628345,0.029101,0.097361,0.104748,0.378082,Alan Cardoso,Avenida,Avenida,"LB, LAMF",LB,1,26,0,,9,602,Brazil,Brazil,left,177,66,no,RS,Testing,2024,Lateral Defensivo,0.378,10,25,60,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,13.0,15,4,23.0,23,15,48,40,84,8,8,40
19,0.483212,0.723009,0.502486,0.365838,0.16256,0.033282,0.373354,Lessa,Guarany de Bagé,Guarany de Bagé,RB,RB,1,24,0,,11,953,Brazil,Brazil,right,0,0,no,RS,Testing,2024,Lateral Defensivo,0.373,11,25,56,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,10.0,9,8,7.0,19,22,60,64,68,72,24,12
9,0.367883,0.622926,0.529033,0.190723,0.205686,0.107918,0.334613,Rodrigo Negueba,Avenida,Avenida,"RB, RAMF, RW",RB,1,24,0,,8,656,Brazil,Brazil,,0,0,no,RS,Testing,2024,Lateral Defensivo,0.335,12,25,52,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,15.0,12,5,16.0,16,14,40,52,80,36,36,44
14,0.564964,0.485887,0.22861,0.344801,0.315718,0.083324,0.318499,David Luís,Santa Cruz RS,Santa Cruz RS,LB,LB,1,28,0,,7,534,Brazil,Brazil,left,180,76,no,RS,Testing,2024,Lateral Defensivo,0.318,13,25,48,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,7.0,18,21,10.0,13,16,72,28,16,60,48,36
1,0.480292,0.955025,0.290196,0.353166,0.147354,0.199453,0.315435,João Lucas,Juventude,Juventude,RB,RB,1,26,2000000,2025-12-31,12,1128,Brazil,Brazil,right,181,72,no,RS,Testing,2024,Lateral Defensivo,0.315,14,25,44,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,11.0,3,15,8.0,20,10,56,88,40,68,20,60
15,0.0,0.294556,0.472393,0.141589,0.453978,0.04369,0.313243,Rai,Novo Hamburgo,Novo Hamburgo,LB,LB,1,23,0,,11,1043,Brazil,Brazil,,0,0,no,RS,Testing,2024,Lateral Defensivo,0.313,15,25,40,0.420847,0.613895,0.400429,0.287362,0.353077,0.186304,24.5,23,9,20.0,8,21,2,8,64,20,68,16
