Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Passes_EntreLinhas_Certos_LM,Passes_Chave_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Passes_Chave_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Passes_Chave_Percentil
0,0.883625,0.48809,0.990873,0.344645,0.122682,0.058824,0.486486,0.270257,0.55151,0.909091,0.599585,F. Cristaldo,Grêmio,Grêmio,"AMF, LCMF, CF",AMF,9,27,7000000,2026-12-31,13,817,Argentina,Argentina,right,175,69,no,RS,Testing,2024,Meia Organizador,0.6,3,6,50,0.581672,0.285989,0.491555,0.346192,0.260716,0.411765,0.349099,0.287585,0.451109,0.560606,2,2,2,3,3,5.0,2,2,2.0,2,66,66,66,50,50,16,66,66,66,66
5,0.475505,0.035625,0.253976,0.499315,0.321031,0.588235,0.243243,0.101737,0.350416,0.181818,0.443253,Guilherme Garré,Novo Hamburgo,Novo Hamburgo,"AMF, CF",AMF,9,30,0,,11,880,Brazil,Brazil,right,174,71,no,RS,Testing,2024,Meia Organizador,0.443,4,6,33,0.581672,0.285989,0.491555,0.346192,0.260716,0.411765,0.349099,0.287585,0.451109,0.560606,4,5,4,2,2,3.0,4,5,4.0,5,33,16,33,66,66,50,33,16,33,16
3,0.279421,0.082932,0.513639,0.097919,0.020555,0.0,0.094595,0.172343,0.0,0.0,0.01266,Tomas Bastos,Caxias,Caxias,"AMF, RW",AMF,9,31,400000,,13,941,Brazil,Brazil,left,175,79,no,RS,Testing,2024,Meia Organizador,0.013,5,6,16,0.581672,0.285989,0.491555,0.346192,0.260716,0.411765,0.349099,0.287585,0.451109,0.560606,5,4,3,5,5,6.0,5,4,6.0,6,16,33,50,16,16,0,16,33,0,0
1,0.851482,0.109285,0.190839,0.0,0.100028,0.705882,1.0,0.181171,0.518339,0.757576,0.0,Jean Carlos,Juventude,Juventude,"AMF, CF, LCMF",AMF,9,32,900000,2024-12-31,15,1210,Brazil,Brazil,left,178,69,no,RS,Testing,2024,Meia Organizador,0.0,6,6,0,0.581672,0.285989,0.491555,0.346192,0.260716,0.411765,0.349099,0.287585,0.451109,0.560606,3,3,5,6,4,2.0,1,3,3.0,3,50,50,16,0,33,66,83,50,50,50
1,0.177836,0.577189,0.767487,1.0,1.0,0.653846,0.061798,0.496115,0.090716,0.524752,1.0,Lucas Moura,São Paulo,São Paulo,"AMF, CF, LAMF",AMF,9,31,9000000,2026-12-31,7,573,Brazil,Brazil,right,174,70,no,SP,Testing,2024,Meia Organizador,1.0,1,9,88,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,7,5,3,1,1,4.0,7,8,8.0,2,22,44,66,88,88,55,22,11,11,77
8,0.111468,0.513668,1.0,0.787422,0.522598,0.423077,0.47191,0.601179,1.0,1.0,0.98704,Endrick,Palmeiras,Palmeiras,"AMF, CF, RWB",AMF,9,17,0,,8,648,Brazil,Brazil,left,171,64,no,SP,Testing,2024,Meia Organizador,0.987,2,9,77,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,8,7,1,2,3,6.0,4,6,1.0,1,11,22,88,77,66,33,55,33,88,88
7,0.561374,1.0,0.647575,0.411849,0.394895,0.461538,0.146067,0.749655,0.375983,0.336634,0.730902,Eduardo Person,Ituano,Ituano,"AMF, LAMF",AMF,9,27,100000,,11,888,Brazil,Brazil,right,174,72,no,SP,Testing,2024,Meia Organizador,0.731,3,9,66,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,4,1,5,5,5,5.0,6,3,6.0,5,55,88,44,44,44,44,33,66,33,44
3,0.0,0.283734,0.595528,0.673098,0.561793,0.038462,0.044944,0.8672,0.439673,0.257426,0.729471,Thonny Anderson,Ituano,Ituano,"AMF, CF, RWF",AMF,9,26,1500000,2024-12-31,9,526,Brazil,Brazil,right,184,81,yes,SP,Testing,2024,Meia Organizador,0.729,4,9,55,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,9,8,6,3,2,8.0,8,2,5.0,7,0,11,33,66,77,11,11,77,44,22
0,1.0,0.928696,0.831126,0.082134,0.02936,1.0,1.0,1.0,0.162781,0.39604,0.586555,Raphael Veiga,Palmeiras,Palmeiras,"AMF, CF",AMF,9,28,14000000,2026-12-31,11,898,Brazil,Brazil,left,178,73,no,SP,Testing,2024,Meia Organizador,0.587,5,9,44,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,1,3,2,7,8,1.5,1,1,7.0,4,88,66,77,22,11,83,88,88,22,55
5,0.357211,0.545096,0.43779,0.413942,0.428404,0.346154,0.219101,0.664075,0.618482,0.277228,0.585656,Luan Dias,Água Santa,Água Santa,"AMF, CF",AMF,9,26,750000,2025-06-30,11,960,Brazil,Brazil,left,181,74,no,SP,Testing,2024,Meia Organizador,0.586,6,9,33,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,5,6,7,4,4,7.0,5,5,4.0,6,44,33,22,55,55,22,44,44,55,33
6,0.181866,0.852289,0.682812,0.074874,0.1639,1.0,0.719101,0.713754,0.944746,0.425743,0.485519,Chico,Mirassol,Mirassol,"AMF, CF, LCMF",AMF,9,32,600000,,9,683,Brazil,"Brazil, Korea Republic",right,175,69,no,SP,Testing,2024,Meia Organizador,0.486,7,9,22,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,6,4,4,8,6,1.5,2,4,2.0,3,33,55,55,11,33,83,77,55,77,66
4,0.979379,0.973822,0.428027,0.0,0.0,0.730769,0.5,0.56099,0.620602,0.059406,0.389692,J. Cazares,Santos,Santos,"AMF, CF",AMF,9,31,1000000,,11,576,Ecuador,Ecuador,right,171,63,no,SP,Testing,2024,Meia Organizador,0.39,8,9,11,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,2,2,8,9,9,3.0,3,7,3.0,8,77,77,11,0,0,66,66,22,66,11
2,0.901497,0.0,0.0,0.100575,0.08874,0.0,0.0,0.0,0.0,0.0,0.0,Luciano,São Paulo,São Paulo,"AMF, RAMF, CF",AMF,9,30,3000000,2026-12-31,13,865,Brazil,Brazil,left,181,77,no,SP,Testing,2024,Meia Organizador,0.0,9,9,0,0.474515,0.630499,0.598927,0.393766,0.35441,0.517094,0.351436,0.628108,0.472554,0.364136,3,9,9,6,7,9.0,9,9,9.0,9,66,0,0,33,22,0,0,0,0,0
