Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,Acelerações,Passes_Longos_Recebidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Deep_Completions,Deep_Completed_Crosses,Passes_Chave,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
13,Reinaldo,Guarani,Guarani,"RAMF, RW, LW",RAMF,10,22,300000,,12,892,Brazil,Brazil,right,177,73,no,4.439679999999999,3.13,2.621828,1.11,1.41,0.1,0.504495,18.182,0.26,1.41,1.01,0.61,0.81,SP,Testing,2024,0.9117733226777421,0.9406370765730304,0.9262051996253862
14,Iago Dias,Ponte Preta,Ponte Preta,"LW, LCMF, CF",LW,10,30,300000,,9,692,Brazil,Brazil,right,175,74,no,3.639467,2.73,2.730208,0.78,1.69,0.24,0.6499739999999999,23.077,0.01,0.13,0.0,0.52,0.13,SP,Testing,2024,0.4992294820705028,0.4700142248323814,0.484621853451442
15,Felipe Marques,Portuguesa,Portuguesa,"LWF, LCMF, RAMF",LWF,11,34,300000,,10,625,Brazil,Brazil,right,168,0,no,3.456803,2.45,1.728,0.58,1.73,0.17,0.288391,0.0,0.02,0.43,0.29,0.14,0.0,SP,Testing,2024,0.09549853882270712,0.06674291187816528,0.08112072535043618
16,Rômulo,Grêmio Novorizontino,Grêmio Novorizontino,"LW, LWF",LW,10,22,300000,2025-06-30,13,1058,Brazil,Brazil,right,175,64,no,2.89432,1.96,1.532784,0.34,1.79,0.21,1.192002,9.091,0.15,0.94,0.26,0.43,0.26,SP,Testing,2024,0.3986984601645736,0.4514600335766951,0.4250792468706343
17,Keké,Água Santa,Água Santa,"LW, LAMF, LWF",LW,10,28,250000,,11,634,Brazil,Brazil,right,177,71,yes,4.257841,2.27,1.420947,0.85,2.27,0.06,0.1425,25.0,0.01,0.14,0.28,0.28,0.0,SP,Testing,2024,0.1914383017356344,0.1279089692630306,0.1596736354993325
18,Lucas Tocantins,São Bernardo FC,São Bernardo FC,"RW, RWF, CF",RW,10,29,200000,2024-04-10,11,771,Brazil,Brazil,right,180,76,no,4.760541,1.79,2.081028,0.74,1.79,0.1,0.148363,0.0,0.15,0.89,0.3,0.74,0.15,SP,Testing,2024,0.085023944074638,0.09515341799196309,0.09008868103330053
19,Éverton Brito,Inter de Limeira,Inter de Limeira,"RW, RWF",RW,10,28,200000,,11,837,Brazil,Brazil,right,170,66,no,3.07125,2.24,1.652856,0.59,3.43,0.18,0.3525,12.5,0.05,0.94,1.18,0.71,0.59,SP,Testing,2024,0.4132367601283675,0.4656125708742694,0.4394246655013184
20,Victor Andrade,Portuguesa,Portuguesa,"LW, LAMF, CF",LW,10,28,200000,,8,561,Brazil,Brazil,right,178,72,no,15.24022,2.25,8.981762999999999,1.6,0.64,0.11,0.9645349999999999,7.692,0.05,0.32,1.12,0.96,0.32,SP,Testing,2024,0.5200326843076299,0.5398528142804538,0.5299427492940418
21,Juninho,Inter de Limeira,Inter de Limeira,LW,LW,10,28,175000,2024-04-10,7,520,Brazil,Brazil,right,170,72,no,3.407214,3.01,2.205,0.6,1.8,0.33,1.204366,14.286,0.2,1.0,1.0,0.2,0.2,SP,Testing,2024,0.838313186101398,0.8590154837738079,0.8486643349376028
22,Patrick Brey,Botafogo SP,Botafogo SP,"LW, LWB, LAMF",LW,10,26,125000,,11,574,Brazil,"Brazil, Germany",left,177,67,no,3.449662,1.41,1.884,0.47,1.25,0.06,0.31427,14.286,0.03,0.63,0.16,0.63,0.16,SP,Testing,2024,0.0,0.0,0.0
23,Pablo Thomaz,Guarani,Guarani,"LW, CF, LWF",LW,10,24,75000,,7,541,Brazil,Brazil,right,180,63,no,3.6608,2.16,1.33,0.33,1.66,0.38,0.6639999999999999,20.0,0.02,0.17,0.17,0.0,0.17,SP,Testing,2024,0.2907091182428372,0.3383753369139538,0.3145422275783955
24,Bruno Xavier,Água Santa,Água Santa,"RW, LAMF, RAMF",RW,10,27,50000,2024-04-10,11,875,Brazil,Brazil,right,178,71,no,1.644465,1.54,1.030476,0.51,1.85,0.1,0.617184,7.143,0.12,0.72,0.41,1.03,0.51,SP,Testing,2024,0.424244061927971,0.3963240956230422,0.4102840787755065
25,Negueba,Mirassol,Mirassol,"RW, RAMF",RW,10,24,50000,2025-12-09,12,929,Brazil,Brazil,right,171,62,no,3.196296,1.84,1.741726,0.1,1.55,0.16,0.291225,5.882,0.1,0.97,0.97,0.39,0.19,SP,Testing,2024,0.08390757976289621,0.1603896446457393,0.1221486122043178
26,Wesley Gassova,Corinthians,Corinthians,"LWF, LW",LWF,11,18,0,,11,648,Brazil,Brazil,right,175,71,no,10.140572,2.5,7.778656,0.56,0.83,0.13,0.8328439999999999,5.882,0.1,1.11,1.25,1.39,0.28,SP,Testing,2024,0.6062275571154856,0.5867233470071725,0.596475452061329
27,Bruno Michel,Santo André,Santo André,"LAMF, RW, CF",LAMF,10,24,0,,10,519,Brazil,Brazil,left,166,71,no,7.802809999999999,2.6,4.33713,0.52,1.21,0.23,0.692325,15.385,0.12,1.04,0.69,1.04,0.0,SP,Testing,2024,0.7179486323361708,0.6808428797390845,0.6993957560376276
28,Matheus Régis,São Bernardo FC,São Bernardo FC,"LWF, LW, RW",LWF,11,24,0,2026-01-30,12,717,Brazil,Brazil,right,181,72,no,4.742354000000001,3.49,3.349314,1.12,1.26,0.32,1.116555,12.5,0.01,0.14,0.28,0.42,0.0,SP,Testing,2024,0.6287607940310151,0.654665117125874,0.6417129555784445
29,Silvinho,São Bernardo FC,São Bernardo FC,"LW, CF, RW",LW,10,33,0,,10,567,Brazil,Brazil,right,174,72,no,3.333252,1.37,1.1775,0.0,2.16,0.26,0.5866079999999999,33.333,0.04,0.2,0.2,0.2,0.2,SP,Testing,2024,0.02625795880551241,0.1622894463233423,0.09427370256442735
