Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Pisadas_Área,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Ameaça_Ofensiva,xA,Assistência_Finalização,Passes_TerçoFinal_Certos,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Pisadas_Área_LM,Dribles_BemSucedidos_LM,xG_LM,Finalizações_NoAlvo_LM,Ameaça_Ofensiva_LM,xA_LM,Assistência_Finalização_LM,Passes_TerçoFinal_Certos_LM,Passes_Inteligentes_Certos_LM,Passes_EntreLinhas_Certos_LM,Deep_Completions_LM,Passes_Chave_LM,Passes_ÁreaPênalti_Certos_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Pisadas_Área_Rank,Dribles_BemSucedidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Ameaça_Ofensiva_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_TerçoFinal_Certos_Rank,Passes_Inteligentes_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Deep_Completions_Rank,Passes_Chave_Rank,Passes_ÁreaPênalti_Certos_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Pisadas_Área_Percentil,Dribles_BemSucedidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Ameaça_Ofensiva_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_TerçoFinal_Certos_Percentil,Passes_Inteligentes_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Deep_Completions_Percentil,Passes_Chave_Percentil,Passes_ÁreaPênalti_Certos_Percentil
3,0.279421,0.082932,0.513639,0.097919,0.016667,0.020555,0.434783,0.666228,0.455639,0.0,0.094595,0.172343,0.0,0.0,0.037559,0.0,0.061278,0.446463,Tomas Bastos,Caxias,Caxias,"AMF, RW",AMF,9,31,400000,,13,941,Brazil,Brazil,left,175,79,no,RS,Testing,2024,Meia Atacante,0.446,3,6,50,0.581672,0.285989,0.491555,0.346192,0.319444,0.260716,0.413043,0.441741,0.416362,0.411765,0.349099,0.287585,0.305953,0.451109,0.299687,0.560606,0.418527,5,4,3,5,5.0,5,3.0,2,3,6.0,5,4,6.0,6.0,4.5,6,5,16,33,50,16,16,16,50,66,50,0,16,33,0,0,25,0,16
1,0.851482,0.109285,0.190839,0.0,0.144444,0.100028,0.0,0.584395,0.079096,0.705882,1.0,0.181171,0.114178,0.518339,0.037559,0.757576,0.406321,0.290598,Jean Carlos,Juventude,Juventude,"AMF, CF, LCMF",AMF,9,32,900000,2024-12-31,15,1210,Brazil,Brazil,left,178,69,no,RS,Testing,2024,Meia Atacante,0.291,4,6,33,0.581672,0.285989,0.491555,0.346192,0.319444,0.260716,0.413043,0.441741,0.416362,0.411765,0.349099,0.287585,0.305953,0.451109,0.299687,0.560606,0.418527,3,3,5,6,4.0,4,5.5,3,4,2.0,1,3,4.0,3.0,4.5,3,3,50,50,16,0,33,33,8,50,33,66,83,50,33,50,25,50,50
5,0.475505,0.035625,0.253976,0.499315,0.0,0.321031,0.826087,0.294042,1.0,0.588235,0.243243,0.101737,0.295287,0.350416,0.211268,0.181818,0.389769,0.244223,Guilherme Garré,Novo Hamburgo,Novo Hamburgo,"AMF, CF",AMF,9,30,0,,11,880,Brazil,Brazil,right,174,71,no,RS,Testing,2024,Meia Atacante,0.244,5,6,16,0.581672,0.285989,0.491555,0.346192,0.319444,0.260716,0.413043,0.441741,0.416362,0.411765,0.349099,0.287585,0.305953,0.451109,0.299687,0.560606,0.418527,4,5,4,2,6.0,2,2.0,4,1,3.0,4,5,3.0,4.0,3.0,5,4,33,16,33,66,0,66,66,33,83,50,33,16,50,33,50,16,33
4,0.0,0.0,0.0,1.0,0.177778,1.0,0.217391,0.0,0.006499,0.117647,0.27027,0.0,0.108098,0.28639,0.0,0.515152,0.0,0.0,Rafael Mineiro,Santa Cruz RS,Santa Cruz RS,"AMF, RW, CF",AMF,9,32,0,,10,612,Brazil,Brazil,right,183,71,no,RS,Testing,2024,Meia Atacante,0.0,6,6,0,0.581672,0.285989,0.491555,0.346192,0.319444,0.260716,0.413043,0.441741,0.416362,0.411765,0.349099,0.287585,0.305953,0.451109,0.299687,0.560606,0.418527,6,6,6,1,3.0,1,4.0,6,5,4.0,3,6,5.0,5.0,6.0,4,6,0,0,0,83,50,83,33,0,16,33,50,0,16,16,0,33,0
0,1.0,0.928696,0.831126,0.082134,0.270531,0.02936,1.0,1.0,0.955999,1.0,1.0,1.0,0.180421,0.162781,0.388889,0.39604,0.597456,1.0,Raphael Veiga,Palmeiras,Palmeiras,"AMF, CF",AMF,9,28,14000000,2026-12-31,11,898,Brazil,Brazil,left,178,73,no,SP,Testing,2024,Meia Atacante,1.0,1,9,88,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,1,3,2,7,7.0,8,1.0,1,2,1.5,1,1,7.0,7.0,6.0,4,5,88,66,77,22,22,11,88,88,77,83,88,88,22,22,33,55,44
8,0.111468,0.513668,1.0,0.787422,0.599034,0.522598,0.46875,0.747218,0.401736,0.423077,0.47191,0.601179,1.0,1.0,0.968254,1.0,1.0,0.97256,Endrick,Palmeiras,Palmeiras,"AMF, CF, RWB",AMF,9,17,0,,8,648,Brazil,Brazil,left,171,64,no,SP,Testing,2024,Meia Atacante,0.973,2,9,77,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,8,7,1,2,3.0,3,4.0,2,7,6.0,4,6,1.0,1.0,2.0,1,1,11,22,88,77,66,66,55,77,22,33,55,33,88,88,77,88,88
3,0.0,0.283734,0.595528,0.673098,0.381643,0.561793,0.4375,0.674923,0.453829,0.038462,0.044944,0.8672,0.324759,0.439673,0.325397,0.257426,0.275293,0.574678,Thonny Anderson,Ituano,Ituano,"AMF, CF, RWF",AMF,9,26,1500000,2024-12-31,9,526,Brazil,Brazil,right,184,81,yes,SP,Testing,2024,Meia Atacante,0.575,3,9,66,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,9,8,6,3,6.0,2,5.0,4,5,8.0,8,2,5.0,5.0,7.0,7,7,0,11,33,66,33,77,44,55,44,11,11,77,44,44,22,22,22
6,0.181866,0.852289,0.682812,0.074874,0.613527,0.1639,0.03125,0.124599,0.409656,1.0,0.719101,0.713754,0.712664,0.944746,0.698413,0.425743,0.938627,0.475943,Chico,Mirassol,Mirassol,"AMF, CF, LCMF",AMF,9,32,600000,,9,683,Brazil,"Brazil, Korea Republic",right,175,69,no,SP,Testing,2024,Meia Atacante,0.476,4,9,55,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,6,4,4,8,2.0,6,7.0,7,6,1.5,2,4,4.0,2.0,4.0,3,2,33,55,55,11,77,33,22,22,33,83,77,55,55,77,55,66,77
1,0.177836,0.577189,0.767487,1.0,0.502415,1.0,0.8125,0.205593,1.0,0.653846,0.061798,0.496115,0.0,0.090716,1.0,0.524752,0.845219,0.47535,Lucas Moura,São Paulo,São Paulo,"AMF, CF, LAMF",AMF,9,31,9000000,2026-12-31,7,573,Brazil,Brazil,right,174,70,no,SP,Testing,2024,Meia Atacante,0.475,5,9,44,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,7,5,3,1,4.5,1,2.0,5,1,4.0,7,8,8.5,8.0,1.0,2,3,22,44,66,88,50,88,77,44,88,55,22,11,5,11,88,77,66
7,0.561374,1.0,0.647575,0.411849,0.227053,0.394895,0.0,0.049105,0.086326,0.461538,0.146067,0.749655,0.787761,0.375983,0.103175,0.336634,0.229094,0.284415,Eduardo Person,Ituano,Ituano,"AMF, LAMF",AMF,9,27,100000,,11,888,Brazil,Brazil,right,174,72,no,SP,Testing,2024,Meia Atacante,0.284,6,9,33,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,4,1,5,5,8.0,5,8.5,8,8,5.0,6,3,3.0,6.0,8.0,5,8,55,88,44,44,11,44,5,11,11,44,33,66,66,33,11,44,11
4,0.979379,0.973822,0.428027,0.0,0.502415,0.0,0.28125,0.204641,0.490703,0.730769,0.5,0.56099,0.0,0.620602,0.873016,0.059406,0.628065,0.201976,J. Cazares,Santos,Santos,"AMF, CF",AMF,9,31,1000000,,11,576,Ecuador,Ecuador,right,171,63,no,SP,Testing,2024,Meia Atacante,0.202,7,9,22,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,2,2,8,9,4.5,9,6.0,6,4,3.0,3,7,8.5,3.0,3.0,8,4,77,77,11,0,50,0,33,33,55,66,66,22,5,66,66,11,55
5,0.357211,0.545096,0.43779,0.413942,0.0,0.428404,0.0,0.0,0.0,0.346154,0.219101,0.664075,0.846559,0.618482,0.420635,0.277228,0.293052,0.041182,Luan Dias,Água Santa,Água Santa,"AMF, CF",AMF,9,26,750000,2025-06-30,11,960,Brazil,Brazil,left,181,74,no,SP,Testing,2024,Meia Atacante,0.041,8,9,11,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,5,6,7,4,9.0,4,8.5,9,9,7.0,5,5,2.0,4.0,5.0,6,6,44,33,22,55,0,55,5,0,0,22,44,44,77,55,44,33,33
2,0.901497,0.0,0.0,0.100575,1.0,0.08874,0.75,0.711449,0.565355,0.0,0.0,0.0,0.186417,0.0,0.0,0.0,0.0,0.0,Luciano,São Paulo,São Paulo,"AMF, RAMF, CF",AMF,9,30,3000000,2026-12-31,13,865,Brazil,Brazil,left,181,77,no,SP,Testing,2024,Meia Atacante,0.0,9,9,0,0.474515,0.630499,0.598927,0.393766,0.45518,0.35441,0.420139,0.413059,0.484845,0.517094,0.351436,0.628108,0.448731,0.472554,0.530864,0.364136,0.53409,3,9,9,6,1.0,7,3.0,3,3,9.0,9,9,6.0,9.0,9.0,9,9,66,0,0,33,88,22,66,66,66,0,0,0,33,0,0,0,0
