Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,Acelerações,xG,Finalizações_NoAlvo,Conversão_Gols,Conversão_xG,Ameaça_Ofensiva,xA,Assistência_Finalização,Deep_Completions,Passes_Chave,Passes_ÁreaPênalti_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
10,Everton Kanela,Patrocinense,Patrocinense,CF,CF,12,28,0,,8,658,Brazil,Brazil,right,0,0,no,5.746526999999999,3.55875,0.27,0.5,1.093224,12.5,0.82,0.1524390243902439,0.04,0.68,0.27,0.41,0.136694,MG,Testing,2024,0.5206832551426156,0.5318054101240632,0.5262443326333395
11,Gutinho,Democrata GV,Democrata GV,CF,CF,12,32,0,,11,588,Brazil,Brazil,unknown,0,0,no,4.132139,0.4575,0.0,0.23,0.7625,12.5,0.6521739130434782,0.1885245901639344,0.02,0.92,0.15,0.15,0.31,MG,Testing,2024,0.1539868305453889,0.1816210317034498,0.1678039311244194
12,Luis Felipe,Ipatinga,Ipatinga,CF,CF,12,23,0,2024-12-31,10,785,Brazil,Brazil,,0,0,yes,1.950228,1.49265,0.92,0.41,1.258866,27.778,1.390243902439024,0.1990291262135922,0.05,0.23,0.11,0.11,0.115,MG,Testing,2024,0.742918679583728,0.6259455324962733,0.6844321060400007
0,Pedro,Flamengo,Flamengo,CF,CF,12,26,22000000,2027-12-31,10,800,Brazil,Brazil,right,186,78,no,2.250895,1.123462,0.0,1.08,2.027436,23.684,0.9351851851851851,0.2523364485981309,0.08,0.79,1.58,0.45,1.0125,RJ,Testing,2024,1.0,1.0,1.0
1,G. de Arrascaeta,Flamengo,Flamengo,"CF, RCMF",CF,12,29,19000000,2026-12-31,11,973,Uruguay,"Uruguay, Italy",right,172,70,no,4.626335,2.308842,0.09,0.22,0.6475740000000001,12.5,1.272727272727273,0.09909909909909909,0.26,1.85,1.48,0.83,2.406256,RJ,Testing,2024,0.8403312668416051,0.8538383532067821,0.8470848100241937
2,Tiquinho Soares,Botafogo,Botafogo,CF,CF,12,33,4000000,2024-12-31,9,732,Brazil,Brazil,right,187,89,no,3.321,0.61536,0.12,0.24,0.736593,16.667,1.541666666666667,0.1085972850678733,0.14,1.11,1.48,0.61,1.106446,RJ,Testing,2024,0.6550281296046369,0.7057776013246267,0.6804028654646319
3,G. Cano,Fluminense,Fluminense,CF,CF,12,36,2000000,2025-12-31,5,528,Argentina,"Argentina, Colombia",right,177,72,no,1.023231,0.339966,0.0,0.58,0.852398,9.524,0.5862068965517242,0.1620111731843575,0.0,0.17,0.0,0.17,0.34,RJ,Testing,2024,0.1954648737573152,0.2253170394285991,0.2103909565929572
4,Renato Augusto,Fluminense,Fluminense,"CF, LCMF, AMF",CF,12,36,2000000,,8,566,Brazil,Brazil,right,186,86,no,1.431,0.633365,0.32,0.23,0.318587,0.0,0.0,0.09623430962343096,0.23,1.59,0.8,0.32,1.27062,RJ,Testing,2024,0.1629327735034156,0.1357348762642383,0.149333824883827
5,Patrick Machado,Brusque,Audax Rio,"CF, AMF",CF,12,25,450000,2024-06-30,6,529,Brazil,Brazil,left,175,65,no,9.016512,3.5742,0.68,0.13,0.339966,0.0,0.0,0.06951871657754011,0.13,0.85,1.19,0.34,1.359932,RJ,Testing,2024,0.5503323602156139,0.4189467514508039,0.4846395558332089
6,P. Vegetti,Vasco da Gama,Vasco da Gama,CF,CF,12,35,450000,2025-12-31,9,876,Argentina,Argentina,right,187,86,no,1.9532,0.3074999999999999,0.1,0.63,0.9245659999999998,18.182,0.6507936507936507,0.2787610619469027,0.13,0.41,0.51,0.21,0.204,RJ,Testing,2024,0.5801533895980727,0.6103192302795107,0.5952363099387918
7,Cleyton Silva,Bangu,Bangu,"CF, AMF, RW",CF,12,34,350000,,6,605,Brazil,Brazil,right,176,72,no,2.676048,0.74375,0.6,0.17,0.742278,0.0,0.0,0.08808290155440415,0.02,0.6,0.3,0.15,0.447,RJ,Testing,2024,0.0,0.0,0.0
8,Matheus Lucas,Boavista,Boavista,CF,CF,12,25,300000,,14,982,Brazil,Brazil,right,180,80,no,3.481272,0.7328,0.27,0.58,1.375806,20.0,1.103448275862069,0.1806853582554517,0.07,0.92,0.92,0.27,0.2775,RJ,Testing,2024,0.7781839540908945,0.8083139896350715,0.7932489718629832
9,Patrick Carvalho,Portuguesa RJ,Portuguesa RJ,CF,CF,12,27,100000,,10,610,Brazil,Brazil,right,178,69,no,1.985046,1.069152,0.0,0.41,0.766728,33.333,1.073170731707317,0.2971014492753623,0.0,0.0,0.15,0.0,0.0,RJ,Testing,2024,0.674360142244733,0.6679650138450438,0.6711625780448884
10,Rodrigão,Madureira,Madureira,CF,CF,12,30,0,,8,503,Brazil,Brazil,right,186,92,no,1.431357,0.7142499999999999,0.0,0.66,1.25,21.429,0.8181818181818182,0.264,0.04,0.72,0.18,0.0,0.18,RJ,Testing,2024,0.599088906961576,0.6075875302772343,0.6033382186194052
11,João Maranhão,Bangu,Bangu,CF,CF,12,21,0,,10,779,Brazil,Brazil,,0,0,no,4.043124,1.502176,0.69,0.23,0.577824,22.222,1.0,0.2211538461538461,0.04,0.35,0.23,0.23,0.116655,RJ,Testing,2024,0.6692072854414689,0.67037766425633,0.6697924748488995
12,Italo Carvalho,Volta Redonda,Volta Redonda,CF,CF,12,27,0,,11,899,Brazil,Brazil,right,183,79,no,4.704474,1.69988,0.2,0.49,0.9000199999999999,9.091,0.4081632653061225,0.2227272727272727,0.09,1.4,1.1,0.5,0.80002,RJ,Testing,2024,0.6204864408886495,0.6760200370675168,0.6482532389780832
13,Lelê,Fluminense,Fluminense,CF,CF,12,26,0,,10,805,Brazil,Brazil,right,189,83,no,2.515714,1.257857,0.5,0.43,1.383008,17.857,1.558139534883721,0.1221590909090909,0.02,0.38,0.13,0.0,0.0,RJ,Testing,2024,0.5449506856044686,0.5514728262280338,0.5482117559162513
14,Carlinhos,Nova Iguaçu,Nova Iguaçu,CF,CF,12,27,0,,13,1312,Brazil,Brazil,right,191,82,no,3.365064,1.345804,0.22,0.47,1.422624,20.513,1.170212765957447,0.160958904109589,0.04,0.82,0.6,0.3,0.375,RJ,Testing,2024,0.7892093468209959,0.769055962777274,0.7791326547991351
15,Janderson,Botafogo,Botafogo,CF,CF,12,24,0,,11,601,Brazil,Brazil,right,189,77,no,5.242372,1.8,0.6,0.26,0.74991,7.143,0.5769230769230769,0.1238095238095238,0.04,0.6,0.6,0.3,0.45,RJ,Testing,2024,0.5070124273633665,0.5081219286328801,0.5075671779981233
16,Cristian Renato,Boavista,Boavista,CF,CF,12,24,0,,11,547,Brazil,Brazil,right,189,83,no,2.79855,0.825,0.33,0.28,0.65711,28.571,1.178571428571429,0.2434782608695653,0.08,0.99,0.99,0.33,0.33,RJ,Testing,2024,0.8608844874779992,0.8334416499941586,0.8471630687360789
0,João Pedro,Grêmio,Grêmio,CF,CF,12,32,6500000,2025-06-30,13,762,Brazil,"Brazil, Italy",right,184,73,yes,3.049756,1.1916,0.13,0.39,0.797196,14.286,0.8974358974358974,0.2096774193548387,0.04,0.53,0.8,0.0,0.27,RS,Testing,2024,0.5675796507208771,0.567483763806896,0.5675317072638866
1,Alan Patrick,Internacional,Internacional,"CF, AMF, LCMF",CF,12,32,5000000,2026-12-31,11,891,Brazil,Brazil,right,177,70,no,3.481059,2.025135,0.0,0.32,1.0125,15.0,0.9375,0.1422222222222222,0.31,2.36,2.25,1.12,2.246779,RS,Testing,2024,0.9865520564855776,0.9895600617547088,0.988056059120143
2,L. Alario,Internacional,Internacional,CF,CF,12,31,4000000,2025-06-30,11,545,Argentina,"Argentina, Italy",right,185,78,no,1.1665,0.0,0.0,0.46,0.8325,10.0,0.717391304347826,0.1381381381381381,0.04,0.33,0.83,0.0,0.16665,RS,Testing,2024,0.3210419567922689,0.3565578199158591,0.3387998883540639
3,E. Valencia,Internacional,Internacional,CF,CF,12,34,3800000,,11,813,Ecuador,Ecuador,right,177,74,no,4.233000000000001,2.488086,0.37,0.59,1.370844,15.385,0.7457627118644068,0.1820987654320987,0.17,1.24,1.37,0.75,0.7473350000000001,RS,Testing,2024,1.0,1.0,1.0
4,Gilberto,Juventude,Juventude,CF,CF,12,34,1000000,2024-06-30,10,875,Brazil,Brazil,right,178,70,no,2.36447,1.026285,0.41,0.3,1.028592,19.048,1.366666666666667,0.1388888888888889,0.03,0.31,0.21,0.1,0.105,RS,Testing,2024,0.5535819652236219,0.596724827554796,0.5751533963892088
5,Erick Farias,Juventude,Juventude,"CF, LW, LAMF",CF,12,27,600000,,12,958,Brazil,Brazil,right,172,70,no,2.161617,1.030442,0.47,0.19,0.938964,16.667,1.473684210526316,0.1124260355029586,0.11,0.94,0.56,0.56,1.128,RS,Testing,2024,0.6796054952623781,0.6906509601366829,0.6851282276995305
6,Zé Vitor,Ypiranga Erechim,Ypiranga Erechim,CF,CF,12,25,300000,2024-12-31,11,901,Brazil,Brazil,right,182,78,no,2.897297,0.60004,0.1,0.24,0.59993,23.529,1.666666666666667,0.1411764705882353,0.03,0.8,0.8,0.3,0.39996,RS,Testing,2024,0.6411370617435665,0.6569325488248053,0.6490348052841859
7,Netto,Santa Cruz RS,Santa Cruz RS,"CF, RAMF, RW",CF,12,26,300000,,10,642,Brazil,Brazil,right,174,71,no,2.243117,0.6999160000000001,0.14,0.04,0.14,0.0,0.0,0.07142857142857142,0.01,0.42,0.28,0.0,0.42,RS,Testing,2024,0.0,0.0,0.0
8,Álvaro,Caxias,Caxias,CF,CF,12,26,200000,,8,583,Brazil,Brazil,right,185,75,no,2.623244999999999,1.235,0.15,0.71,0.772,12.0,0.647887323943662,0.1839378238341969,0.0,0.15,0.0,0.0,0.0,RS,Testing,2024,0.3692762309909981,0.4358044435815623,0.4025403372862801
9,Gabriel Morbeck,São Luiz,São Luiz,CF,CF,12,26,150000,,10,583,Brazil,Brazil,left,187,79,no,2.47016,0.770895,0.15,0.32,0.7705420000000001,5.882,0.46875,0.1221374045801527,0.06,0.46,0.46,0.46,0.924,RS,Testing,2024,0.2736525306044211,0.3487487524026112,0.3112006415035161
10,Alisson Taddei,Ypiranga Erechim,Ypiranga Erechim,"CF, AMF, LCMF",CF,12,26,50000,,11,643,Brazil,Brazil,right,173,74,no,6.71972,3.079748,0.0,0.07,0.84,0.0,0.0,0.03333333333333333,0.04,0.7,0.98,0.42,0.98,RS,Testing,2024,0.3843928449159403,0.3306243538511189,0.3575085993835296
11,Hugo Almeida,Santa Cruz RS,Santa Cruz RS,CF,CF,12,38,0,,8,568,Brazil,Brazil,right,182,77,no,0.792869,0.0,0.16,0.15,0.7922760000000001,0.0,0.0,0.07281553398058252,0.04,0.48,0.32,0.16,0.0,RS,Testing,2024,0.04564800842640833,0.02024744704045932,0.03294772773343382
12,Kayan,EC São José,EC São José,"CF, LW, LWF",CF,12,23,0,,11,671,Brazil,Brazil,unknown,0,0,no,2.952316,1.071224,0.13,0.26,0.93942,10.526,1.038461538461539,0.1019607843137255,0.07,0.67,0.54,0.67,0.5371159999999999,RS,Testing,2024,0.4448839703254098,0.5067540888435306,0.4758190295844701
13,Carlos Henrique,Avenida,Avenida,CF,CF,12,29,0,,10,579,Brazil,Brazil,right,183,81,no,2.64115,0.4666199999999999,0.47,0.38,0.4668750000000001,0.0,0.0,0.1526104417670683,0.0,0.0,0.0,0.0,0.0,RS,Testing,2024,0.1122860875042235,0.1105060694567949,0.1113960784805092
14,Hélio Paraíba,Avenida,Avenida,CF,CF,12,31,0,,9,524,Brazil,Brazil,right,188,84,no,2.404344,0.0,0.0,0.5,0.6872039999999999,9.091,0.34,0.2645502645502646,0.04,0.52,1.03,0.52,0.34,RS,Testing,2024,0.3335160325983387,0.4070381671304545,0.3702770998643965
15,Luam Parede,Novo Hamburgo,Novo Hamburgo,CF,CF,12,28,0,,8,563,Brazil,Brazil,,193,85,no,4.853746999999999,0.864303,0.0,0.2,0.519948,33.333,2.4,0.1282051282051282,0.02,0.17,0.35,0.17,0.17,RS,Testing,2024,0.6781556858324379,0.7155178635585081,0.6968367746954729
16,Édipo,Novo Hamburgo,Novo Hamburgo,CF,CF,12,30,0,,11,572,Brazil,Brazil,,0,0,no,2.054183,0.171701,0.0,0.2,0.51375,0.0,0.0,0.145985401459854,0.02,0.34,0.51,0.17,0.0,RS,Testing,2024,0.0647471047658673,0.06093700891002179,0.06284205683794454
17,Carlos Renê,EC São José,EC São José,"CF, LWF",CF,12,20,0,,12,979,Brazil,Brazil,unknown,0,0,no,3.583008,1.376142,0.46,0.4,1.104,20.0,0.9249999999999999,0.2173913043478261,0.02,0.37,0.18,0.28,0.09,RS,Testing,2024,0.6111929479267489,0.6638366204935204,0.6375147842101346
18,André Henrique,Grêmio,Grêmio,"CF, RW",CF,12,22,0,,11,513,Brazil,Brazil,right,189,76,no,1.92,0.7665899999999999,0.77,0.43,0.7688119999999999,22.222,1.232558139534884,0.2485549132947977,0.03,0.38,0.77,0.38,0.5743240000000001,RS,Testing,2024,0.7236219415139343,0.7630173094530477,0.7433196254834908
19,JP Bardales,Brasil de Pelotas,Brasil de Pelotas,"CF, RW",CF,12,24,0,,11,979,Brazil,Brazil,,0,0,no,3.49258,1.284357,0.37,0.1,0.367236,18.182,1.8,0.09900990099009901,0.02,0.55,0.28,0.09,0.093324,RS,Testing,2024,0.5051705243825092,0.5324168740146662,0.5187936991985876
20,Michel,Guarany de Bagé,Guarany de Bagé,CF,CF,12,34,0,,12,1055,Brazil,Brazil,right,185,76,no,3.240186,1.023192,0.0,0.27,0.510034,35.714,1.592592592592593,0.226890756302521,0.01,0.17,0.0,0.09,0.085,RS,Testing,2024,0.6571709902509325,0.7017870453440375,0.679479017797485
21,Tony Junior,Guarany de Bagé,Guarany de Bagé,CF,CF,12,29,0,,12,877,Brazil,Brazil,,0,0,no,3.696238,2.050041,0.62,0.24,0.616,6.667,0.4166666666666667,0.1558441558441558,0.05,0.51,0.62,0.41,0.719465,RS,Testing,2024,0.4900855607522753,0.4847743929513926,0.4874299768518339
22,Diogo Sodré,São Luiz,São Luiz,CF,CF,12,33,0,,11,770,Brazil,Brazil,right,181,78,no,4.441095000000001,1.285625,0.0,0.29,0.467704,15.385,0.7931034482758622,0.1907894736842105,0.09,0.7,0.47,0.23,0.7,RS,Testing,2024,0.5363401779884072,0.5721077848417481,0.5542239814150776
23,Gabriel Silva,Caxias,Caxias,"CF, RAMF, LW",CF,12,25,0,,13,894,Brazil,Brazil,right,177,0,no,6.155600000000001,3.692018,1.01,0.15,1.00721,9.524,1.333333333333333,0.06382978723404255,0.1,0.78,0.45,0.34,0.8953500000000001,RS,Testing,2024,0.5963829096966333,0.7092289766936527,0.652805943195143
0,Yuri Alberto,Corinthians,Corinthians,CF,CF,12,22,18000000,2027-12-31,11,894,Brazil,Brazil,right,182,78,no,2.515625,0.504495,0.3,0.24,1.008414,20.833,2.083333333333333,0.09917355371900827,0.11,0.6,0.5,0.2,0.49998,SP,Testing,2024,0.8419899384172891,0.8152274913502802,0.8286087148837846
1,Rony,Palmeiras,Palmeiras,"CF, AMF, LAMF",CF,12,28,13000000,2026-12-31,14,595,Brazil,Brazil,right,166,65,no,1.663992,0.604,0.76,0.33,1.36,16.667,1.363636363636364,0.1213235294117647,0.11,0.61,0.91,0.3,0.604384,SP,Testing,2024,0.8428898727887861,0.8534824983230938,0.8481861855559399
2,J. Lopez,Palmeiras,Palmeiras,CF,CF,12,23,7000000,2027-06-30,14,1045,Argentina,Argentina,left,190,74,no,1.72312,0.862569,0.26,0.86,2.151978,19.608,1.0,0.1958997722095672,0.01,0.09,0.17,0.0,0.0,SP,Testing,2024,0.6597588663737006,0.7108398859998584,0.6852993761867795
3,J. Calleri,São Paulo,São Paulo,CF,CF,12,30,4500000,2026-12-31,10,940,Argentina,"Argentina, Italy",right,181,77,no,1.9152,0.9570280000000001,0.19,0.33,0.6712339999999999,17.647,0.8787878787878787,0.2024539877300614,0.1,0.96,0.38,0.19,0.286638,SP,Testing,2024,0.7153082590916566,0.6859101453735357,0.7006092022325962
4,T. Borbas,Red Bull Bragantino,Red Bull Bragantino,CF,CF,12,21,4000000,2027-12-31,13,605,Uruguay,Uruguay,right,181,69,no,1.933393,0.596304,0.0,0.45,0.8914880000000001,21.429,1.0,0.2163461538461539,0.07,0.89,0.6,0.15,0.300015,SP,Testing,2024,0.846265920860855,0.8199972428136357,0.8331315818372453
5,Eduardo Sasha,Red Bull Bragantino,Red Bull Bragantino,"CF, AMF",CF,12,32,1800000,2025-12-31,11,803,Brazil,"Brazil, Italy",right,173,65,no,2.016,0.781622,0.11,0.43,1.348269,35.294,1.558139534883721,0.225130890052356,0.06,0.67,0.78,0.11,0.445692,SP,Testing,2024,0.9794368015998984,0.9857212437174574,0.9825790226586779
6,J. Furch,Santos,Santos,CF,CF,12,34,1500000,,12,693,Argentina,Argentina,right,188,88,no,1.688093,0.26,0.13,0.53,1.299961,15.789,0.7358490566037735,0.2145748987854251,0.07,0.65,0.65,0.65,0.260013,SP,Testing,2024,0.6987220805695991,0.7480619990846431,0.7233920398271211
7,Régis,Guarani,Guarani,"CF, AMF",CF,12,31,1000000,,8,602,Brazil,Brazil,left,171,70,no,2.839833,1.047203,0.3,0.17,0.59994,11.111,0.8823529411764705,0.1259259259259259,0.05,1.05,0.9,0.15,0.89625,SP,Testing,2024,0.70401716636326,0.6770980399540263,0.6905576031586431
8,Élvis,Ponte Preta,Ponte Preta,"CF, AMF",CF,12,33,700000,,13,1027,Brazil,Brazil,right,175,73,no,1.928718,0.7886240000000001,0.09,0.2,0.524,13.333,0.8999999999999999,0.1526717557251908,0.2,2.1,1.31,0.79,2.103228,SP,Testing,2024,0.8275490100972986,0.8540649598177494,0.840806984957524
9,Dellatorre,Mirassol,Mirassol,CF,CF,12,31,650000,,11,940,Brazil,"Brazil, Italy",right,181,79,no,2.105232,0.6704880000000002,0.1,0.82,1.342184,24.138,0.8170731707317074,0.2949640287769784,0.07,0.48,0.38,0.29,0.285,SP,Testing,2024,0.9021129934892738,0.9095463691548051,0.9058296813220394
10,Giovanni Augusto,Portuguesa,Portuguesa,"CF, AMF",CF,12,34,450000,,12,995,Brazil,Brazil,right,177,71,no,4.705454,1.721104,0.27,0.15,0.181288,13.333,1.2,0.1102941176470588,0.1,1.9,0.99,0.45,1.721104,SP,Testing,2024,1.0,1.0,1.0
11,Willian,Santos,Santos,"CF, AMF",CF,12,37,400000,,10,546,Brazil,Brazil,right,171,66,no,2.14354,1.481522,0.16,0.32,0.66,20.0,1.03125,0.193939393939394,0.21,0.82,0.66,0.66,0.163317,SP,Testing,2024,0.9136285493260512,0.9033099753837235,0.9084692623548873
12,Bruno Mezenga,Água Santa,Água Santa,CF,CF,12,35,300000,2024-04-10,11,688,Brazil,Brazil,left,185,78,no,0.1309,0.13,0.13,0.2,0.523281,8.333,0.65,0.1273885350318471,0.04,0.13,0.13,0.13,0.0,SP,Testing,2024,0.0596233729452102,0.1231945894052458,0.091408981175228
13,Alex Sandro,Botafogo SP,Botafogo SP,"CF, LW",CF,12,28,300000,,12,799,Brazil,Brazil,left,175,74,no,2.930676,1.350976,0.56,0.23,0.675812,15.789,1.478260869565218,0.1074766355140187,0.03,0.68,0.56,0.11,0.4533560000000001,SP,Testing,2024,0.8198583492759048,0.7785364872134413,0.799197418244673
14,Salatiel,Ituano,Ituano,CF,CF,12,31,300000,,10,601,Brazil,Brazil,right,187,76,no,2.289002,0.353351,0.18,0.11,0.175767,0.0,0.0,0.08943089430894309,0.02,0.7,0.7,0.0,0.0,SP,Testing,2024,0.0,0.0,0.0
15,Derek,Guarani,Guarani,"CF, LAMF, LWF",CF,12,26,200000,2025-11-30,7,545,Brazil,Brazil,left,185,80,no,4.126720000000001,2.145,1.49,0.45,0.6610350000000002,0.0,0.0,0.1296829971181556,0.13,0.66,0.66,0.5,0.66,SP,Testing,2024,0.6224515371736594,0.5111125970230073,0.5667820670983333
16,Léo Passos,Santo André,Santo André,CF,CF,12,25,200000,,11,614,Brazil,"Brazil, Spain",right,183,78,no,1.612476,0.586608,0.44,0.17,0.7345860000000001,0.0,0.0,0.08900523560209425,0.02,0.44,0.29,0.15,0.145,SP,Testing,2024,0.01874673724625303,0.06300996932297975,0.04087835328461639
17,Kayke,São Bernardo FC,São Bernardo FC,CF,CF,12,35,200000,,10,539,Brazil,Brazil,right,182,80,no,0.794385,0.0,0.0,0.44,0.99375,12.5,0.75,0.2767295597484277,0.01,0.6,1.39,0.0,1.392262,SP,Testing,2024,0.4241018005773188,0.5136838470252383,0.4688928238012785
18,Diego Quirino,Inter de Limeira,Inter de Limeira,CF,CF,12,30,200000,,13,959,Brazil,Brazil,right,180,79,no,3.209275,0.620031,0.21,0.34,1.035232,23.529,1.117647058823529,0.1931818181818182,0.03,0.31,0.31,0.21,0.3120000000000001,SP,Testing,2024,0.7627616319096084,0.7709707853987466,0.7668662086541775
19,Neto Pessôa,Grêmio Novorizontino,Grêmio Novorizontino,CF,CF,12,29,125000,2024-12-31,14,930,Brazil,Brazil,left,178,76,no,1.162,0.386628,0.48,0.29,0.8712000000000001,8.0,0.6551724137931035,0.1198347107438016,0.13,1.16,1.26,0.97,0.773372,SP,Testing,2024,0.528571600412554,0.6534490741697372,0.5910103372911456
20,Jeh,Ponte Preta,Ponte Preta,CF,CF,12,24,0,,12,1036,Brazil,Brazil,right,185,77,no,4.515919999999999,1.47475,0.78,0.23,0.956206,15.385,1.521739130434782,0.1017699115044248,0.01,0.26,0.26,0.09,0.345,SP,Testing,2024,0.6310762396270366,0.6634564719952809,0.6472663558111588
21,Henrique Dourado,Portuguesa,Portuguesa,CF,CF,12,34,0,2024-04-30,11,720,Brazil,Brazil,left,186,80,no,2.50005,0.249975,0.0,0.26,0.75,8.333,0.5,0.1733333333333333,0.03,0.25,0.0,0.0,0.0,SP,Testing,2024,0.1403676129493041,0.1920040644892694,0.1661858387192868
