Unnamed: 0,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Finalizações_Bloqueadas,Interceptações_Ajustadas_a_Posse,Passes_Laterais_Certos,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Ações_Defensivas_BemSucedidas_LM,Duelos_Defensivos_Ganhos_LM,Duelos_Aéreos_Ganhos_LM,Finalizações_Bloqueadas_LM,Interceptações_Ajustadas_a_Posse_LM,Passes_Laterais_Certos_LM,Ações_Defensivas_BemSucedidas_Rank,Duelos_Defensivos_Ganhos_Rank,Duelos_Aéreos_Ganhos_Rank,Finalizações_Bloqueadas_Rank,Interceptações_Ajustadas_a_Posse_Rank,Passes_Laterais_Certos_Rank,Ações_Defensivas_BemSucedidas_Percentil,Duelos_Defensivos_Ganhos_Percentil,Duelos_Aéreos_Ganhos_Percentil,Finalizações_Bloqueadas_Percentil,Interceptações_Ajustadas_a_Posse_Percentil,Passes_Laterais_Certos_Percentil
22,0.495396,0.461443,0.624475,0.367647,0.476449,0.414042,0.642178,Rayan,Itabirito,Itabirito,LCB,LCB,4,27,0,,7,713,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Defensivo,0.642,11,26,57,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,11.0,13,4,14.5,12.0,14,57,50,84,44,53,46
15,0.699816,0.626042,0.565922,0.514706,0.456522,0.234227,0.61745,Mendonça,Uberlândia,Uberlândia,"LCB, CB",LCB,4,28,0,,10,1029,Brazil,Brazil,left,0,0,no,MG,Testing,2024,Zagueiro Defensivo,0.617,12,26,53,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,6.0,9,8,6.5,14.0,25,76,65,69,75,46,3
5,0.373849,0.616779,0.449955,0.294118,0.291667,0.581622,0.600762,João Marcelo,Cruzeiro,Cruzeiro,"LCB, RCB",LCB,4,23,550000,2027-06-30,9,889,Brazil,Brazil,right,190,84,no,MG,Testing,2024,Zagueiro Defensivo,0.601,13,26,50,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,18.0,10,11,20.0,20.0,7,30,61,57,23,23,73
9,0.484346,0.326329,0.658878,0.463235,0.675725,0.256991,0.59792,Danilo Cardoso,Athletic Club,Athletic Club,RCB,RCB,4,26,150000,,8,864,Brazil,Brazil,right,183,77,no,MG,Testing,2024,Zagueiro Defensivo,0.598,14,26,46,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,13.0,18,3,10.0,4.0,23,50,30,88,61,84,11
3,0.278085,0.118556,0.551572,0.411765,0.541667,0.540892,0.591976,Éder,América Mineiro,América Mineiro,"LCB, RCB",LCB,4,28,1500000,2024-12-31,7,641,Brazil,Brazil,right,184,82,no,MG,Testing,2024,Zagueiro Defensivo,0.592,15,26,42,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,22.0,24,9,11.0,9.0,11,15,7,65,57,65,57
18,0.502762,1.0,0.127914,0.235294,0.103261,0.450392,0.586973,Alex Paulino,Villa Nova,Villa Nova,"LCB, DMF, LDMF",LCB,4,22,0,,6,567,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Zagueiro Defensivo,0.587,16,26,38,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,9.0,1,24,22.0,24.0,12,65,96,7,15,7,53
21,0.705341,0.720035,0.110362,0.198529,0.360507,0.235655,0.573214,Leo Alves,Patrocinense,Patrocinense,LCB,LCB,4,31,0,,7,668,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Defensivo,0.573,17,26,34,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,5.0,7,25,24.0,17.0,24,80,73,3,7,34,7
7,0.281768,0.278207,0.620032,0.316176,0.324275,0.641949,0.562872,Ednei,Tombense,Tombense,"RCB, LCB",RCB,4,33,250000,,8,841,Brazil,Brazil,right,189,81,no,MG,Testing,2024,Zagueiro Defensivo,0.563,18,26,30,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,20.5,20,5,18.0,19.0,4,21,23,80,30,26,84
23,0.399632,0.292661,0.567688,0.301471,0.527174,0.340278,0.562681,Lucas Costa,Itabirito,Itabirito,RCB,RCB,4,28,0,,10,1093,Brazil,Brazil,right,189,82,no,MG,Testing,2024,Zagueiro Defensivo,0.563,19,26,26,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,17.0,19,7,19.0,11.0,20,34,26,73,26,57,23
24,0.412523,0.373688,0.352122,0.397059,0.378623,0.3776,0.477885,Lula,Democrata GV,Democrata GV,LCB,LCB,4,32,0,,11,1165,Brazil,Brazil,right,184,69,no,MG,Testing,2024,Zagueiro Defensivo,0.478,20,26,23,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,16.0,17,17,12.0,16.0,16,38,34,34,53,38,38
12,0.213628,0.219057,0.70242,0.676471,0.469203,0.367333,0.427589,Edson Miranda,Athletic Club,Athletic Club,"LCB, RCB",LCB,4,24,0,,9,882,Brazil,Brazil,right,183,78,no,MG,Testing,2024,Zagueiro Defensivo,0.428,21,26,19,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,23.0,23,2,2.0,13.0,17,11,11,92,92,50,34
0,0.13628,0.451761,0.277371,0.323529,0.188406,0.541127,0.395368,Zé Ivaldo,Cruzeiro,Cruzeiro,"RCB, LCB",RCB,4,27,3000000,,8,613,Brazil,Brazil,right,185,78,no,MG,Testing,2024,Zagueiro Defensivo,0.395,22,26,15,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,25.0,14,20,17.0,23.0,10,3,46,23,34,11,61
13,0.325967,0.382125,0.240024,0.573529,0.288043,0.354366,0.363785,Felipe Moreira,Pouso Alegre,Pouso Alegre,RCB,RCB,4,21,0,,11,1152,Brazil,Brazil,,0,0,no,MG,Testing,2024,Zagueiro Defensivo,0.364,23,26,11,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,19.0,16,23,4.0,21.0,19,26,38,11,84,19,26
16,0.281768,0.264428,0.315302,0.551471,0.280797,0.354645,0.332835,Adryan,Uberlândia,Uberlândia,"RCB, CB",RCB,4,23,0,2024-11-30,7,716,Brazil,Brazil,right,183,79,no,MG,Testing,2024,Zagueiro Defensivo,0.333,24,26,7,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,20.5,21,18,5.0,22.0,18,21,19,30,80,15,30
14,0.195212,0.425129,0.602353,0.470588,0.0,0.31703,0.227816,Alex Alves,Pouso Alegre,Pouso Alegre,"LCB, CB",LCB,4,31,0,,12,1270,Brazil,Brazil,left,181,84,no,MG,Testing,2024,Zagueiro Defensivo,0.228,25,26,3,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,24.0,15,6,9.0,26.0,22,7,42,76,65,0,15
17,0.0,0.0,0.0,0.0,0.068841,0.0,0.0,Jamerson,Uberlândia,Uberlândia,RCB,RCB,4,29,0,,5,530,Brazil,Brazil,right,188,81,no,MG,Testing,2024,Zagueiro Defensivo,0.0,26,26,0,0.466426,0.490949,0.427375,0.402715,0.441541,0.458552,26.0,26,26,26.0,25.0,26,0,0,0,0,3,0
6,0.925852,0.610961,0.425291,0.446809,1.0,0.231723,1.0,A. Barboza,Botafogo,Botafogo,LCB,LCB,4,29,2200000,,7,717,Argentina,Argentina,left,193,79,no,RJ,Testing,2024,Zagueiro Defensivo,1.0,1,29,96,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,2.0,3,7,13.0,1.0,22,93,89,75,55,96,24
15,1.0,1.0,1.0,0.893617,0.602041,0.104432,0.853707,Arthur Edeson,Madureira,Madureira,"LCB, RCB",LCB,4,24,0,,11,1143,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.854,2,29,93,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,1.0,1,1,2.0,9.0,26,96,96,96,93,68,10
7,0.172345,0.08703,0.718668,0.29078,0.642857,0.807125,0.83519,Antônio Carlos,Fluminense,Fluminense,"LCB, RCB, CB",LCB,4,31,2000000,2024-12-31,11,747,Brazil,Brazil,right,190,79,no,RJ,Testing,2024,Zagueiro Defensivo,0.835,3,29,89,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,25.0,27,2,17.0,6.0,3,13,6,93,41,79,89
8,0.537074,0.551891,0.478933,0.198582,0.561224,0.391342,0.722311,Bastos,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,33,1500000,2024-06-30,10,975,Angola,Angola,right,180,77,no,RJ,Testing,2024,Zagueiro Defensivo,0.722,4,29,86,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,11.0,6,5,24.0,12.0,11,62,79,82,17,58,62
0,0.268537,0.576652,0.064274,0.0,0.306122,0.977967,0.712582,André,Fluminense,Fluminense,"LCB, LCMF, RCMF",LCB,4,22,14000000,2026-12-31,7,608,Brazil,Brazil,right,176,77,no,RJ,Testing,2024,Zagueiro Defensivo,0.713,5,29,82,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,19.0,5,27,29.0,20.0,2,34,82,6,0,31,93
24,0.58517,0.433366,0.429956,0.148936,0.719388,0.275203,0.699699,Gabriel Pinheiro,Nova Iguaçu,Nova Iguaçu,RCB,RCB,4,26,0,,13,1398,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.7,6,29,79,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,7.0,14,6,25.0,3.0,16,75,51,79,13,89,44
9,0.228457,0.3124,0.0,0.489362,0.339286,1.0,0.696648,G. Medel,Vasco da Gama,Vasco da Gama,"CB, LCB, DMF",CB,4,36,1000000,,8,784,Chile,Chile,right,171,76,no,RJ,Testing,2024,Zagueiro Defensivo,0.697,7,29,75,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,21.5,17,29,10.0,19.0,1,25,41,0,65,34,96
20,0.627255,0.523192,0.206376,0.574468,0.709184,0.284909,0.691493,Luiz Felipe,Bangu,Bangu,"RCB, CB",RCB,4,25,0,,8,781,Brazil,"Brazil, Italy",right,196,80,no,RJ,Testing,2024,Zagueiro Defensivo,0.691,8,29,72,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,4.0,9,22,5.0,4.0,14,86,68,24,82,86,51
17,0.677355,0.427081,0.315076,0.70922,0.617347,0.248349,0.649439,Igor Silva,Audax Rio,Audax Rio,RCB,RCB,4,29,0,,11,1084,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.649,9,29,68,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,3.0,15,12,3.0,7.0,19,89,48,58,89,75,34
27,0.547094,0.464752,0.050838,1.0,0.721939,0.251151,0.634342,Gabriel Silva,Boavista,Boavista,"CB, LCB, RCB",CB,4,21,0,2024-04-30,10,832,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.634,10,29,65,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,9.0,13,28,1.0,2.0,18,68,55,3,96,93,37
25,0.613226,0.499782,0.18607,0.255319,0.612245,0.283805,0.631148,Sergio Raphael,Nova Iguaçu,Nova Iguaçu,LCB,LCB,4,31,0,,13,1341,Brazil,Brazil,right,188,84,no,RJ,Testing,2024,Zagueiro Defensivo,0.631,11,29,62,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,6.0,11,24,19.0,8.0,15,79,62,17,34,72,48
22,0.55511,0.295196,0.62261,0.546099,0.594388,0.206229,0.603483,Gustavo Índio,Sampaio Corrêa RJ,Sampaio Corrêa RJ,RCB,RCB,4,30,0,,11,1167,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.603,12,29,58,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,8.0,20,3,7.0,10.0,23,72,31,89,75,65,20
16,0.533066,0.275087,0.412517,0.695035,0.660714,0.263558,0.601059,Marcão,Madureira,Madureira,RCB,RCB,4,34,0,,10,1011,Brazil,Brazil,right,191,76,no,RJ,Testing,2024,Zagueiro Defensivo,0.601,13,29,55,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,12.0,21,8,4.0,5.0,17,58,27,72,86,82,41
13,0.621242,0.593068,0.22414,0.432624,0.530612,0.0,0.525549,Pablo Maldini,Boavista,Boavista,"LCB, LB",LCB,4,24,150000,,15,1328,Brazil,Brazil,left,184,77,no,RJ,Testing,2024,Zagueiro Defensivo,0.526,14,29,51,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,5.0,4,20,14.0,13.0,29,82,86,31,51,55,0
23,0.260521,0.214208,0.220963,0.35461,0.528061,0.499863,0.515337,Diego Guerra,Portuguesa RJ,Portuguesa RJ,"LCB, RCB",LCB,4,33,0,,13,1356,Brazil,Brazil,right,187,91,no,RJ,Testing,2024,Zagueiro Defensivo,0.515,15,29,48,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,20.0,24,21,16.0,14.0,4,31,17,27,44,51,86
3,0.280561,0.471485,0.171852,0.460993,0.408163,0.481352,0.485021,Léo,Vasco da Gama,Vasco da Gama,LCB,LCB,4,28,3500000,2025-12-31,10,973,Brazil,Brazil,left,183,76,no,RJ,Testing,2024,Zagueiro Defensivo,0.485,16,29,44,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,18.0,12,26,11.5,16.0,6,37,58,10,60,44,79
18,0.543086,0.159912,0.320505,0.531915,0.568878,0.16,0.474436,Joao Victor,Audax Rio,Audax Rio,LCB,LCB,4,28,0,,8,845,Brazil,Brazil,right,191,90,no,RJ,Testing,2024,Zagueiro Defensivo,0.474,17,29,41,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,10.0,26,11,8.0,11.0,24,65,10,62,72,62,17
19,0.286573,0.311186,0.309632,0.205674,0.392857,0.470037,0.454428,Bruno Barra,Volta Redonda,Volta Redonda,"RCB, LCB, RCMF",RCB,4,37,0,2024-11-20,10,927,Brazil,Brazil,right,179,67,no,RJ,Testing,2024,Zagueiro Defensivo,0.454,18,29,37,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,17.0,18,13,23.0,17.0,8,41,37,55,20,41,72
5,0.200401,0.304385,0.254694,0.255319,0.280612,0.478301,0.345292,Lucas Halter,Botafogo,Botafogo,"RCB, LCB, CB",RCB,4,23,3000000,2024-07-31,11,1007,Brazil,Brazil,right,188,93,no,RJ,Testing,2024,Zagueiro Defensivo,0.345,19,29,34,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,24.0,19,18,19.0,21.0,7,17,34,37,34,27,75
28,0.324649,0.205863,0.266244,0.234043,0.517857,0.236102,0.338373,Sheldon,Boavista,Boavista,"RCB, RB",RCB,4,24,0,,13,1365,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.338,20,29,31,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,16.0,25,17,21.0,15.0,21,44,13,41,27,48,27
10,0.442886,0.540343,0.408723,0.212766,0.341837,0.108783,0.303436,Eduardo Thuram,Sampaio Corrêa RJ,Sampaio Corrêa RJ,LCB,LCB,4,26,350000,,12,1207,Brazil,Brazil,left,189,84,no,RJ,Testing,2024,Zagueiro Defensivo,0.303,21,29,27,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,13.0,7,9,22.0,18.0,25,55,75,68,24,37,13
26,0.350701,0.511409,0.308487,0.255319,0.206633,0.246391,0.284891,Mizael Monteiro,Boavista,Boavista,"RCB, LCB, CB",RCB,4,23,0,,10,989,Brazil,Brazil,right,184,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.285,22,29,24,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,14.0,10,14,19.0,23.0,20,51,65,51,34,20,31
4,0.228457,0.378496,0.277451,0.361702,0.252551,0.372392,0.276155,Fabricio Bruno,Flamengo,Flamengo,RCB,RCB,4,28,3500000,2025-12-31,9,884,Brazil,Brazil,right,192,90,no,RJ,Testing,2024,Zagueiro Defensivo,0.276,23,29,20,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,21.5,16,15,15.0,22.0,13,25,44,48,48,24,55
1,0.210421,0.622136,0.338265,0.078014,0.0,0.375448,0.244935,João Victor,Vasco da Gama,Vasco da Gama,RCB,RCB,4,25,8000000,2027-06-30,9,810,Brazil,Brazil,right,187,80,no,RJ,Testing,2024,Zagueiro Defensivo,0.245,24,29,17,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,23.0,2,10,28.0,29.0,12,20,93,65,3,0,58
12,0.0,0.014487,0.233421,0.099291,0.145408,0.496633,0.22426,Rodolfo Filemon,Portuguesa RJ,Portuguesa RJ,"RCB, LCB",RCB,4,29,250000,,7,734,Brazil,Brazil,both,184,82,no,RJ,Testing,2024,Zagueiro Defensivo,0.224,25,29,13,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,29.0,28,19,27.0,25.0,5,0,3,34,6,13,82
11,0.084168,0.223877,0.561301,0.503546,0.117347,0.410739,0.213879,Augusto,Volta Redonda,Volta Redonda,"LCB, RCB",LCB,4,26,300000,,9,886,Brazil,Brazil,right,186,85,no,RJ,Testing,2024,Zagueiro Defensivo,0.214,26,29,10,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,26.0,23,4,9.0,26.0,10,10,20,86,68,10,65
2,0.034068,0.257745,0.272126,0.134752,0.104592,0.451635,0.197082,Léo Pereira,Flamengo,Flamengo,LCB,LCB,4,28,4000000,2027-12-31,10,960,Brazil,Brazil,left,189,79,no,RJ,Testing,2024,Zagueiro Defensivo,0.197,27,29,6,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,28.0,22,16,26.0,27.0,9,3,24,44,10,6,68
21,0.326653,0.527266,0.202535,0.460993,0.033163,0.008811,0.086015,Lucas Marreta,Bangu,Bangu,RCB,RCB,4,26,0,,7,556,Brazil,Brazil,unknown,0,0,no,RJ,Testing,2024,Zagueiro Defensivo,0.086,28,29,3,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,15.0,8,23,11.5,28.0,28,48,72,20,60,3,3
14,0.066132,0.0,0.173674,0.560284,0.17602,0.087034,0.0,Victor Oliveira,Bangu,Bangu,LCB,LCB,4,29,100000,,11,1146,Brazil,Brazil,left,190,84,no,RJ,Testing,2024,Zagueiro Defensivo,0.0,29,29,0,0.397623,0.392871,0.326021,0.392761,0.437632,0.352045,27.0,29,25,6.0,24.0,27,6,0,13,79,17,6
9,0.735876,0.652883,0.992379,0.849462,0.966292,0.410709,1.0,Alisson,Caxias,Caxias,RCB,RCB,4,30,150000,,8,660,Brazil,Brazil,right,186,91,no,RS,Testing,2024,Zagueiro Defensivo,1.0,1,31,96,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,2.0,2,2,7.0,2.0,8,93,93,93,77,93,74
6,0.279661,0.302784,0.208965,0.709677,0.874532,1.0,0.812459,G. Mercado,Internacional,Internacional,"LCB, RCB",LCB,4,37,250000,,9,689,Argentina,"Argentina, Spain",right,181,85,no,RS,Testing,2024,Zagueiro Defensivo,0.812,2,31,93,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,23.5,18,25,13.5,3.0,1,24,41,19,56,90,96
5,0.474576,0.422445,0.833754,0.311828,0.561798,0.506076,0.738718,Zé Marcos,Juventude,Juventude,LCB,LCB,4,26,300000,,13,1224,Brazil,Brazil,left,188,77,no,RS,Testing,2024,Zagueiro Defensivo,0.739,3,31,90,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,12.0,12,4,23.0,10.0,5,61,61,87,25,67,83
29,0.622881,0.602815,0.911947,0.709677,0.685393,0.242387,0.717246,Cézar,Caxias,Caxias,LCB,LCB,4,24,0,,14,1312,Brazil,Brazil,,188,79,no,RS,Testing,2024,Zagueiro Defensivo,0.717,4,31,87,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,6.0,4,3,13.5,7.0,21,80,87,90,56,77,32
21,0.666667,0.45372,0.591272,0.580645,0.853933,0.097046,0.698304,Felipe Santiago,Novo Hamburgo,Novo Hamburgo,"LCB, RCB",LCB,4,21,0,,7,563,Brazil,Brazil,unknown,0,0,no,RS,Testing,2024,Zagueiro Defensivo,0.698,5,31,83,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,4.0,8,9,17.0,4.0,28,87,74,70,45,87,9
10,1.0,1.0,0.115814,0.182796,0.526217,0.062219,0.671734,Samuel,EC São José,EC São José,"RCB, RB, RWB",RCB,4,24,100000,2026-06-30,8,517,Brazil,Brazil,right,177,0,no,RS,Testing,2024,Zagueiro Defensivo,0.672,6,31,80,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,1.0,1,27,27.0,13.5,29,96,96,12,12,56,6
20,0.560734,0.447771,0.395081,1.0,0.529963,0.372908,0.648038,Thiago Sales,Santa Cruz RS,Santa Cruz RS,"LCB, LB",LCB,4,36,0,,11,1063,Brazil,Brazil,right,190,78,no,RS,Testing,2024,Zagueiro Defensivo,0.648,7,31,77,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,8.0,9,19,1.5,12.0,10,74,70,38,95,61,67
15,0.362994,0.1606,0.680232,0.827957,0.720974,0.407383,0.64042,Vitor Dadalt,Avenida,Avenida,LCB,LCB,4,27,0,,10,932,Brazil,Brazil,right,192,0,no,RS,Testing,2024,Zagueiro Defensivo,0.64,8,31,74,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,19.0,28,6,8.5,6.0,9,38,9,80,72,80,70
28,0.163842,0.294804,0.0,0.11828,0.40824,0.878532,0.631047,Robert Renan,Internacional,Internacional,"LCB, LB",LCB,4,20,0,,12,906,Brazil,Brazil,left,186,78,yes,RS,Testing,2024,Zagueiro Defensivo,0.631,9,31,70,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,28.0,19,31,28.5,23.0,3,9,38,0,8,25,90
13,0.44774,0.027184,1.0,0.193548,1.0,0.271722,0.627454,Islan,Novo Hamburgo,Novo Hamburgo,LCB,LCB,4,27,0,,6,518,Brazil,Brazil,,0,0,no,RS,Testing,2024,Zagueiro Defensivo,0.627,10,31,67,0.416257,0.359507,0.44966,0.572667,0.510874,0.333377,14.0,30,1,26.0,1.0,14,54,3,96,16,96,54
