Unnamed: 0,Passes_Longos_Certos,Passes_Frontais_Certos,Passes_Progressivos_Certos,Duelos_Ofensivos_Ganhos,Dribles_BemSucedidos,xG,Finalizações_NoAlvo,Conversão_Gols,xA,Assistência_Finalização,Passes_Inteligentes_Certos,Passes_EntreLinhas_Certos,Passes_Chave,Rating,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Liga,Base,Versão_Temporada,Role,L_Rating,L_Ranking,Size,L_Percentil,Passes_Longos_Certos_LM,Passes_Frontais_Certos_LM,Passes_Progressivos_Certos_LM,Duelos_Ofensivos_Ganhos_LM,Dribles_BemSucedidos_LM,xG_LM,Finalizações_NoAlvo_LM,Conversão_Gols_LM,xA_LM,Assistência_Finalização_LM,Passes_Inteligentes_Certos_LM,Passes_EntreLinhas_Certos_LM,Passes_Chave_LM,Passes_Longos_Certos_Rank,Passes_Frontais_Certos_Rank,Passes_Progressivos_Certos_Rank,Duelos_Ofensivos_Ganhos_Rank,Dribles_BemSucedidos_Rank,xG_Rank,Finalizações_NoAlvo_Rank,Conversão_Gols_Rank,xA_Rank,Assistência_Finalização_Rank,Passes_Inteligentes_Certos_Rank,Passes_EntreLinhas_Certos_Rank,Passes_Chave_Rank,Passes_Longos_Certos_Percentil,Passes_Frontais_Certos_Percentil,Passes_Progressivos_Certos_Percentil,Duelos_Ofensivos_Ganhos_Percentil,Dribles_BemSucedidos_Percentil,xG_Percentil,Finalizações_NoAlvo_Percentil,Conversão_Gols_Percentil,xA_Percentil,Assistência_Finalização_Percentil,Passes_Inteligentes_Certos_Percentil,Passes_EntreLinhas_Certos_Percentil,Passes_Chave_Percentil
13,0.338784,0.48969,0.298267,0.704279,0.531946,0.366667,1.0,0.2564,0.387097,0.429293,0.0,0.206151,0.345238,0.501389,Felipinho,Tombense,Tombense,"RW, AMF, RAMF",RW,10,21,0,,8,622,Brazil,Brazil,left,179,70,no,MG,Testing,2024,Extremo Organizador,0.501,11,21,47,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,8,5,14,11,10,9.0,1.0,12.0,11.0,9.0,15.5,9.0,14.0,61,76,33,47,52,57,95,42,47,57,26,57,33
11,0.135678,0.275843,0.32169,0.748015,0.579481,0.5,0.441151,0.2564,0.419355,0.308081,0.278583,0.186993,0.154762,0.491988,Vinicius Balotelli,Uberlândia,Uberlândia,LW,LW,10,25,0,,10,703,Brazil,Brazil,right,179,70,no,MG,Testing,2024,Extremo Organizador,0.492,12,21,42,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,14,10,12,8,8,5.0,11.0,12.0,10.0,15.0,6.0,10.0,19.0,33,52,42,61,61,76,47,42,52,28,71,52,9
6,0.158321,0.326735,0.527953,0.280212,0.359522,0.333333,0.286885,0.512833,0.612903,0.550505,0.0,0.165417,0.809524,0.347172,Welinton Torrão,Athletic Club,Athletic Club,"RAMF, RW, LW",RAMF,10,24,100000,,10,790,Brazil,Brazil,right,183,75,no,MG,Testing,2024,Extremo Organizador,0.347,13,21,38,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,12,9,7,19,17,12.5,17.0,4.0,6.5,6.0,15.5,11.5,3.0,42,57,66,9,19,40,19,80,69,71,26,45,85
4,0.163566,0.275341,0.421538,0.409727,0.44325,0.333333,0.391901,0.333333,0.096774,0.358586,0.310727,0.208569,0.178571,0.331674,Fabinho,América Mineiro,América Mineiro,"RWF, RW, RAMF",RWF,11,24,1000000,,7,619,Brazil,Brazil,left,180,75,no,MG,Testing,2024,Extremo Organizador,0.332,14,21,33,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,11,11,10,17,13,12.5,13.0,9.0,17.0,11.0,4.0,8.0,18.0,47,47,52,19,38,40,38,57,19,47,80,61,14
12,0.0,0.040592,0.0,0.744188,0.564348,0.3,0.575631,0.444433,0.064516,0.09596,0.0,0.0,0.416667,0.318226,Jefferson,Uberlândia,Uberlândia,"RW, CF",RW,10,27,0,,10,1015,Brazil,Brazil,left,179,75,no,MG,Testing,2024,Extremo Organizador,0.318,15,21,28,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,21,20,21,9,9,15.0,9.0,6.0,18.5,18.0,15.5,17.5,10.0,0,4,0,57,57,28,57,71,11,14,26,16,52
15,0.530073,0.72367,0.744854,0.0,0.04754,0.233333,0.182392,0.952367,0.225806,0.252525,0.0,0.0,0.392857,0.287515,Hudson,Patrocinense,Patrocinense,"RW, RB, RCMF",RW,10,23,0,,8,545,Brazil,Brazil,right,181,0,yes,MG,Testing,2024,Extremo Organizador,0.288,16,21,23,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,6,3,3,21,20,16.0,18.0,2.0,14.0,17.0,15.5,17.5,12.0,71,85,85,0,4,23,14,90,33,19,26,16,42
10,0.094452,0.14503,0.274789,0.40893,0.370016,0.333333,0.716378,0.0,0.935484,0.681818,0.300012,0.395562,0.654762,0.238358,Gabriel Neto,Pouso Alegre,Pouso Alegre,RW,RW,10,23,0,,10,654,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Extremo Organizador,0.238,17,21,19,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,19,18,16,18,15,12.5,6.0,19.0,2.5,2.0,5.0,6.0,7.0,9,14,23,14,28,40,71,9,88,90,76,71,66
17,0.328685,0.248823,0.295804,0.451985,0.361258,1.0,0.737448,1.0,0.0,0.0,0.0,0.0,0.0,0.21151,Branquinho,Itabirito,Itabirito,"LW, LAMF, CF",LW,10,34,0,,10,546,Brazil,Brazil,right,170,65,no,MG,Testing,2024,Extremo Organizador,0.212,18,21,14,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,9,15,15,16,16,1.0,5.0,1.0,21.0,21.0,15.5,17.5,20.5,57,28,28,23,23,95,76,95,0,0,26,16,2
9,0.129491,0.268839,0.056988,0.454574,0.519591,0.466667,0.741662,0.833333,0.064516,0.085859,0.0,0.0,0.202381,0.163266,Rafael Conceição,Athletic Club,Athletic Club,"LAMF, LW, LCMF",LAMF,10,20,0,,10,544,Brazil,Brazil,unknown,0,0,no,MG,Testing,2024,Extremo Organizador,0.163,19,21,9,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,15,12,20,15,11,6.5,4.0,3.0,18.5,20.0,15.5,17.5,17.0,28,42,4,28,47,69,80,85,11,4,26,16,19
7,0.113188,0.341777,0.125608,0.67465,0.0,0.1,0.577317,0.2381,0.032258,0.090909,0.0,0.165417,0.0,0.025676,Vico,Ipatinga,Ipatinga,"RW, RAMF, RWF",RW,10,27,100000,,10,787,Brazil,Brazil,left,174,68,no,MG,Testing,2024,Extremo Organizador,0.026,20,21,4,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,17,8,19,12,21,20.0,8.0,15.0,20.0,19.0,15.5,11.5,20.5,19,61,9,42,0,4,61,28,4,9,26,45,2
5,0.014914,0.142333,0.195779,0.278297,0.265429,0.366667,0.356874,0.2564,0.774194,0.409091,0.0,0.0,0.25,0.0,Johnatan Cardoso,Itabirito,Itabirito,"RW, CF, RAMF",RW,10,26,400000,,10,838,Brazil,Brazil,right,172,62,no,MG,Testing,2024,Extremo Organizador,0.0,21,21,0,0.306406,0.350858,0.415345,0.63254,0.526879,0.387302,0.495099,0.334773,0.417819,0.395863,0.183584,0.245945,0.45805,20,19,17,20,19,9.0,16.0,12.0,4.0,10.0,15.5,17.5,16.0,4,9,19,4,9,57,23,42,80,52,26,16,23
4,0.949456,0.742372,1.0,0.479211,0.550736,0.458333,0.453883,0.28572,1.0,1.0,0.775961,0.844619,0.722973,1.0,D. Payet,Vasco da Gama,Vasco da Gama,"LW, AMF, LWF",LW,10,36,2000000,2024-06-30,10,928,Réunion,"Réunion, France",right,175,77,no,RJ,Testing,2024,Extremo Organizador,1.0,1,23,95,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,2,2,1,9,13,5.0,9.0,11.0,1.0,1.0,4.0,3.0,4.0,91,91,95,60,43,78,60,52,95,95,82,86,82
0,0.313755,0.30938,0.81031,0.496464,0.785047,0.395833,0.624804,0.57144,0.95122,0.697509,0.92,1.0,0.777027,0.959191,Éverton,Flamengo,Flamengo,LW,LW,10,28,11000000,2026-06-30,10,785,Brazil,Brazil,right,174,72,no,RJ,Testing,2024,Extremo Organizador,0.959,2,23,91,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,15,13,5,8,6,8.0,3.0,6.0,2.0,4.0,2.0,1.0,3.0,34,43,78,65,73,65,86,73,91,82,91,95,86
6,0.946228,0.587003,0.963269,0.326423,0.598785,0.416667,0.603738,0.55172,0.658537,0.619217,1.0,0.869565,0.506757,0.958064,Bill,Nova Iguaçu,Nova Iguaçu,"LAMF, LW, AMF",LAMF,10,24,250000,,13,1185,Brazil,Brazil,right,175,68,no,RJ,Testing,2024,Extremo Organizador,0.958,3,23,86,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,3,4,2,14,10,6.5,4.0,7.0,6.0,6.0,1.0,2.0,6.0,86,82,91,39,56,71,82,69,73,73,95,91,73
2,0.601101,0.377369,0.839516,0.386993,0.826194,0.541667,0.474191,0.16668,0.902439,0.637011,0.806546,0.704348,1.0,0.945993,Luiz Araújo,Flamengo,Flamengo,RW,RW,10,27,6000000,,11,668,Brazil,Brazil,left,175,70,no,RJ,Testing,2024,Extremo Organizador,0.946,4,23,82,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,7,10,4,12,5,4.0,7.0,17.0,3.0,5.0,3.0,6.0,1.0,69,56,82,47,78,82,69,26,86,78,86,73,95
1,0.0,0.537593,0.583259,1.0,0.912992,0.270833,0.413057,0.53332,0.878049,0.768683,0.0,0.0,0.885135,0.883674,J. Arias,Fluminense,Fluminense,"RW, LW, LAMF",RW,10,26,8000000,2026-08-15,8,755,Colombia,Colombia,right,168,70,no,RJ,Testing,2024,Extremo Organizador,0.884,5,23,78,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,23,6,10,1,2,14.0,11.0,8.0,4.0,2.0,20.0,20.5,2.0,0,73,56,95,91,39,52,65,82,91,13,10,91
10,0.129348,0.511559,0.495981,0.82219,0.87037,0.083333,0.288786,0.66668,0.195122,0.27758,0.703965,0.616118,0.236486,0.80826,Gabriel Canela,Bangu,Bangu,"LW, RB, RW",LW,10,24,0,,8,509,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Organizador,0.808,6,23,73,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,19,7,13,3,3,20.0,16.0,5.0,14.5,14.0,5.0,8.0,16.0,17,69,43,86,86,13,30,78,36,39,78,65,30
8,1.0,0.549587,0.957635,0.102507,0.328065,0.729167,1.0,0.11112,0.341463,0.409253,0.686564,0.793043,0.385135,0.801891,Hugo Borges,Madureira,Madureira,"LW, LWF, LAMF",LW,10,26,125000,,10,790,Brazil,Brazil,right,176,73,no,RJ,Testing,2024,Extremo Organizador,0.802,7,23,69,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,1,5,3,22,18,2.0,1.0,18.0,8.0,7.5,6.0,5.0,10.0,95,78,86,4,21,91,95,21,65,67,73,78,56
16,0.167881,0.27863,0.588658,0.819178,1.0,0.104167,0.358104,0.5,0.121951,0.192171,0.419979,0.0,0.574324,0.77492,Isaac,Fluminense,Fluminense,"LAMF, LW, LWF",LAMF,10,19,0,,6,508,Brazil,Brazil,right,0,0,no,RJ,Testing,2024,Extremo Organizador,0.775,8,23,65,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,18,14,9,4,1,18.0,14.0,9.0,18.5,19.5,12.0,20.5,5.0,21,39,60,82,95,21,39,60,19,15,47,10,78
21,0.430374,0.265919,0.537792,0.754134,0.856048,0.229167,0.159914,0.23528,0.219512,0.245552,0.453333,0.197082,0.304054,0.761101,Jefferson,Boavista,Boavista,"RW, LW, CF",RW,10,22,0,,12,801,Brazil,Brazil,right,178,70,no,RJ,Testing,2024,Extremo Organizador,0.761,9,23,60,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,11,15,11,5,4,15.0,19.0,15.0,12.0,16.0,10.0,15.0,12.5,52,34,52,78,82,34,17,34,47,30,56,34,45
22,0.439155,0.356998,0.368253,0.71163,0.592271,0.1875,0.37178,0.0,0.317073,0.288256,0.519922,0.678306,0.263514,0.633035,Matheus Alessandro,Boavista,Boavista,LW,LW,10,27,0,2024-04-30,10,689,Brazil,Brazil,right,171,65,no,RJ,Testing,2024,Extremo Organizador,0.633,10,23,56,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,10,12,16,6,11,16.0,12.0,21.0,10.0,12.0,9.0,7.0,15.0,56,47,30,73,52,30,47,8,56,47,60,69,34
5,0.456389,0.185091,0.41833,0.61827,0.769346,0.6875,0.988918,0.74076,0.195122,0.263345,0.0,0.0,0.358108,0.623479,Junior Santos,Botafogo,Botafogo,"RW, RWF, RWB",RW,10,29,600000,2025-12-31,12,856,Brazil,Brazil,right,188,85,no,RJ,Testing,2024,Extremo Organizador,0.623,11,23,52,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,9,20,14,7,7,3.0,2.0,2.0,14.5,15.0,20.0,20.5,11.0,60,13,39,69,69,86,91,91,36,34,13,10,52
14,0.545642,0.383786,0.59962,0.242772,0.230781,0.333333,0.358179,0.30768,0.073171,0.359431,0.631968,0.829957,0.108108,0.579755,Vini Moura,Volta Redonda,Volta Redonda,"RW, CF, RWF",RW,10,25,0,,9,567,Brazil,Brazil,,181,76,no,RJ,Testing,2024,Extremo Organizador,0.58,12,23,47,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,8,9,8,17,21,13.0,13.0,10.0,21.0,9.0,7.0,4.0,17.5,65,60,65,26,8,43,43,56,8,60,69,82,23
11,0.774628,0.373464,0.51298,0.442376,0.529137,0.354167,0.207308,0.26668,0.341463,0.327402,0.19999,0.173913,0.412162,0.570393,Arthur Martins,Madureira,Madureira,"RW, RWF",RW,10,24,0,,11,883,Brazil,Brazil,,0,0,no,RJ,Testing,2024,Extremo Organizador,0.57,13,23,43,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,5,11,12,10,14,11.5,18.0,12.5,8.0,11.0,16.0,16.0,7.5,78,52,47,56,39,50,21,45,65,52,30,30,67
15,0.902281,1.0,0.722462,0.0,0.195093,0.0,0.0,0.0,0.0,0.0,0.386667,0.33913,0.0,0.497157,Léo Silva,Volta Redonda,Volta Redonda,"RW, RCMF, LCMF",RW,10,21,0,,11,922,Brazil,Brazil,right,170,68,yes,RJ,Testing,2024,Extremo Organizador,0.497,14,23,39,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,4,1,6,23,22,23.0,23.0,21.0,23.0,23.0,13.0,12.0,22.0,82,95,73,0,4,0,0,8,0,0,43,47,4
3,0.104576,0.237171,0.408384,0.366584,0.716929,1.0,0.454565,0.25,0.268293,0.352313,0.0,0.269565,0.108108,0.480666,Bruno Henrique,Flamengo,Flamengo,"LW, LAMF, RW",LW,10,33,3000000,,11,579,Brazil,Brazil,right,184,77,no,RJ,Testing,2024,Extremo Organizador,0.481,15,23,34,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,20,16,15,13,8,1.0,8.0,14.0,11.0,10.0,20.0,13.0,17.5,13,30,34,43,65,95,65,39,52,56,13,43,23
9,0.317058,0.026497,0.287489,0.304703,0.48688,0.354167,0.515682,0.69564,0.756098,0.704626,0.524974,0.456522,0.412162,0.441761,MV,Volta Redonda,Volta Redonda,"LW, RW",LW,10,25,0,,10,1036,Brazil,Brazil,right,172,68,no,RJ,Testing,2024,Extremo Organizador,0.442,16,23,30,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,14,22,19,15,15,11.5,6.0,4.0,5.0,3.0,8.0,10.0,7.5,39,4,17,34,34,50,73,82,78,86,65,56,67
18,0.360201,0.669216,0.601543,0.10842,0.288443,0.083333,0.156831,0.0,0.146341,0.241993,0.44,0.382609,0.297297,0.430573,Rafael Pernão,Sampaio Corrêa RJ,Sampaio Corrêa RJ,"LW, LCMF, LWF",LW,10,30,0,,10,812,Brazil,Brazil,right,179,70,no,RJ,Testing,2024,Extremo Organizador,0.431,17,23,26,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,12,3,7,21,19,20.0,20.0,21.0,17.0,17.0,11.0,11.0,14.0,47,86,69,8,17,13,13,8,26,26,52,52,39
13,0.201459,0.214697,0.0,0.888451,0.365531,0.145833,0.26039,0.0,0.341463,0.19573,0.0,0.0,0.0,0.378613,Clisman,Audax Rio,Audax Rio,"RW, CF",RW,10,25,0,,11,554,Brazil,Brazil,left,0,0,no,RJ,Testing,2024,Extremo Organizador,0.379,18,23,21,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,17,18,23,2,17,17.0,17.0,21.0,8.0,18.0,20.0,20.5,22.0,26,21,0,91,26,26,26,8,65,21,13,10,4
19,0.723424,0.510287,0.304679,0.192408,0.267865,0.083333,0.292795,0.26668,0.195122,0.409253,0.359982,0.469565,0.060811,0.296029,Anderson Rosa,Portuguesa RJ,Portuguesa RJ,"RW, AMF, LW",RW,10,31,0,,12,1094,Brazil,Brazil,left,175,75,no,RJ,Testing,2024,Extremo Organizador,0.296,19,23,17,0.435983,0.376972,0.512613,0.439688,0.552817,0.333333,0.392468,0.352127,0.362672,0.376141,0.394341,0.390852,0.356639,6,8,18,19,20,20.0,15.0,12.5,14.5,7.5,14.0,9.0,20.0,73,65,21,17,13,13,34,45,36,67,39,60,13
