Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Passes_Progressivos_Certos,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
8,Bruno Camilo,Avenida,Avenida,"RDMF, AMF, RCMF",RDMF,7,26,0,,10,807,Brazil,Brazil,right,173,70,no,4.57,1.785812,0.335,7.141750000000001,RS,Testing,2024,0.4643502560818674,0.5000231146492752,0.4920162738563566
9,Jhonata Lima,Avenida,Avenida,"LDMF, LCMF, RDMF",LDMF,7,31,0,,10,844,Brazil,Brazil,right,186,72,no,6.4,2.453504,1.174335,4.15727,RS,Testing,2024,0.1455604687002716,0.1619214881466769,0.1568750561529904
10,Jeferson Lopes,Brasil de Pelotas,Brasil de Pelotas,"RDMF, RCMF, LDMF",RDMF,7,27,0,,7,508,Brazil,Brazil,,184,76,no,7.26,2.305754,0.7075,2.83647,RS,Testing,2024,0.0,0.0,0.0
11,Lucas Hulk,São Luiz,São Luiz,"DMF, LCMF",DMF,7,31,0,,10,711,Brazil,Brazil,,0,0,no,12.03,6.711565,2.533612,2.533536,RS,Testing,2024,1.0,0.9600436448423045,1.0
0,Pablo Maia,São Paulo,São Paulo,"LDMF, LCMF, RCMF",LDMF,7,22,6000000,2027-12-31,11,1020,Brazil,Brazil,right,178,72,no,9.0,4.055854,0.440865,5.470056,SP,Testing,2024,0.9262074284817167,0.9761962589001822,0.9512018436909493
1,Diego Pituca,Santos,Santos,"RDMF, RCMF",RDMF,7,31,1700000,,14,1337,Brazil,Brazil,left,178,69,no,6.73,3.094236,0.6075,4.103596,SP,Testing,2024,0.05430697839749617,0.03290076748218973,0.04360387293984294
2,Zé Ricardo,Portuguesa,Portuguesa,"DMF, LCMF, RDMF",DMF,7,28,1200000,,10,802,Brazil,Brazil,right,176,74,no,9.2,4.038,1.006386,4.261972,SP,Testing,2024,0.7558880068073414,0.7276186368380986,0.7417533218227199
3,Raniele,Corinthians,Corinthians,"DMF, RCMF, RDMF",DMF,7,27,1000000,2026-12-31,11,1047,Brazil,Brazil,right,184,78,no,8.85,3.784172,2.750838,3.43746,SP,Testing,2024,0.5961789506466603,0.609454909201341,0.6028169299240006
4,João Schmidt,Santos,Santos,"LDMF, LCMF",LDMF,7,30,800000,,15,1292,Brazil,Brazil,left,183,80,no,10.66,5.155788,1.67195,5.156318,SP,Testing,2024,1.0,1.0,1.0
5,Alisson,São Paulo,São Paulo,"RDMF, RCMF",RDMF,7,30,600000,2024-12-31,12,989,Brazil,Brazil,right,174,73,no,6.46,3.003,1.001,4.822818,SP,Testing,2024,0.4024739049147938,0.4093494426877095,0.4059116738012516
6,Emerson Santos,Inter de Limeira,Inter de Limeira,"DMF, CB",DMF,7,28,500000,2025-01-01,12,1058,Brazil,Brazil,right,184,75,no,8.27,2.79,1.02376,3.161235,SP,Testing,2024,0.2087150909105647,0.1486264570364219,0.1786707739734933
7,Miquéias,Ituano,Ituano,"LDMF, RDMF, RCMF",LDMF,7,22,0,,10,651,Brazil,Brazil,right,187,74,yes,6.09,3.624768,1.157261,3.335232,SP,Testing,2024,0.0,0.0,0.0
